# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	temp_pt100	time	VDC10	ch1a	ch2a	ch3a	ch4a	VDC1	ch1b	ch2b	ch3b	ch4b	Delay	a	
0.023	0.0	250	250	21.2047549	1714475677.1029313	-11.9541835	-7453957.0	-7466959.0	-7473494.0	-7471137.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	1401.0138601386013	30-04-24 13:14:43.534328
0.6	0.003	250	250	21.3107377	1714475703.5730543	-11.3801174	-7155903.0	-7168445.0	-7174883.0	-7172421.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	1401.0138601386013	30-04-24 13:15:10.002468
1.2	0.006	250	250	21.4062755	1714475730.0428026	-10.7814088	-6779395.0	-6791178.0	-6797264.0	-6794999.0	-1.16103802	-8126124.0	-8117218.0	-8116142.0	-8112192.0	20	1401.0138601386013	30-04-24 13:15:36.484787
1.799	0.009	250	250	21.6097127	1714475756.522822	-10.1828736	-6402916.0	-6414011.0	-6419738.0	-6417703.0	-1.096625	-7675289.0	-7666784.0	-7665835.0	-7662050.0	20	1401.0138601386013	30-04-24 13:16:02.965264
2.4	0.012	250	250	21.70228	1714475783.0032704	-9.58283676	-6025542.0	-6035907.0	-6041344.0	-6039427.0	-1.03206272	-7223449.0	-7215389.0	-7214504.0	-7210901.0	20	1401.0138601386013	30-04-24 13:16:29.447479
3.0	0.015	250	250	21.7865104	1714475809.4870923	-8.98381954	-5648852.0	-5658432.0	-5663517.0	-5661831.0	-0.967633177	-6772461.0	-6764794.0	-6764040.0	-6760642.0	20	1401.0138601386013	30-04-24 13:16:55.931373
3.599	0.018	250	250	21.9708784	1714475835.9863856	-8.38505671	-5272271.0	-5281137.0	-5285922.0	-5284392.0	-0.903197516	-6321426.0	-6314178.0	-6313509.0	-6310293.0	20	1401.0138601386013	30-04-24 13:17:22.428838
4.199	0.021	250	250	22.1769986	1714475862.4852703	-7.78571832	-4895338.0	-4903468.0	-4907907.0	-4906591.0	-0.838703285	-5869990.0	-5863233.0	-5862585.0	-5859591.0	20	1401.0138601386013	30-04-24 13:17:48.926216
4.799	0.024	250	250	22.4094709	1714475888.983494	-7.18691847	-4518745.0	-4526121.0	-4530242.0	-4529108.0	-0.774251448	-5418835.0	-5412475.0	-5411954.0	-5409121.0	20	1401.0138601386013	30-04-24 13:18:15.423722
5.399	0.027	250	250	22.5502383	1714475915.463908	-6.58747254	-4141743.0	-4148370.0	-4152183.0	-4151206.0	-0.709697748	-4967008.0	-4961087.0	-4960630.0	-4957988.0	20	1401.0138601386013	30-04-24 13:18:41.908279
5.998	0.03	250	250	22.7445721	1714475941.9463532	-5.9885985	-3765094.0	-3770999.0	-3774467.0	-3773704.0	-0.64521534	-4515614.0	-4510150.0	-4509770.0	-4507282.0	20	1401.0138601386013	30-04-24 13:19:08.388437
6.599	0.033	250	250	22.7924847	1714475968.4257867	-5.38903506	-3387980.0	-3393154.0	-3396304.0	-3395725.0	-0.58063536	-4063619.0	-4058519.0	-4058268.0	-4055959.0	20	1401.0138601386013	30-04-24 13:19:34.868205
7.199	0.036	250	250	22.6540171	1714475994.904376	-4.79033773	-3011469.0	-3015871.0	-3018728.0	-3018320.0	-0.516132979	-3612122.0	-3607470.0	-3607289.0	-3605177.0	20	1401.0138601386013	30-04-24 13:20:01.345756
7.799	0.04	250	250	22.5585751	1714476021.383775	-4.19022724	-2634033.0	-2637684.0	-2640203.0	-2640007.0	-0.451480951	-3159594.0	-3155408.0	-3155278.0	-3153370.0	20	1401.0138601386013	30-04-24 13:20:27.826931
8.399	0.043	250	250	22.4370686	1714476047.8667538	-3.59174594	-2257629.0	-2260545.0	-2262748.0	-2262724.0	-0.386987226	-2708177.0	-2704412.0	-2704333.0	-2702624.0	20	1401.0138601386013	30-04-24 13:20:54.309239
8.998	0.046	250	250	22.262379	1714476074.3464794	-2.99313319	-1881135.0	-1883300.0	-1885171.0	-1885360.0	-0.322504562	-2256796.0	-2253463.0	-2253458.0	-2251948.0	20	1401.0138601386013	30-04-24 13:21:20.788122
9.598	0.049	250	250	22.062679	1714476100.8243766	-2.39391727	-1504275.0	-1505697.0	-1507251.0	-1507613.0	-0.257940634	-1804859.0	-1801972.0	-1802039.0	-1800710.0	20	1401.0138601386013	30-04-24 13:21:47.273594
10.198	0.052	250	250	21.8494677	1714476127.3124683	-1.79435304	-1127182.0	-1127866.0	-1129080.0	-1129650.0	-0.193332181	-1352653.0	-1350186.0	-1350378.0	-1349217.0	20	1401.0138601386013	30-04-24 13:22:13.755259
10.799	0.055	250	250	21.575503	1714476153.7927952	-1.19455708	-749959.2	-749899.3	-750795.7	-751544.4	-0.128712765	-900283.0	-898273.3	-898531.6	-897550.6	20	1401.0138601386013	30-04-24 13:22:40.234115
11.399	0.058	250	250	21.3002927	1714476180.2868757	-0.595745712	-373352.9	-372542.9	-373119.2	-374061.1	-0.0641874829	-448668.7	-447095.6	-447388.9	-446592.3	20	1401.0138601386013	30-04-24 13:23:06.729365
11.998	0.061	250	250	21.2049465	1714476206.7666974	0.00351606526	3528.912	5074.528	4818.188	3700.588	0.000390754505	3330.396	4485.728	4087.26	4684.612	20	1401.0138601386013	30-04-24 13:23:33.210759
12.598	0.064	250	250	21.314379	1714476233.249542	0.60232776	380154.5	382432.2	382494.7	381197.5	0.0649173537	455052.5	455759.5	455296.9	455714.8	20	1401.0138601386013	30-04-24 13:23:59.689821
13.198	0.067	250	250	21.5055506	1714476259.7268887	1.20179194	757157.3	760180.7	760568.6	759082.5	0.129501923	907114.5	907379.6	906845.8	907048.8	20	1401.0138601386013	30-04-24 13:24:26.170561
