# 
hvpsu1	hvpsu2	hvpsu3	hvpsu4	VDC	IDC	Delay	a	b	
100.0	85.0	100.0	85.0	92.8591511	0.0014482623352994103	2.0	100.0	-15.0	18-06-24 16:10:13.002398
100.0	85.3	100.0	85.3	93.1905577	0.0014531118384484654	2.0	100.0	-14.7	18-06-24 16:10:17.333068
100.0	85.6	100.0	85.6	93.5084097	0.0014559971588523444	2.0	100.0	-14.4	18-06-24 16:10:21.844932
100.0	85.9	100.0	85.9	93.829588	0.001458067855643307	2.0	100.0	-14.1	18-06-24 16:10:26.154535
100.0	86.2	100.0	86.2	94.1380874	0.001459952712186344	2.0	100.0	-13.8	18-06-24 16:10:30.417177
100.0	86.5	100.0	86.5	94.4471027	0.0014613526462061383	2.0	100.0	-13.5	18-06-24 16:10:34.547530
100.0	86.8	100.0	86.8	94.7622366	0.0014624097310806758	2.0	100.0	-13.2	18-06-24 16:10:38.745827
100.0	87.1	100.0	87.1	95.0682584	0.0014634998300509848	2.0	100.0	-12.9	18-06-24 16:10:42.993897
100.0	87.4	100.0	87.4	95.3734211	0.0014642850244926523	2.0	100.0	-12.6	18-06-24 16:10:47.233995
100.0	87.7	100.0	87.7	95.6868745	0.0014650046366090172	2.0	100.0	-12.3	18-06-24 16:10:51.460239
100.0	88.0	100.0	88.0	95.9881729	0.0014656423832850145	2.0	100.0	-12.0	18-06-24 16:10:55.766686
100.0	88.3	100.0	88.3	96.2922987	0.001466101011696491	2.0	100.0	-11.7	18-06-24 16:11:00.130215
100.0	88.6	100.0	88.6	96.602581	0.0014664096511046686	2.0	100.0	-11.4	18-06-24 16:11:04.346198
100.0	88.9	100.0	88.9	96.905291	0.0014666501689493152	2.0	100.0	-11.1	18-06-24 16:11:08.750036
100.0	89.2	100.0	89.2	97.20653	0.0014668035929221235	2.0	100.0	-10.8	18-06-24 16:11:12.955265
100.0	89.5	100.0	89.5	97.5158939	0.0014670093032090373	2.0	100.0	-10.5	18-06-24 16:11:17.237422
100.0	89.8	100.0	89.8	97.8185468	0.0014671005818254522	2.0	100.0	-10.2	18-06-24 16:11:21.435002
100.0	90.1	100.0	90.1	98.1174526	0.0014672478796361093	2.0	100.0	-9.899999999999999	18-06-24 16:11:25.839359
100.0	90.4	100.0	90.4	98.4262899	0.0014672309987003899	2.0	100.0	-9.600000000000001	18-06-24 16:11:31.031623
100.0	90.7	100.0	90.7	98.726777	0.0014671684034789564	2.0	100.0	-9.3	18-06-24 16:11:35.465194
100.0	91.0	100.0	91.0	99.0268429	0.0014670629351194642	2.0	100.0	-9.0	18-06-24 16:11:39.679592
100.0	91.3	100.0	91.3	99.3349811	0.0014669444686594023	2.0	100.0	-8.7	18-06-24 16:11:43.857727
100.0	91.6	100.0	91.6	99.6351846	0.0014667516065180444	2.0	100.0	-8.4	18-06-24 16:11:48.060156
