# 
Voltage 1	Current 1	Voltmeter 1	Delay	
1.0	0.0	-0.0001820887	0.1	04-12-23 12:18:05.181103
1.0	0.0	-0.0001785967	0.1	04-12-23 12:18:05.386119
1.0	0.0	-0.0001813744	0.1	04-12-23 12:18:05.590862
1.0	0.0	-0.000190025	0.1	04-12-23 12:18:05.796203
1.0	0.0	-0.0001838347	0.1	04-12-23 12:18:06.000303
1.0	0.0	-0.0001776444	0.1	04-12-23 12:18:06.212382
1.0	0.0	-0.0001778031	0.1	04-12-23 12:18:06.352401
1.0	0.0	-0.0001918504	0.1	04-12-23 12:18:06.512185
1.0	0.0	-0.000186533	0.1	04-12-23 12:18:06.717428
1.0	0.0	-0.0001863743	0.1	04-12-23 12:18:07.022823
1.0	0.0	-0.0001812951	0.1	04-12-23 12:18:07.234558
1.0	0.0	-0.0001706604	0.1	04-12-23 12:18:07.535958
1.0	0.0	-0.0001881997	0.1	04-12-23 12:18:07.744087
1.0	0.0	-0.000187168	0.1	04-12-23 12:18:07.946414
1.0	0.0	-0.0001902631	0.1	04-12-23 12:18:08.151898
1.0	0.0	-0.0001815332	0.1	04-12-23 12:18:08.356220
1.0	0.0	-0.0001662955	0.1	04-12-23 12:18:08.561734
1.0	0.0	-0.0001858981	0.1	04-12-23 12:18:08.765576
1.0	0.0	-0.0001963741	0.1	04-12-23 12:18:08.970274
1.0	0.0	-0.0001927233	0.1	04-12-23 12:18:09.174844
1.0	0.0	-0.0002017707	0.1	04-12-23 12:18:09.379910
1.0	0.0	-0.0001951043	0.1	04-12-23 12:18:09.585722
1.0	0.0	-0.0001947074	0.1	04-12-23 12:18:09.789439
1.0	0.0	-0.0002031199	0.1	04-12-23 12:18:09.993039
1.0	0.0	-0.0001815332	0.1	04-12-23 12:18:10.300431
1.0	0.0	-0.0001801047	0.1	04-12-23 12:18:10.506825
1.0	0.0	-0.0001901044	0.1	04-12-23 12:18:10.711158
1.0	0.0	-0.0001644701	0.1	04-12-23 12:18:10.915661
1.0	0.0	-0.0001803427	0.1	04-12-23 12:18:11.120096
1.0	0.0	-0.0001785967	0.1	04-12-23 12:18:11.325457
1.0	0.0	-0.0001747873	0.1	04-12-23 12:18:11.529768
1.0	0.0	-0.0001647876	0.1	04-12-23 12:18:11.735041
1.0	0.0	-0.000182803	0.1	04-12-23 12:18:11.873965
1.0	0.0	-0.0001816919	0.1	04-12-23 12:18:12.041693
1.0	0.0	-0.0001855807	0.1	04-12-23 12:18:12.251612
1.0	0.0	-0.0001857394	0.1	04-12-23 12:18:12.554170
1.0	0.0	-0.0001728032	0.1	04-12-23 12:18:12.759085
1.0	0.0	-0.0001986756	0.1	04-12-23 12:18:13.065175
1.0	0.0	-0.0001755809	0.1	04-12-23 12:18:13.270573
1.0	0.0	-0.0001826443	0.1	04-12-23 12:18:13.475803
1.0	0.0	-0.0001845489	0.1	04-12-23 12:18:13.681329
1.0	0.0	-0.0001882791	0.1	04-12-23 12:18:13.885926
1.0	0.0	-0.0001735175	0.1	04-12-23 12:18:14.090357
1.0	0.0	-0.0001839141	0.1	04-12-23 12:18:14.294944
1.0	0.0	-0.000175819	0.1	04-12-23 12:18:14.499612
1.0	0.0	0.2254522	0.1	04-12-23 12:18:14.703718
1.0	0.0	1.000209	0.1	04-12-23 12:18:14.909198
1.0	0.0	1.000108	0.1	04-12-23 12:18:15.114158
1.0	0.0	1.000069	0.1	04-12-23 12:18:15.318244
1.0	0.0	1.0002	0.1	04-12-23 12:18:15.523710
1.0	0.0	1.000239	0.1	04-12-23 12:18:15.688511
1.0	0.0	1.000087	0.1	04-12-23 12:18:15.831848
1.0	0.0	1.000081	0.1	04-12-23 12:18:16.035197
1.0	0.0	1.000217	0.1	04-12-23 12:18:16.248541
1.0	0.0	1.00018	0.1	04-12-23 12:18:16.446582
1.0	0.0	1.000048	0.1	04-12-23 12:18:16.650692
1.0	0.0	1.000132	0.1	04-12-23 12:18:16.860476
1.0	0.0	1.000211	0.1	04-12-23 12:18:17.059625
1.0	0.0	1.000043	0.1	04-12-23 12:18:17.268977
1.0	0.0	1.000038	0.1	04-12-23 12:18:17.469195
1.0	0.0	1.000184	0.1	04-12-23 12:18:17.685413
1.0	0.0	1.000081	0.1	04-12-23 12:18:17.877547
1.0	0.0	1.000047	0.1	04-12-23 12:18:18.083102
1.0	0.0	1.000187	0.1	04-12-23 12:18:18.288665
1.0	0.0	1.000073	0.1	04-12-23 12:18:18.584100
1.0	0.0	1.000038	0.1	04-12-23 12:18:18.799149
1.0	0.0	1.000172	0.1	04-12-23 12:18:19.005356
1.0	0.0	1.00015	0.1	04-12-23 12:18:19.214212
1.0	0.0	1.000054	0.1	04-12-23 12:18:19.419610
1.0	0.0	1.000091	0.1	04-12-23 12:18:19.620252
1.0	0.0	1.00022	0.1	04-12-23 12:18:19.824864
1.0	0.0	1.000089	0.1	04-12-23 12:18:19.963160
1.0	0.0	1.000066	0.1	04-12-23 12:18:20.130358
1.0	0.0	1.000202	0.1	04-12-23 12:18:20.341364
1.0	0.0	1.00023	0.1	04-12-23 12:18:20.540203
1.0	0.0	1.000059	0.1	04-12-23 12:18:20.744784
1.0	0.0	1.00006	0.1	04-12-23 12:18:20.949384
1.0	0.0	1.000226	0.1	04-12-23 12:18:21.154199
1.0	0.0	1.000101	0.1	04-12-23 12:18:21.359355
1.0	0.0	1.000093	0.1	04-12-23 12:18:21.566089
1.0	0.0	1.00016	0.1	04-12-23 12:18:21.709598
1.0	0.0	1.000204	0.1	04-12-23 12:18:21.980233
1.0	0.0	1.00007	0.1	04-12-23 12:18:22.179809
1.0	0.0	1.000143	0.1	04-12-23 12:18:22.383365
1.0	0.0	1.000239	0.1	04-12-23 12:18:22.587841
1.0	0.0	1.00009	0.1	04-12-23 12:18:22.793297
1.0	0.0	1.00007	0.1	04-12-23 12:18:23.004604
