# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC	temp	Delay	a	
0.102	0.0	250	250	-7448897.0	-7462443.0	-7469248.0	-7467355.0	-7457555.0	-7452011.0	-7450773.0	-7447881.0	-11.8889927	13.6380181	6.0	4.0	14-12-23 16:45:30.347718
0.5	0.002	250	250	-7224142.0	-7236848.0	-7243043.0	-7240829.0	-7244945.0	-7239575.0	-7238293.0	-7235382.0	-11.4866099	13.7003763	6.0	4.0	14-12-23 16:45:37.731260
1.0	0.004	250	250	-6912500.0	-6924551.0	-6930522.0	-6928429.0	-6932392.0	-6927196.0	-6925967.0	-6923180.0	-10.9906831	13.7832102	6.0	4.0	14-12-23 16:45:44.901947
1.499	0.007	250	250	-6599256.0	-6610672.0	-6616406.0	-6614471.0	-6618312.0	-6613302.0	-6612137.0	-6609501.0	-10.4927868	13.850222	6.0	4.0	14-12-23 16:45:52.104486
2.0	0.01	250	250	-6284966.0	-6295733.0	-6301189.0	-6299409.0	-6303083.0	-6298236.0	-6297179.0	-6294632.0	-9.99298563	13.9284023	6.0	4.0	14-12-23 16:45:59.278920
2.499	0.012	250	250	-5971004.0	-5981164.0	-5986377.0	-5984745.0	-5988288.0	-5983616.0	-5982598.0	-5980154.0	-9.49391605	13.9898298	6.0	4.0	14-12-23 16:46:06.433667
3.0	0.015	250	250	-5656380.0	-5665930.0	-5670896.0	-5669373.0	-5672737.0	-5668276.0	-5667359.0	-5664972.0	-8.99371018	14.0596337	6.0	4.0	14-12-23 16:46:13.818342
3.5	0.017	250	250	-5342500.0	-5351452.0	-5356130.0	-5354739.0	-5357965.0	-5353700.0	-5352840.0	-5350599.0	-8.4947426	14.1613841	6.0	4.0	14-12-23 16:46:21.083653
4.0	0.02	250	250	-5028004.0	-5036326.0	-5040761.0	-5039517.0	-5042591.0	-5038497.0	-5037751.0	-5035578.0	-7.9948298	14.1772064	6.0	4.0	14-12-23 16:46:28.258000
4.5	0.022	250	250	-4713682.0	-4721392.0	-4725546.0	-4724466.0	-4727394.0	-4723508.0	-4722810.0	-4720741.0	-7.49511471	14.1772064	6.0	4.0	14-12-23 16:46:35.419527
5.0	0.025	250	250	-4399085.0	-4406159.0	-4410078.0	-4409143.0	-4411913.0	-4408199.0	-4407579.0	-4405625.0	-6.99503928	14.071733	6.0	4.0	14-12-23 16:46:42.600166
5.5	0.027	250	250	-4084871.0	-4091338.0	-4094983.0	-4094195.0	-4096817.0	-4093284.0	-4092738.0	-4090874.0	-6.49544626	14.0261278	6.0	4.0	14-12-23 16:46:49.768734
5.999	0.03	250	250	-3770858.0	-3776718.0	-3780112.0	-3779468.0	-3781935.0	-3778600.0	-3778109.0	-3776350.0	-5.99634084	13.9628389	6.0	4.0	14-12-23 16:46:56.993535
6.499	0.032	250	250	-3456469.0	-3461726.0	-3464837.0	-3464336.0	-3466662.0	-3463506.0	-3463113.0	-3461447.0	-5.49658629	13.9687254	6.0	4.0	14-12-23 16:47:04.218536
6.999	0.035	250	250	-3142340.0	-3146970.0	-3149821.0	-3149461.0	-3151639.0	-3148660.0	-3148337.0	-3146776.0	-4.99724398	13.8641827	6.0	4.0	14-12-23 16:47:11.371621
7.499	0.038	250	250	-2827485.0	-2831480.0	-2834062.0	-2833877.0	-2835909.0	-2833139.0	-2832873.0	-2831396.0	-4.49670173	13.8027553	6.0	4.0	14-12-23 16:47:18.533496
7.999	0.04	250	250	-2513458.0	-2516837.0	-2519178.0	-2519117.0	-2521013.0	-2518413.0	-2518237.0	-2516871.0	-3.99751788	13.7487736	6.0	4.0	14-12-23 16:47:25.694724
8.499	0.043	250	250	-2199039.0	-2201826.0	-2203892.0	-2203965.0	-2205713.0	-2203316.0	-2203205.0	-2201944.0	-3.4977294	13.7227135	6.0	4.0	14-12-23 16:47:32.866988
8.999	0.045	250	250	-1885023.0	-1887185.0	-1889010.0	-1889219.0	-1890823.0	-1888606.0	-1888569.0	-1887403.0	-2.9985199	13.7565215	6.0	4.0	14-12-23 16:47:40.042166
9.499	0.048	250	250	-1570386.0	-1571929.0	-1573492.0	-1573852.0	-1575314.0	-1573275.0	-1573317.0	-1572250.0	-2.49837789	13.7230157	6.0	4.0	14-12-23 16:47:47.218044
9.999	0.05	250	250	-1255877.0	-1256795.0	-1258087.0	-1258606.0	-1259912.0	-1258055.0	-1258171.0	-1257206.0	-1.9984038	13.6603554	6.0	4.0	14-12-23 16:47:54.388842
10.499	0.053	250	250	-941525.0	-941823.6	-942862.3	-943526.3	-944676.6	-943004.6	-943204.2	-942335.9	-1.4987423	13.6957227	6.0	4.0	14-12-23 16:48:01.552018
11.0	0.056	250	250	-627132.5	-626822.5	-627600.7	-628404.3	-629405.4	-627927.0	-628200.1	-627428.3	-0.998930211	13.7255057	6.0	4.0	14-12-23 16:48:08.725076
