# keith - ch2, keys - ch1
Keithley V	Keysight V	hvpsu1	hvpsu2	hvpsu3	hvpsu4	Delay	a	b	
156.078914	142.669493	14307.0	12307.0	14307.0	12307.0	2.0	14307.0	-2000.0	19-12-23 19:35:47.905682
154.520151	141.126001	14307.0	12507.0	14307.0	12507.0	2.0	14307.0	-1800.0	19-12-23 19:35:51.182369
152.987751	140.910566	14307.0	12707.0	14307.0	12707.0	2.0	14307.0	-1600.0	19-12-23 19:35:54.459184
151.462689	140.910476	14307.0	12907.0	14307.0	12907.0	2.0	14307.0	-1400.0	19-12-23 19:35:57.736204
149.937695	140.910616	14307.0	13107.0	14307.0	13107.0	2.0	14307.0	-1200.0	19-12-23 19:36:01.012881
148.41082	140.910769	14307.0	13307.0	14307.0	13307.0	2.0	14307.0	-1000.0	19-12-23 19:36:04.289737
146.886236	140.910683	14307.0	13507.0	14307.0	13507.0	2.0	14307.0	-800.0	19-12-23 19:36:07.464308
145.361365	140.910918	14307.0	13707.0	14307.0	13707.0	2.0	14307.0	-600.0	19-12-23 19:36:10.740946
143.836353	140.910621	14307.0	13907.0	14307.0	13907.0	2.0	14307.0	-400.0	19-12-23 19:36:13.915472
142.311684	140.910668	14307.0	14107.0	14307.0	14107.0	2.0	14307.0	-200.0	19-12-23 19:36:17.192487
140.784621	140.910688	14307.0	14307.0	14307.0	14307.0	2.0	14307.0	0.0	19-12-23 19:36:20.468855
139.259926	140.910675	14307.0	14507.0	14307.0	14507.0	2.0	14307.0	200.0	19-12-23 19:36:23.745879
137.734717	140.910617	14307.0	14707.0	14307.0	14707.0	2.0	14307.0	400.0	19-12-23 19:36:26.919098
136.209485	140.910698	14307.0	14907.0	14307.0	14907.0	2.0	14307.0	600.0	19-12-23 19:36:30.094754
134.684799	140.910946	14307.0	15107.0	14307.0	15107.0	2.0	14307.0	800.0	19-12-23 19:36:33.280653
133.157958	140.910903	14307.0	15307.0	14307.0	15307.0	2.0	14307.0	1000.0	19-12-23 19:36:36.545656
131.632819	140.91082	14307.0	15507.0	14307.0	15507.0	2.0	14307.0	1200.0	19-12-23 19:36:39.720424
130.107667	140.910688	14307.0	15707.0	14307.0	15707.0	2.0	14307.0	1400.0	19-12-23 19:36:42.997031
128.582731	140.911054	14307.0	15907.0	14307.0	15907.0	2.0	14307.0	1600.0	19-12-23 19:36:46.170085
127.707188	140.929048	14307.0	16107.0	14307.0	16107.0	2.0	14307.0	1800.0	19-12-23 19:36:49.283796
127.738007	140.961434	14307.0	16307.0	14307.0	16307.0	2.0	14307.0	2000.0	19-12-23 19:36:52.520363
