# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp_pt100	time	Delay	a	
0.022	0.0	250	250	-7453531.0	-7466575.0	-7473103.0	-7470690.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	9.9e+37	22.3432556	1714395979.6043653	20.0	801.0079200792007	29-04-24 15:06:19.604434
0.6	0.003	250	250	-7156085.0	-7168641.0	-7175031.0	-7172594.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	9.9e+37	22.3415307	1714396006.05945	20.0	801.0079200792007	29-04-24 15:06:46.059519
1.2	0.006	250	250	-6779564.0	-6791366.0	-6797474.0	-6795177.0	-8125578.0	-8116681.0	-8115686.0	-8111788.0	9.9e+37	9.9e+37	22.5513882	1714396032.5137296	20.0	801.0079200792007	29-04-24 15:07:12.513796
1.799	0.009	250	250	-6403251.0	-6414345.0	-6420094.0	-6417996.0	-7674762.0	-7666241.0	-7665353.0	-7661643.0	9.9e+37	9.9e+37	22.7337438	1714396058.9675906	20.0	801.0079200792007	29-04-24 15:07:38.967659
2.4	0.012	250	250	-6025808.0	-6036152.0	-6041578.0	-6039653.0	-7222998.0	-7214928.0	-7214092.0	-7210555.0	9.9e+37	9.9e+37	22.7762902	1714396085.4317129	20.0	801.0079200792007	29-04-24 15:08:05.431776
3.0	0.015	250	250	-5649060.0	-5658709.0	-5663798.0	-5662071.0	-6771878.0	-6764236.0	-6763541.0	-6760150.0	9.9e+37	9.9e+37	22.6407932	1714396111.888536	20.0	801.0079200792007	29-04-24 15:08:31.888603
3.599	0.018	250	250	-5272481.0	-5281377.0	-5286103.0	-5284620.0	-6321175.0	-6313909.0	-6313256.0	-6310063.0	9.9e+37	9.9e+37	22.5337563	1714396138.349775	20.0	801.0079200792007	29-04-24 15:08:58.349840
4.2	0.021	250	250	-4895544.0	-4903699.0	-4908092.0	-4906790.0	-5869688.0	-5862885.0	-5862283.0	-5859299.0	9.9e+37	9.9e+37	22.4327564	1714396164.8064716	20.0	801.0079200792007	29-04-24 15:09:24.806539
4.799	0.024	250	250	-4518983.0	-4526369.0	-4530496.0	-4529337.0	-5418439.0	-5412121.0	-5411545.0	-5408783.0	9.9e+37	9.9e+37	22.2687993	1714396191.2603903	20.0	801.0079200792007	29-04-24 15:09:51.260458
5.399	0.027	250	250	-4141910.0	-4148565.0	-4152354.0	-4151410.0	-4966709.0	-4960786.0	-4960348.0	-4957719.0	9.9e+37	9.9e+37	21.9705909	1714396217.714757	20.0	801.0079200792007	29-04-24 15:10:17.714825
