# 
ch2a	ch2a avglen	Delay	a	
-1582579.0	10	0.0	0	13-12-23 14:59:18.582565
-1583038.0	10	0.0	0	13-12-23 14:59:18.605749
-1583257.0	10	0.0	0	13-12-23 14:59:18.633838
-1583071.0	10	0.0	0	13-12-23 14:59:18.660019
-1582688.0	10	0.0	0	13-12-23 14:59:18.682893
-1582638.0	10	0.0	0	13-12-23 14:59:18.705802
-1582508.0	10	0.0	0	13-12-23 14:59:18.728091
-1582721.0	10	0.0	0	13-12-23 14:59:18.750175
-1583057.0	10	0.0	0	13-12-23 14:59:18.773942
-1583248.0	10	0.0	0	13-12-23 14:59:18.797137
-1064836.0	10	0.0	0	13-12-23 14:59:18.821836
524208.0	10	0.0	0	13-12-23 14:59:18.844044
1594873.0	10	0.0	0	13-12-23 14:59:18.869294
1594867.0	10	0.0	0	13-12-23 14:59:18.892171
1594895.0	10	0.0	0	13-12-23 14:59:18.914491
1594961.0	10	0.0	0	13-12-23 14:59:18.937168
1594943.0	10	0.0	0	13-12-23 14:59:18.959579
1594879.0	10	0.0	0	13-12-23 14:59:18.982352
1595066.0	10	0.0	0	13-12-23 14:59:19.007401
1595066.0	10	0.0	0	13-12-23 14:59:19.031370
1594969.0	10	0.0	0	13-12-23 14:59:19.055737
1594867.0	10	0.0	0	13-12-23 14:59:19.077874
1594875.0	10	0.0	0	13-12-23 14:59:19.100559
1594862.0	10	0.0	0	13-12-23 14:59:19.125198
1594849.0	10	0.0	0	13-12-23 14:59:19.149643
1594874.0	10	0.0	0	13-12-23 14:59:19.171966
1594790.0	10	0.0	0	13-12-23 14:59:19.193653
1594718.0	10	0.0	0	13-12-23 14:59:19.216929
1594599.0	10	0.0	0	13-12-23 14:59:19.240314
1594593.0	10	0.0	0	13-12-23 14:59:19.262574
1594651.0	10	0.0	0	13-12-23 14:59:19.287487
1276840.0	10	0.0	0	13-12-23 14:59:19.309795
5929.8	10	0.0	0	13-12-23 14:59:19.331570
-1582863.0	10	0.0	0	13-12-23 14:59:19.355119
-1583286.0	10	0.0	0	13-12-23 14:59:19.378891
-1583175.0	10	0.0	0	13-12-23 14:59:19.405140
-1583178.0	10	0.0	0	13-12-23 14:59:19.427272
-1583638.0	10	0.0	0	13-12-23 14:59:19.449844
-1583811.0	10	0.0	0	13-12-23 14:59:19.475155
-1583710.0	10	0.0	0	13-12-23 14:59:19.498165
-1583598.0	10	0.0	0	13-12-23 14:59:19.523076
-1583364.0	10	0.0	0	13-12-23 14:59:19.545871
-1583277.0	10	0.0	0	13-12-23 14:59:19.569238
-1583139.0	10	0.0	0	13-12-23 14:59:19.591667
-1583105.0	10	0.0	0	13-12-23 14:59:19.614232
-1583057.0	10	0.0	0	13-12-23 14:59:19.637785
-1583092.0	10	0.0	0	13-12-23 14:59:19.660102
-1582897.0	10	0.0	0	13-12-23 14:59:19.682417
-1582911.0	10	0.0	0	13-12-23 14:59:19.704961
-1583483.0	10	0.0	0	13-12-23 14:59:19.727331
-1583620.0	10	0.0	0	13-12-23 14:59:19.749257
-1583718.0	10	0.0	0	13-12-23 14:59:19.771893
-1583540.0	10	0.0	0	13-12-23 14:59:19.794337
-1265795.0	10	0.0	0	13-12-23 14:59:19.816989
323554.5	10	0.0	0	13-12-23 14:59:19.839371
1595016.0	10	0.0	0	13-12-23 14:59:19.861398
1594786.0	10	0.0	0	13-12-23 14:59:19.883729
1595053.0	10	0.0	0	13-12-23 14:59:19.906409
1595326.0	10	0.0	0	13-12-23 14:59:19.929090
1595150.0	10	0.0	0	13-12-23 14:59:19.951608
1594942.0	10	0.0	0	13-12-23 14:59:19.974500
1594768.0	10	0.0	0	13-12-23 14:59:19.996917
1594748.0	10	0.0	0	13-12-23 14:59:20.019156
1594697.0	10	0.0	0	13-12-23 14:59:20.043584
1594556.0	10	0.0	0	13-12-23 14:59:20.065279
1594514.0	10	0.0	0	13-12-23 14:59:20.088069
1594684.0	10	0.0	0	13-12-23 14:59:20.110276
1594814.0	10	0.0	0	13-12-23 14:59:20.132768
1594823.0	10	0.0	0	13-12-23 14:59:20.154729
1594741.0	10	0.0	0	13-12-23 14:59:20.177127
1594621.0	10	0.0	0	13-12-23 14:59:20.200282
1594675.0	10	0.0	0	13-12-23 14:59:20.222794
1594596.0	10	0.0	0	13-12-23 14:59:20.245116
1594372.0	10	0.0	0	13-12-23 14:59:20.270410
1594128.0	10	0.0	0	13-12-23 14:59:20.292859
958743.9	10	0.0	0	13-12-23 14:59:20.314863
-311976.2	10	0.0	0	13-12-23 14:59:20.337120
-1583055.0	10	0.0	0	13-12-23 14:59:20.360809
-1583376.0	10	0.0	0	13-12-23 14:59:20.383443
-1583364.0	10	0.0	0	13-12-23 14:59:20.405996
-1583500.0	10	0.0	0	13-12-23 14:59:20.428519
-1583687.0	10	0.0	0	13-12-23 14:59:20.450798
-1583944.0	10	0.0	0	13-12-23 14:59:20.473006
-1584276.0	10	0.0	0	13-12-23 14:59:20.495246
-1584164.0	10	0.0	0	13-12-23 14:59:20.517467
-1583986.0	10	0.0	0	13-12-23 14:59:20.539605
-1583689.0	10	0.0	0	13-12-23 14:59:20.565416
-1583447.0	10	0.0	0	13-12-23 14:59:20.589357
-1583318.0	10	0.0	0	13-12-23 14:59:20.611872
-1582912.0	10	0.0	0	13-12-23 14:59:20.634312
-1582422.0	10	0.0	0	13-12-23 14:59:20.660253
-1582606.0	10	0.0	0	13-12-23 14:59:20.682105
-1583017.0	10	0.0	0	13-12-23 14:59:20.704272
-1583326.0	10	0.0	0	13-12-23 14:59:20.728344
-1583609.0	10	0.0	0	13-12-23 14:59:20.750713
-1583538.0	10	0.0	0	13-12-23 14:59:20.773045
-1583304.0	10	0.0	0	13-12-23 14:59:20.795722
-947376.5	10	0.0	0	13-12-23 14:59:20.821431
