# 
VDC	Voltage 1	Current 1	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	Delay	
11.9627157	24.0	0.122	10.88116	7486963.0	6877282.0	7488539.0	11.88297	6879550.0	7480696.0	7479089.0	0.0	11-12-23 12:45:45.173119
11.9627866	24.0	0.122	10.88102	7486967.0	6877291.0	7488533.0	11.88297	6879510.0	7480686.0	7479063.0	0.0	11-12-23 12:45:45.700239
11.9628314	24.0	0.122	10.88127	7486957.0	6877285.0	7488519.0	11.88291	6879500.0	7480714.0	7479070.0	0.0	11-12-23 12:45:46.223486
11.9629528	24.0	0.122	10.88099	7486978.0	6877281.0	7488506.0	11.88306	6879532.0	7480694.0	7479089.0	0.0	11-12-23 12:45:46.760444
11.9630577	24.0	0.122	10.88115	7486974.0	6877298.0	7488512.0	11.88289	6879498.0	7480698.0	7479109.0	0.0	11-12-23 12:45:47.306155
11.9631222	24.0	0.122	10.88112	7486977.0	6877299.0	7488532.0	11.88309	6879509.0	7480716.0	7479094.0	0.0	11-12-23 12:45:47.922726
11.9632164	24.0	0.122	10.881	7486966.0	6877253.0	7488517.0	11.88301	6879523.0	7480695.0	7479090.0	0.0	11-12-23 12:45:48.635448
11.9633127	23.999	0.122	10.88114	7486952.0	6877286.0	7488498.0	11.88303	6879531.0	7480697.0	7479112.0	0.0	11-12-23 12:45:49.194089
11.963356	24.0	0.122	10.88109	7486930.0	6877209.0	7488465.0	11.88296	6879434.0	7480678.0	7479105.0	0.0	11-12-23 12:45:49.744645
11.9634485	24.0	0.122	10.88097	7486933.0	6877273.0	7488489.0	11.88304	6879523.0	7480717.0	7479114.0	0.0	11-12-23 12:45:50.267596
11.9635583	24.0	0.122	10.8809	7486954.0	6877298.0	7488498.0	11.88299	6879501.0	7480701.0	7479099.0	0.0	11-12-23 12:45:50.797401
11.9636013	24.0	0.122	10.8811	7486939.0	6877242.0	7488488.0	11.88298	6879461.0	7480688.0	7479093.0	0.0	11-12-23 12:45:51.321755
11.963645	24.0	0.122	10.88113	7486926.0	6877288.0	7488472.0	11.88308	6879450.0	7480690.0	7479090.0	0.0	11-12-23 12:45:51.843985
11.9637263	24.0	0.122	10.88114	7486922.0	6877254.0	7488472.0	11.88312	6879407.0	7480684.0	7479115.0	0.0	11-12-23 12:45:52.368667
11.9637879	24.0	0.122	10.88126	7486953.0	6877300.0	7488498.0	11.88307	6879520.0	7480683.0	7479121.0	0.0	11-12-23 12:45:52.921168
11.9638968	24.0	0.122	10.88086	7486958.0	6877290.0	7488477.0	11.88293	6879502.0	7480706.0	7479106.0	0.0	11-12-23 12:45:53.549710
11.963997	24.0	0.122	10.88111	7486958.0	6877279.0	7488478.0	11.88298	6879412.0	7480682.0	7479073.0	0.0	11-12-23 12:45:54.081377
11.9639849	24.0	0.122	10.88116	7486936.0	6877328.0	7488508.0	11.88299	6879428.0	7480690.0	7479078.0	0.0	11-12-23 12:45:54.678292
11.9639913	24.0	0.122	10.88109	7486939.0	6877312.0	7488473.0	11.88309	6879409.0	7480685.0	7479062.0	0.0	11-12-23 12:45:55.201370
11.9640304	24.0	0.122	10.88114	7486966.0	6877317.0	7488523.0	11.88302	6879450.0	7480686.0	7479079.0	0.0	11-12-23 12:45:55.758755
11.9641054	24.0	0.122	10.88107	7486924.0	6877331.0	7488491.0	11.88311	6879407.0	7480684.0	7479117.0	0.0	11-12-23 12:45:56.281735
11.9641848	24.0	0.122	10.88111	7486929.0	6877306.0	7488514.0	11.88303	6879373.0	7480711.0	7479134.0	0.0	11-12-23 12:45:56.805195
11.9641689	23.999	0.122	10.88093	7486902.0	6877283.0	7488501.0	11.88305	6879417.0	7480713.0	7479110.0	0.0	11-12-23 12:45:57.443047
11.9641949	24.0	0.122	10.88103	7486918.0	6877330.0	7488530.0	11.88304	6879377.0	7480710.0	7479134.0	0.0	11-12-23 12:45:58.055462
11.9642803	24.0	0.122	10.88107	7486907.0	6877266.0	7488505.0	11.88305	6879378.0	7480649.0	7479133.0	0.0	11-12-23 12:45:58.693522
11.9643163	24.0	0.122	10.88118	7486906.0	6877313.0	7488498.0	11.88296	6879349.0	7480718.0	7479154.0	0.0	11-12-23 12:45:59.226745
11.9643474	23.999	0.122	10.88114	7486900.0	6877306.0	7488508.0	11.88306	6879410.0	7480722.0	7479179.0	0.0	11-12-23 12:45:59.750659
11.964366	23.999	0.122	10.88127	7486926.0	6877289.0	7488506.0	11.88303	6879361.0	7480704.0	7479130.0	0.0	11-12-23 12:46:00.294753
11.964391	24.0	0.122	10.88115	7486928.0	6877338.0	7488523.0	11.883	6879339.0	7480698.0	7479114.0	0.0	11-12-23 12:46:00.819087
11.9644028	24.0	0.122	10.88118	7486907.0	6877305.0	7488520.0	11.88301	6879329.0	7480711.0	7479127.0	0.0	11-12-23 12:46:01.342428
11.96441	24.0	0.122	10.88106	7486908.0	6877362.0	7488533.0	11.883	6879342.0	7480692.0	7479132.0	0.0	11-12-23 12:46:01.866188
11.9644176	24.0	0.122	10.88107	7486944.0	6877350.0	7488536.0	11.88302	6879330.0	7480713.0	7479146.0	0.0	11-12-23 12:46:02.415604
11.9644525	24.0	0.122	10.88112	7486914.0	6877347.0	7488530.0	11.88294	6879296.0	7480694.0	7479110.0	0.0	11-12-23 12:46:02.938004
11.9644766	24.0	0.122	10.88113	7486957.0	6877426.0	7488558.0	11.88291	6879335.0	7480685.0	7479078.0	0.0	11-12-23 12:46:03.502266
11.9644869	24.0	0.122	10.88112	7486919.0	6877413.0	7488522.0	11.8827	6879125.0	7480465.0	7478885.0	0.0	11-12-23 12:46:04.139235
11.9645614	24.0	0.122	10.88118	7486953.0	6877354.0	7488529.0	11.88248	6879060.0	7480280.0	7478634.0	0.0	11-12-23 12:46:04.720870
11.9645697	24.0	0.122	10.88117	7486933.0	6877368.0	7488526.0	11.88249	6879282.0	7480243.0	7478563.0	0.0	11-12-23 12:46:05.326842
11.9645875	24.0	0.122	10.88123	7486925.0	6877405.0	7488525.0	11.8823	6879340.0	7480218.0	7478490.0	0.0	11-12-23 12:46:05.851022
11.964592	23.999	0.122	10.88124	7486910.0	6877382.0	7488534.0	11.88221	6879379.0	7480146.0	7478422.0	0.0	11-12-23 12:46:06.377479
