# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	temp_pt100	time	VDC10	ch1a	ch2a	ch3a	ch4a	VDC1	ch1b	ch2b	ch3b	ch4b	Delay	a	
0.022	0.0	250	250	22.7712115	1714465904.2912593	-11.9553911	-7453160.0	-7466131.0	-7472761.0	-7470267.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	501.0049500495005	30-04-24 10:31:50.722513
0.6	0.002	250	250	22.6296775	1714465930.7598162	-11.3809013	-7156381.0	-7168900.0	-7175404.0	-7172887.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	501.0049500495005	30-04-24 10:32:17.189257
1.2	0.006	250	250	22.5101833	1714465957.226732	-10.7820008	-6779765.0	-6791567.0	-6797702.0	-6795343.0	-1.16076391	-8124258.0	-8115334.0	-8114361.0	-8110389.0	20	501.0049500495005	30-04-24 10:32:43.667876
1.799	0.009	250	250	22.3631872	1714465983.7043679	-10.1835329	-6403321.0	-6414454.0	-6420260.0	-6418101.0	-1.09638705	-7673659.0	-7665124.0	-7664258.0	-7660454.0	20	501.0049500495005	30-04-24 10:33:10.146758
2.4	0.012	250	250	22.1586002	1714466010.1848228	-9.58339524	-6025899.0	-6036286.0	-6041721.0	-6039792.0	-1.03187147	-7222093.0	-7214025.0	-7213207.0	-7209614.0	20	501.0049500495005	30-04-24 10:33:36.624687
3.0	0.015	250	250	21.9865937	1714466036.66281	-8.98430907	-5649153.0	-5658758.0	-5663902.0	-5662154.0	-0.967439854	-6771187.0	-6763532.0	-6762756.0	-6759374.0	20	501.0049500495005	30-04-24 10:34:03.104821
3.6	0.018	250	250	21.7549839	1714466063.1637678	-8.38558224	-5272627.0	-5281490.0	-5286263.0	-5284728.0	-0.903015139	-6320175.0	-6312974.0	-6312290.0	-6309069.0	20	501.0049500495005	30-04-24 10:34:29.605972
4.2	0.021	250	250	21.5035382	1714466089.6630898	-7.78621366	-4895674.0	-4903799.0	-4908269.0	-4906917.0	-0.838545467	-5868907.0	-5862180.0	-5861548.0	-5858503.0	20	501.0049500495005	30-04-24 10:34:56.106447
4.799	0.024	250	250	21.3812651	1714466116.162432	-7.18741772	-4519088.0	-4526434.0	-4530578.0	-4529443.0	-0.774071359	-5417669.0	-5411313.0	-5410788.0	-5407881.0	20	501.0049500495005	30-04-24 10:35:22.603613
5.399	0.027	250	250	21.3548173	1714466142.66064	-6.58779871	-4141965.0	-4148614.0	-4152429.0	-4151451.0	-0.709528941	-4965825.0	-4959967.0	-4959490.0	-4956774.0	20	501.0049500495005	30-04-24 10:35:49.101564
