# 
T	Delay	
50.1131699	0.1	06-03-24 14:39:35.140416
50.1122683	0.1	06-03-24 14:39:35.343091
50.172508	0.1	06-03-24 14:39:35.550369
50.1716064	0.1	06-03-24 14:39:35.749864
50.0484221	0.1	06-03-24 14:39:35.960719
50.0484221	0.1	06-03-24 14:39:36.168457
50.0466189	0.1	06-03-24 14:39:36.369880
50.0457173	0.1	06-03-24 14:39:36.574196
50.1095634	0.1	06-03-24 14:39:36.776738
50.1086618	0.1	06-03-24 14:39:36.981099
50.1113667	0.1	06-03-24 14:39:37.184468
50.1131699	0.1	06-03-24 14:39:37.393304
50.1149731	0.1	06-03-24 14:39:37.697767
50.0529302	0.1	06-03-24 14:39:37.905853
50.0520286	0.1	06-03-24 14:39:38.110289
50.1149731	0.1	06-03-24 14:39:38.315310
50.1194811	0.1	06-03-24 14:39:38.519785
50.060143	0.1	06-03-24 14:39:38.722808
50.0628478	0.1	06-03-24 14:39:38.929478
50.064651	0.1	06-03-24 14:39:39.139624
50.0637494	0.1	06-03-24 14:39:39.339400
50.1230875	0.1	06-03-24 14:39:39.642278
50.1284971	0.1	06-03-24 14:39:39.851642
50.1339067	0.1	06-03-24 14:39:40.054316
50.1312019	0.1	06-03-24 14:39:40.259948
50.1266939	0.1	06-03-24 14:39:40.465023
50.1266939	0.1	06-03-24 14:39:40.670696
50.1239891	0.1	06-03-24 14:39:40.874937
50.0628478	0.1	06-03-24 14:39:41.080156
50.0610446	0.1	06-03-24 14:39:41.282508
50.1158747	0.1	06-03-24 14:39:41.489669
50.1086618	0.1	06-03-24 14:39:41.711283
50.1023506	0.1	06-03-24 14:39:41.899244
50.1050554	0.1	06-03-24 14:39:42.101557
50.1041538	0.1	06-03-24 14:39:42.311237
50.0987442	0.1	06-03-24 14:39:42.511081
50.0960394	0.1	06-03-24 14:39:42.716645
50.0888266	0.1	06-03-24 14:39:42.921907
50.083417	0.1	06-03-24 14:39:43.134735
50.0870234	0.1	06-03-24 14:39:43.336214
50.0852202	0.1	06-03-24 14:39:43.554606
50.0798106	0.1	06-03-24 14:39:43.742437
50.0159645	0.1	06-03-24 14:39:43.947356
50.0150629	0.1	06-03-24 14:39:44.252380
50.0734994	0.1	06-03-24 14:39:44.459152
50.0689914	0.1	06-03-24 14:39:44.664017
50.0707946	0.1	06-03-24 14:39:44.867586
50.0662866	0.1	06-03-24 14:39:45.073546
50.0635817	0.1	06-03-24 14:39:45.278490
50.0635817	0.1	06-03-24 14:39:45.580403
50.0599753	0.1	06-03-24 14:39:45.705320
50.0608769	0.1	06-03-24 14:39:45.903968
50.0545657	0.1	06-03-24 14:39:46.195859
50.0518609	0.1	06-03-24 14:39:46.405123
50.0518609	0.1	06-03-24 14:39:46.610000
50.0482545	0.1	06-03-24 14:39:46.814986
50.0446481	0.1	06-03-24 14:39:47.019405
50.0428449	0.1	06-03-24 14:39:47.222642
50.0464513	0.1	06-03-24 14:39:47.428831
50.0464513	0.1	06-03-24 14:39:47.733021
50.0482545	0.1	06-03-24 14:39:47.941089
50.0491561	0.1	06-03-24 14:39:48.145493
50.0545657	0.1	06-03-24 14:39:48.350776
50.0554673	0.1	06-03-24 14:39:48.552944
50.0545657	0.1	06-03-24 14:39:48.760487
50.0599753	0.1	06-03-24 14:39:48.962449
50.0563689	0.1	06-03-24 14:39:49.169819
50.0554673	0.1	06-03-24 14:39:49.371919
49.9924682	0.1	06-03-24 14:39:49.677588
49.9933764	0.1	06-03-24 14:39:49.869462
49.9933764	0.1	06-03-24 14:39:50.087138
50.0581721	0.1	06-03-24 14:39:50.297140
50.0500577	0.1	06-03-24 14:39:50.499003
50.0428449	0.1	06-03-24 14:39:50.705830
50.0356321	0.1	06-03-24 14:39:50.910485
49.9706719	0.1	06-03-24 14:39:51.115392
49.9733964	0.1	06-03-24 14:39:51.316130
50.097675	0.1	06-03-24 14:39:51.524945
50.0958718	0.1	06-03-24 14:39:51.827193
50.0284193	0.1	06-03-24 14:39:51.951328
50.0293209	0.1	06-03-24 14:39:52.149878
50.0257145	0.1	06-03-24 14:39:52.351816
50.0185016	0.1	06-03-24 14:39:52.560293
49.9506918	0.1	06-03-24 14:39:52.757309
49.9488755	0.1	06-03-24 14:39:52.961446
50.0076824	0.1	06-03-24 14:39:53.161446
50.008584	0.1	06-03-24 14:39:53.378550
50.0094856	0.1	06-03-24 14:39:53.669130
49.9497836	0.1	06-03-24 14:39:53.880819
49.9470591	0.1	06-03-24 14:39:54.084544
50.0076824	0.1	06-03-24 14:39:54.294023
50.0058792	0.1	06-03-24 14:39:54.494269
50.004076	0.1	06-03-24 14:39:54.699603
49.9995649	0.1	06-03-24 14:39:54.903962
49.9941158	0.1	06-03-24 14:39:55.109516
49.9895748	0.1	06-03-24 14:39:55.313609
49.9850339	0.1	06-03-24 14:39:55.616433
49.9841257	0.1	06-03-24 14:39:55.823187
49.9859421	0.1	06-03-24 14:39:56.030846
49.9913912	0.1	06-03-24 14:39:56.235664
49.9932076	0.1	06-03-24 14:39:56.538765
49.9334363	0.1	06-03-24 14:39:56.745962
49.9325282	0.1	06-03-24 14:39:56.949131
49.9941158	0.1	06-03-24 14:39:57.158208
49.9868503	0.1	06-03-24 14:39:57.361274
49.9868503	0.1	06-03-24 14:39:57.638555
49.9886667	0.1	06-03-24 14:39:57.771784
49.9841257	0.1	06-03-24 14:39:57.976399
49.9795848	0.1	06-03-24 14:39:58.182723
49.9814012	0.1	06-03-24 14:39:58.385984
49.9859421	0.1	06-03-24 14:39:58.588236
49.9198136	0.1	06-03-24 14:39:58.996243
49.9868503	0.1	06-03-24 14:39:59.117881
49.9859421	0.1	06-03-24 14:39:59.508683
49.9143645	0.1	06-03-24 14:39:59.715792
49.9134563	0.1	06-03-24 14:39:59.921502
49.9750439	0.1	06-03-24 14:40:00.224871
49.9795848	0.1	06-03-24 14:40:00.434319
49.9823094	0.1	06-03-24 14:40:00.639028
49.9832176	0.1	06-03-24 14:40:00.843487
49.9850339	0.1	06-03-24 14:40:01.044288
49.91164	0.1	06-03-24 14:40:01.253446
49.9107318	0.1	06-03-24 14:40:01.456236
49.9052827	0.1	06-03-24 14:40:01.660118
49.9052827	0.1	06-03-24 14:40:01.865143
49.9596048	0.1	06-03-24 14:40:02.069817
49.9523393	0.1	06-03-24 14:40:02.274447
49.8898436	0.1	06-03-24 14:40:02.482119
49.8825781	0.1	06-03-24 14:40:02.697589
49.9387166	0.1	06-03-24 14:40:02.991773
49.935992	0.1	06-03-24 14:40:03.197031
49.9314511	0.1	06-03-24 14:40:03.401112
49.9305429	0.1	06-03-24 14:40:03.605795
49.8653226	0.1	06-03-24 14:40:03.813796
49.857149	0.1	06-03-24 14:40:04.013703
49.916012	0.1	06-03-24 14:40:04.223533
49.9132875	0.1	06-03-24 14:40:04.445114
49.8507917	0.1	06-03-24 14:40:04.632773
49.847159	0.1	06-03-24 14:40:04.837038
49.9023893	0.1	06-03-24 14:40:05.039567
49.9005729	0.1	06-03-24 14:40:05.249870
49.8987565	0.1	06-03-24 14:40:05.449190
49.8933074	0.1	06-03-24 14:40:05.656352
49.8869502	0.1	06-03-24 14:40:05.861474
49.8851338	0.1	06-03-24 14:40:06.062921
49.8878583	0.1	06-03-24 14:40:06.270958
49.8933074	0.1	06-03-24 14:40:06.574750
49.8942156	0.1	06-03-24 14:40:06.783106
49.8942156	0.1	06-03-24 14:40:06.985213
49.8951238	0.1	06-03-24 14:40:07.192595
49.8914911	0.1	06-03-24 14:40:07.397549
49.8869502	0.1	06-03-24 14:40:07.602243
49.8878583	0.1	06-03-24 14:40:07.802840
49.886042	0.1	06-03-24 14:40:08.011838
49.8824092	0.1	06-03-24 14:40:08.216385
49.8842256	0.1	06-03-24 14:40:08.419426
49.886042	0.1	06-03-24 14:40:08.626230
49.8905829	0.1	06-03-24 14:40:08.828024
49.8851338	0.1	06-03-24 14:40:09.031395
49.8217298	0.1	06-03-24 14:40:09.241355
49.822638	0.1	06-03-24 14:40:09.453413
49.886042	0.1	06-03-24 14:40:09.747373
49.8805929	0.1	06-03-24 14:40:09.870919
49.8180971	0.1	06-03-24 14:40:10.157786
49.8153726	0.1	06-03-24 14:40:10.288558
49.8796847	0.1	06-03-24 14:40:10.567661
49.8144644	0.1	06-03-24 14:40:10.774850
49.8099235	0.1	06-03-24 14:40:10.981906
49.8071989	0.1	06-03-24 14:40:11.204154
49.8035662	0.1	06-03-24 14:40:11.395871
49.8651538	0.1	06-03-24 14:40:11.589954
49.8687865	0.1	06-03-24 14:40:11.796489
49.8062907	0.1	06-03-24 14:40:12.005523
49.8035662	0.1	06-03-24 14:40:12.207628
49.7944843	0.1	06-03-24 14:40:12.415180
49.7899434	0.1	06-03-24 14:40:12.619271
49.851531	0.1	06-03-24 14:40:12.891475
49.8506228	0.1	06-03-24 14:40:13.031345
49.8551637	0.1	06-03-24 14:40:13.248624
49.8551637	0.1	06-03-24 14:40:13.537557
49.8506228	0.1	06-03-24 14:40:13.746575
49.8488065	0.1	06-03-24 14:40:13.948911
49.8433574	0.1	06-03-24 14:40:14.171545
49.8406328	0.1	06-03-24 14:40:14.366397
49.8342755	0.1	06-03-24 14:40:14.662665
49.8451737	0.1	06-03-24 14:40:14.786314
49.7799534	0.1	06-03-24 14:40:15.072670
49.7754125	0.1	06-03-24 14:40:15.282379
49.7745043	0.1	06-03-24 14:40:15.486400
49.8324592	0.1	06-03-24 14:40:15.692116
49.831551	0.1	06-03-24 14:40:15.896323
49.8297346	0.1	06-03-24 14:40:16.101180
49.8233773	0.1	06-03-24 14:40:16.302898
49.8197446	0.1	06-03-24 14:40:16.511499
49.8233773	0.1	06-03-24 14:40:16.813412
49.7626979	0.1	06-03-24 14:40:17.020583
49.758157	0.1	06-03-24 14:40:17.224966
49.8758831	0.1	06-03-24 14:40:17.433263
49.8767913	0.1	06-03-24 14:40:17.637448
49.7545243	0.1	06-03-24 14:40:17.842191
49.7572488	0.1	06-03-24 14:40:18.044763
49.8197446	0.1	06-03-24 14:40:18.251783
49.8188364	0.1	06-03-24 14:40:18.462010
49.7563407	0.1	06-03-24 14:40:18.661411
49.7545243	0.1	06-03-24 14:40:18.866240
49.8161119	0.1	06-03-24 14:40:19.091299
49.8133873	0.1	06-03-24 14:40:19.287127
49.8152037	0.1	06-03-24 14:40:19.578775
49.8133873	0.1	06-03-24 14:40:19.702305
49.8133873	0.1	06-03-24 14:40:19.987549
49.8097546	0.1	06-03-24 14:40:20.111590
49.7463506	0.1	06-03-24 14:40:20.398890
49.748167	0.1	06-03-24 14:40:20.605233
49.8124791	0.1	06-03-24 14:40:20.729419
49.8197446	0.1	06-03-24 14:40:21.012533
49.811571	0.1	06-03-24 14:40:21.222110
49.8079382	0.1	06-03-24 14:40:21.422645
49.748167	0.1	06-03-24 14:40:21.646525
49.7527079	0.1	06-03-24 14:40:21.841615
49.8170201	0.1	06-03-24 14:40:22.042503
49.8152037	0.1	06-03-24 14:40:22.245013
49.8088464	0.1	06-03-24 14:40:22.450501
49.8079382	0.1	06-03-24 14:40:22.654586
49.8043055	0.1	06-03-24 14:40:22.859795
49.7997646	0.1	06-03-24 14:40:23.162906
49.8577194	0.1	06-03-24 14:40:23.372276
49.860444	0.1	06-03-24 14:40:23.577333
49.79704	0.1	06-03-24 14:40:23.781668
49.7943155	0.1	06-03-24 14:40:23.983845
49.7961319	0.1	06-03-24 14:40:24.190962
49.7906828	0.1	06-03-24 14:40:24.393277
49.7834173	0.1	06-03-24 14:40:24.605997
49.78705	0.1	06-03-24 14:40:24.810654
49.7897746	0.1	06-03-24 14:40:25.010702
49.7897746	0.1	06-03-24 14:40:25.215292
49.7834173	0.1	06-03-24 14:40:25.425275
49.7779682	0.1	06-03-24 14:40:25.722567
49.7816009	0.1	06-03-24 14:40:25.929164
49.7779682	0.1	06-03-24 14:40:26.136459
49.7145642	0.1	06-03-24 14:40:26.341810
49.7154724	0.1	06-03-24 14:40:26.546187
49.7788764	0.1	06-03-24 14:40:26.855550
49.835923	0.1	06-03-24 14:40:27.085932
49.8322903	0.1	06-03-24 14:40:27.263086
49.7697945	0.1	06-03-24 14:40:27.468173
49.7743355	0.1	06-03-24 14:40:27.672384
49.7716109	0.1	06-03-24 14:40:27.878121
49.7716109	0.1	06-03-24 14:40:28.081055
49.7725191	0.1	06-03-24 14:40:28.287096
49.7725191	0.1	06-03-24 14:40:28.489551
49.7697945	0.1	06-03-24 14:40:28.697429
49.7643454	0.1	06-03-24 14:40:28.901361
49.7643454	0.1	06-03-24 14:40:29.123410
49.7661618	0.1	06-03-24 14:40:29.310864
49.7063906	0.1	06-03-24 14:40:29.514389
49.7027579	0.1	06-03-24 14:40:29.819147
49.7045742	0.1	06-03-24 14:40:30.028369
49.7018497	0.1	06-03-24 14:40:30.232157
49.7697945	0.1	06-03-24 14:40:30.433791
49.7761518	0.1	06-03-24 14:40:30.639985
49.7797846	0.1	06-03-24 14:40:30.845560
49.7825091	0.1	06-03-24 14:40:31.049433
49.7063906	0.1	06-03-24 14:40:31.256958
49.7027579	0.1	06-03-24 14:40:31.461380
49.76707	0.1	06-03-24 14:40:31.664265
49.7661618	0.1	06-03-24 14:40:31.867017
49.7588963	0.1	06-03-24 14:40:32.173916
49.7018497	0.1	06-03-24 14:40:32.383413
49.703666	0.1	06-03-24 14:40:32.587569
49.7634373	0.1	06-03-24 14:40:32.793179
49.7598045	0.1	06-03-24 14:40:32.997593
49.7561718	0.1	06-03-24 14:40:33.202992
49.7498145	0.1	06-03-24 14:40:33.404392
49.7498145	0.1	06-03-24 14:40:33.612190
49.7489063	0.1	06-03-24 14:40:33.816653
49.6855024	0.1	06-03-24 14:40:34.021932
49.6855024	0.1	06-03-24 14:40:34.226365
49.7416409	0.1	06-03-24 14:40:34.430928
49.7343754	0.1	06-03-24 14:40:34.633969
49.7280181	0.1	06-03-24 14:40:34.841207
49.7298345	0.1	06-03-24 14:40:35.045928
49.6664305	0.1	06-03-24 14:40:35.251324
49.6618896	0.1	06-03-24 14:40:35.455488
49.7180281	0.1	06-03-24 14:40:35.758089
49.7134872	0.1	06-03-24 14:40:35.965043
49.7107626	0.1	06-03-24 14:40:36.169465
49.7098545	0.1	06-03-24 14:40:36.377132
49.7098545	0.1	06-03-24 14:40:36.582401
49.702589	0.1	06-03-24 14:40:36.797172
49.7007726	0.1	06-03-24 14:40:37.001901
49.6953235	0.1	06-03-24 14:40:37.199262
49.692599	0.1	06-03-24 14:40:37.403566
49.6935072	0.1	06-03-24 14:40:37.606815
49.692599	0.1	06-03-24 14:40:37.810690
49.6310114	0.1	06-03-24 14:40:38.015099
49.6319196	0.1	06-03-24 14:40:38.218141
49.6935072	0.1	06-03-24 14:40:38.434785
49.692599	0.1	06-03-24 14:40:38.630112
49.6355523	0.1	06-03-24 14:40:38.835131
49.6419096	0.1	06-03-24 14:40:39.038781
49.6464505	0.1	06-03-24 14:40:39.263778
49.6464505	0.1	06-03-24 14:40:39.630893
49.7134872	0.1	06-03-24 14:40:39.753994
49.7044054	0.1	06-03-24 14:40:39.960865
49.702589	0.1	06-03-24 14:40:40.164062
49.7016808	0.1	06-03-24 14:40:40.370318
49.7714421	0.1	06-03-24 14:40:40.575474
49.7741666	0.1	06-03-24 14:40:40.777291
49.712579	0.1	06-03-24 14:40:40.985030
49.722569	0.1	06-03-24 14:40:41.189526
49.7252936	0.1	06-03-24 14:40:41.394917
49.7198445	0.1	06-03-24 14:40:41.695831
49.6573487	0.1	06-03-24 14:40:41.819202
49.6609814	0.1	06-03-24 14:40:42.107369
49.7216608	0.1	06-03-24 14:40:42.236360
49.712579	0.1	06-03-24 14:40:42.517004
49.7053135	0.1	06-03-24 14:40:42.726485
49.7044054	0.1	06-03-24 14:40:42.930814
49.6455423	0.1	06-03-24 14:40:43.135537
49.6464505	0.1	06-03-24 14:40:43.339640
49.6473587	0.1	06-03-24 14:40:43.642802
49.7044054	0.1	06-03-24 14:40:43.852522
49.7053135	0.1	06-03-24 14:40:44.056740
49.6428178	0.1	06-03-24 14:40:44.259674
49.6373687	0.1	06-03-24 14:40:44.466326
49.6962317	0.1	06-03-24 14:40:44.667711
49.6889663	0.1	06-03-24 14:40:44.873327
49.6182968	0.1	06-03-24 14:40:45.097900
49.619205	0.1	06-03-24 14:40:45.283664
49.6798844	0.1	06-03-24 14:40:45.490866
49.6780681	0.1	06-03-24 14:40:45.691104
49.6744353	0.1	06-03-24 14:40:45.900684
49.672619	0.1	06-03-24 14:40:46.204439
49.672619	0.1	06-03-24 14:40:46.412478
49.6689862	0.1	06-03-24 14:40:46.617040
49.6644453	0.1	06-03-24 14:40:46.822183
49.6653535	0.1	06-03-24 14:40:47.026177
49.6046741	0.1	06-03-24 14:40:47.228871
49.6055823	0.1	06-03-24 14:40:47.436185
49.668078	0.1	06-03-24 14:40:47.637620
49.6644453	0.1	06-03-24 14:40:47.842700
49.6019495	0.1	06-03-24 14:40:48.048103
49.6028577	0.1	06-03-24 14:40:48.255267
49.6010414	0.1	06-03-24 14:40:48.460915
49.6010414	0.1	06-03-24 14:40:48.662906
49.6635371	0.1	06-03-24 14:40:48.870590
49.6626289	0.1	06-03-24 14:40:49.074997
49.6608126	0.1	06-03-24 14:40:49.279701
49.6608126	0.1	06-03-24 14:40:49.482557
49.5983168	0.1	06-03-24 14:40:49.786223
49.6626289	0.1	06-03-24 14:40:49.996240
49.6608126	0.1	06-03-24 14:40:50.197961
49.6689862	0.1	06-03-24 14:40:50.405864
49.6753435	0.1	06-03-24 14:40:50.607897
49.6155723	0.1	06-03-24 14:40:50.829865
49.6210214	0.1	06-03-24 14:40:51.017738
49.6807926	0.1	06-03-24 14:40:51.222528
49.6780681	0.1	06-03-24 14:40:51.428461
49.6835172	0.1	06-03-24 14:40:51.733648
49.6219296	0.1	06-03-24 14:40:51.940847
49.6210214	0.1	06-03-24 14:40:52.144341
49.6228377	0.1	06-03-24 14:40:52.351864
49.6255623	0.1	06-03-24 14:40:52.553271
49.6255623	0.1	06-03-24 14:40:52.758095
49.629195	0.1	06-03-24 14:40:52.966216
49.6871499	0.1	06-03-24 14:40:53.171007
49.6853335	0.1	06-03-24 14:40:53.375324
49.629195	0.1	06-03-24 14:40:53.678444
49.6880581	0.1	06-03-24 14:40:53.887633
49.6862417	0.1	06-03-24 14:40:54.089865
49.6264705	0.1	06-03-24 14:40:54.296032
49.6264705	0.1	06-03-24 14:40:54.501966
49.6907826	0.1	06-03-24 14:40:54.704011
49.6880581	0.1	06-03-24 14:40:54.911432
49.6798844	0.1	06-03-24 14:40:55.116486
49.6780681	0.1	06-03-24 14:40:55.319095
49.672619	0.1	06-03-24 14:40:55.520888
49.6689862	0.1	06-03-24 14:40:55.726453
49.6644453	0.1	06-03-24 14:40:55.935702
49.6653535	0.1	06-03-24 14:40:56.140333
49.6644453	0.1	06-03-24 14:40:56.341121
49.6617208	0.1	06-03-24 14:40:56.549819
49.6635371	0.1	06-03-24 14:40:56.754606
49.6617208	0.1	06-03-24 14:40:56.959528
49.6608126	0.1	06-03-24 14:40:57.162516
49.6626289	0.1	06-03-24 14:40:57.372171
49.6617208	0.1	06-03-24 14:40:57.574788
49.6635371	0.1	06-03-24 14:40:57.778322
49.6617208	0.1	06-03-24 14:40:57.983999
49.6626289	0.1	06-03-24 14:40:58.185820
49.658088	0.1	06-03-24 14:40:58.396429
49.6599044	0.1	06-03-24 14:40:58.595591
49.6028577	0.1	06-03-24 14:40:58.900053
49.6046741	0.1	06-03-24 14:40:59.023690
49.6635371	0.1	06-03-24 14:40:59.310516
49.6589962	0.1	06-03-24 14:40:59.627414
49.6635371	0.1	06-03-24 14:40:59.826889
49.6653535	0.1	06-03-24 14:41:00.028878
49.6019495	0.1	06-03-24 14:41:00.236764
49.6028577	0.1	06-03-24 14:41:00.443802
49.6689862	0.1	06-03-24 14:41:00.646415
49.6698944	0.1	06-03-24 14:41:00.870504
49.6689862	0.1	06-03-24 14:41:01.053096
49.6698944	0.1	06-03-24 14:41:01.260240
49.6119395	0.1	06-03-24 14:41:01.467199
49.6119395	0.1	06-03-24 14:41:01.768112
49.6119395	0.1	06-03-24 14:41:01.978418
49.619205	0.1	06-03-24 14:41:02.179919
49.6844253	0.1	06-03-24 14:41:02.387240
49.6835172	0.1	06-03-24 14:41:02.591657
49.6844253	0.1	06-03-24 14:41:02.798925
49.6807926	0.1	06-03-24 14:41:02.998701
49.6182968	0.1	06-03-24 14:41:03.206191
49.6201132	0.1	06-03-24 14:41:03.410754
49.6798844	0.1	06-03-24 14:41:03.631559
49.6698944	0.1	06-03-24 14:41:03.820161
49.7278493	0.1	06-03-24 14:41:04.022924
49.731482	0.1	06-03-24 14:41:04.230241
49.6064905	0.1	06-03-24 14:41:04.432935
49.6001332	0.1	06-03-24 14:41:04.639585
49.6608126	0.1	06-03-24 14:41:04.843044
49.6626289	0.1	06-03-24 14:41:05.052810
49.6608126	0.1	06-03-24 14:41:05.259503
49.6553635	0.1	06-03-24 14:41:05.456508
49.6535471	0.1	06-03-24 14:41:05.664267
49.6553635	0.1	06-03-24 14:41:05.868913
49.6571798	0.1	06-03-24 14:41:06.073226
49.6553635	0.1	06-03-24 14:41:06.275945
49.6535471	0.1	06-03-24 14:41:06.581183
49.5865104	0.1	06-03-24 14:41:06.791958
49.5856022	0.1	06-03-24 14:41:06.992296
49.6462816	0.1	06-03-24 14:41:07.200110
49.6390162	0.1	06-03-24 14:41:07.404317
49.6390162	0.1	06-03-24 14:41:07.804029
49.6426489	0.1	06-03-24 14:41:07.926452
49.6444653	0.1	06-03-24 14:41:08.132380
49.6462816	0.1	06-03-24 14:41:08.521482
49.6417407	0.1	06-03-24 14:41:08.645042
49.638108	0.1	06-03-24 14:41:08.847375
49.5756122	0.1	06-03-24 14:41:09.063893
49.5783368	0.1	06-03-24 14:41:09.448224
49.6444653	0.1	06-03-24 14:41:09.666109
49.6417407	0.1	06-03-24 14:41:09.862724
49.5837859	0.1	06-03-24 14:41:10.064574
49.5865104	0.1	06-03-24 14:41:10.268393
49.6490062	0.1	06-03-24 14:41:10.476840
49.6535471	0.1	06-03-24 14:41:10.681387
49.6544553	0.1	06-03-24 14:41:10.892371
49.6553635	0.1	06-03-24 14:41:11.089352
49.5983168	0.1	06-03-24 14:41:11.312608
49.5928677	0.1	06-03-24 14:41:11.497994
49.6526389	0.1	06-03-24 14:41:11.803684
49.7151347	0.1	06-03-24 14:41:12.013052
49.7160429	0.1	06-03-24 14:41:12.217372
49.6553635	0.1	06-03-24 14:41:12.421744
49.658088	0.1	06-03-24 14:41:12.627433
49.6662617	0.1	06-03-24 14:41:12.827423
49.6626289	0.1	06-03-24 14:41:13.032372
49.5974086	0.1	06-03-24 14:41:13.241708
49.5955923	0.1	06-03-24 14:41:13.443850
49.6553635	0.1	06-03-24 14:41:13.659093
49.6553635	0.1	06-03-24 14:41:13.855574
49.5955923	0.1	06-03-24 14:41:14.077611
49.5883268	0.1	06-03-24 14:41:14.265504
49.5828777	0.1	06-03-24 14:41:14.470478
49.5783368	0.1	06-03-24 14:41:14.672615
49.5756122	0.1	06-03-24 14:41:14.875901
49.574704	0.1	06-03-24 14:41:15.084832
49.6335671	0.1	06-03-24 14:41:15.289824
49.6335671	0.1	06-03-24 14:41:15.491223
49.628118	0.1	06-03-24 14:41:15.715070
49.6199443	0.1	06-03-24 14:41:15.908473
49.6199443	0.1	06-03-24 14:41:16.107703
49.6217607	0.1	06-03-24 14:41:16.316637
49.5492749	0.1	06-03-24 14:41:16.518836
49.5483667	0.1	06-03-24 14:41:16.719429
49.544734	0.1	06-03-24 14:41:16.928145
49.5465504	0.1	06-03-24 14:41:17.130263
49.6099543	0.1	06-03-24 14:41:17.337526
49.608138	0.1	06-03-24 14:41:17.541939
49.6054134	0.1	06-03-24 14:41:17.747595
49.6008725	0.1	06-03-24 14:41:18.049814
49.5356522	0.1	06-03-24 14:41:18.260172
49.5365604	0.1	06-03-24 14:41:18.460706
49.5945152	0.1	06-03-24 14:41:18.666328
49.5881579	0.1	06-03-24 14:41:18.879242
49.5917907	0.1	06-03-24 14:41:19.081405
49.5963316	0.1	06-03-24 14:41:19.295209
49.5972398	0.1	06-03-24 14:41:19.489068
49.6008725	0.1	06-03-24 14:41:19.691568
49.603597	0.1	06-03-24 14:41:19.913990
49.603597	0.1	06-03-24 14:41:20.107413
49.5999643	0.1	06-03-24 14:41:20.313215
49.6063216	0.1	06-03-24 14:41:20.608506
49.6099543	0.1	06-03-24 14:41:20.816719
49.6090461	0.1	06-03-24 14:41:21.024011
49.5501831	0.1	06-03-24 14:41:21.228968
49.5510913	0.1	06-03-24 14:41:21.431298
49.618128	0.1	06-03-24 14:41:21.636279
49.618128	0.1	06-03-24 14:41:21.839788
49.6172198	0.1	06-03-24 14:41:22.048374
49.618128	0.1	06-03-24 14:41:22.248592
49.6217607	0.1	06-03-24 14:41:22.456268
49.6253934	0.1	06-03-24 14:41:22.662715
49.6263016	0.1	06-03-24 14:41:22.869905
49.628118	0.1	06-03-24 14:41:23.169683
49.6290262	0.1	06-03-24 14:41:23.380985
49.6344753	0.1	06-03-24 14:41:23.583733
49.638108	0.1	06-03-24 14:41:23.789095
49.638108	0.1	06-03-24 14:41:23.993553
49.638108	0.1	06-03-24 14:41:24.198392
49.6353835	0.1	06-03-24 14:41:24.409117
49.5765204	0.1	06-03-24 14:41:24.608278
49.5828777	0.1	06-03-24 14:41:24.812497
49.5846941	0.1	06-03-24 14:41:25.115791
49.6499144	0.1	06-03-24 14:41:25.322889
49.6499144	0.1	06-03-24 14:41:25.533232
49.5828777	0.1	06-03-24 14:41:25.734634
49.5828777	0.1	06-03-24 14:41:25.937781
49.6426489	0.1	06-03-24 14:41:26.140281
49.6435571	0.1	06-03-24 14:41:26.349285
49.6499144	0.1	06-03-24 14:41:26.553973
49.648098	0.1	06-03-24 14:41:26.753967
49.5901432	0.1	06-03-24 14:41:26.958842
49.5865104	0.1	06-03-24 14:41:27.167772
49.6435571	0.1	06-03-24 14:41:27.373052
49.6408326	0.1	06-03-24 14:41:27.577349
49.6390162	0.1	06-03-24 14:41:27.782826
49.6353835	0.1	06-03-24 14:41:27.987123
49.6326589	0.1	06-03-24 14:41:28.203161
49.6290262	0.1	06-03-24 14:43:04.510169
45.8936693	0.1	06-03-24 14:43:04.632769
45.8455356	0.1	06-03-24 14:43:04.856313
45.8092083	0.1	06-03-24 14:43:05.045154
45.7665237	0.1	06-03-24 14:43:05.237616
45.7002263	0.1	06-03-24 14:43:05.436497
45.6266635	0.1	06-03-24 14:43:05.642858
45.559458	0.1	06-03-24 14:43:05.838993
45.4922524	0.1	06-03-24 14:43:06.062002
45.3725411	0.1	06-03-24 14:43:06.250819
45.322591	0.1	06-03-24 14:43:06.444047
45.3469431	0.1	06-03-24 14:43:06.666290
45.2979013	0.1	06-03-24 14:43:06.863354
45.2379612	0.1	06-03-24 14:43:07.053538
45.1834702	0.1	06-03-24 14:43:07.253290
45.1162646	0.1	06-03-24 14:43:07.475280
45.0581409	0.1	06-03-24 14:43:07.675333
45.0027418	0.1	06-03-24 14:43:07.864248
44.9382608	0.1	06-03-24 14:43:08.057854
44.884678	0.1	06-03-24 14:43:08.282331
44.8329115	0.1	06-03-24 14:43:08.474127
44.785686	0.1	06-03-24 14:43:08.664532
44.7475423	0.1	06-03-24 14:43:08.862609
44.7103068	0.1	06-03-24 14:43:09.104981
44.6476422	0.1	06-03-24 14:43:09.313182
44.5786203	0.1	06-03-24 14:43:09.519041
44.4705465	0.1	06-03-24 14:43:09.820031
44.4269537	0.1	06-03-24 14:43:09.942044
44.3969837	0.1	06-03-24 14:43:10.234398
44.3670136	0.1	06-03-24 14:43:10.356517
44.2727315	0.1	06-03-24 14:43:10.640918
44.2227814	0.1	06-03-24 14:43:10.762824
