# 
T	Delay	
4.42654028	0.1	06-03-24 14:50:25.870196
4.43312174	0.1	06-03-24 14:50:26.091982
4.44346405	0.1	06-03-24 14:50:26.279574
4.43218153	0.1	06-03-24 14:50:26.484277
4.42089902	0.1	06-03-24 14:50:26.697865
4.41619797	0.1	06-03-24 14:50:26.894565
4.41619797	0.1	06-03-24 14:50:27.098671
4.46961511	0.1	06-03-24 14:50:27.303901
4.45739238	0.1	06-03-24 14:50:27.513634
4.4489305	0.1	06-03-24 14:50:27.716650
4.43576756	0.1	06-03-24 14:50:27.940085
4.36354623	0.1	06-03-24 14:50:28.123785
4.35508434	0.1	06-03-24 14:50:28.343977
4.33628015	0.1	06-03-24 14:50:28.536180
4.32969868	0.1	06-03-24 14:50:28.737804
4.32405742	0.1	06-03-24 14:50:28.941028
4.30525323	0.1	06-03-24 14:50:29.144670
4.28550883	0.1	06-03-24 14:50:29.457916
4.27140568	0.1	06-03-24 14:50:29.858189
4.23473751	0.1	06-03-24 14:50:30.164898
4.22251478	0.1	06-03-24 14:50:30.295842
4.20371059	0.1	06-03-24 14:50:30.685958
4.24584521	0.1	06-03-24 14:50:30.901589
4.23174207	0.1	06-03-24 14:50:31.103079
4.24020396	0.1	06-03-24 14:50:31.507592
4.17362388	0.1	06-03-24 14:50:31.707598
4.17362388	0.1	06-03-24 14:50:31.914273
4.18584661	0.1	06-03-24 14:50:32.044069
4.20935185	0.1	06-03-24 14:50:32.527255
4.30977947	0.1	06-03-24 14:50:32.663612
4.32106199	0.1	06-03-24 14:50:32.946351
4.25260149	0.1	06-03-24 14:50:33.158293
4.21687352	0.1	06-03-24 14:50:33.358261
4.19994975	0.1	06-03-24 14:50:33.561431
4.19712912	0.1	06-03-24 14:50:33.761380
4.21499311	0.1	06-03-24 14:50:34.368122
4.1849064	0.1	06-03-24 14:50:34.871168
4.14353717	0.1	06-03-24 14:50:35.287730
4.1172113	0.1	06-03-24 14:50:35.505136
4.10310816	0.1	06-03-24 14:50:35.910398
4.16404697	0.1	06-03-24 14:50:36.124531
4.15370467	0.1	06-03-24 14:50:36.367801
4.14148194	0.1	06-03-24 14:50:36.846641
4.07190643	0.1	06-03-24 14:50:37.045323
4.0493414	0.1	06-03-24 14:50:37.550059
4.00515154	0.1	06-03-24 14:50:37.784287
3.97882567	0.1	06-03-24 14:50:38.149242
3.96472253	0.1	06-03-24 14:50:38.294989
3.95532043	0.1	06-03-24 14:50:38.485762
3.88121868	0.1	06-03-24 14:50:38.967254
3.93463582	0.1	06-03-24 14:50:39.087667
3.9224131	0.1	06-03-24 14:50:39.290564
3.93557603	0.1	06-03-24 14:50:39.500971
3.9524998	0.1	06-03-24 14:50:39.701300
3.94779876	0.1	06-03-24 14:50:39.903034
3.93181519	0.1	06-03-24 14:50:40.118892
3.9327554	0.1	06-03-24 14:50:40.311711
3.94591834	0.1	06-03-24 14:50:40.518049
3.87087637	0.1	06-03-24 14:50:40.723795
3.84172988	0.1	06-03-24 14:50:40.927404
3.89044597	0.1	06-03-24 14:50:41.128546
3.87070156	0.1	06-03-24 14:50:41.338441
3.84437569	0.1	06-03-24 14:50:41.540751
3.82933234	0.1	06-03-24 14:50:41.743665
3.75805122	0.1	06-03-24 14:50:42.043926
3.74394807	0.1	06-03-24 14:50:42.259511
3.7270243	0.1	06-03-24 14:50:42.464916
3.79172395	0.1	06-03-24 14:50:42.664565
3.80676731	0.1	06-03-24 14:50:42.868949
3.75993164	0.1	06-03-24 14:50:43.079109
3.77215436	0.1	06-03-24 14:50:43.284997
3.82651171	0.1	06-03-24 14:50:43.483589
3.81804982	0.1	06-03-24 14:50:43.688903
3.74394807	0.1	06-03-24 14:50:43.890846
3.72608409	0.1	06-03-24 14:50:44.094657
3.70916032	0.1	06-03-24 14:50:44.304706
3.70633969	0.1	06-03-24 14:50:44.526922
3.71386136	0.1	06-03-24 14:50:44.713408
3.69035612	0.1	06-03-24 14:50:44.920235
3.66591067	0.1	06-03-24 14:50:45.118880
3.6489869	0.1	06-03-24 14:50:45.327390
3.69770299	0.1	06-03-24 14:50:45.534024
3.68171943	0.1	06-03-24 14:50:45.834191
3.66291523	0.1	06-03-24 14:50:45.960076
3.65069251	0.1	06-03-24 14:50:46.243638
3.64599146	0.1	06-03-24 14:50:46.367438
3.63564915	0.1	06-03-24 14:50:46.653365
3.63188831	0.1	06-03-24 14:50:46.785052
3.62624706	0.1	06-03-24 14:50:47.071495
3.61026349	0.1	06-03-24 14:50:47.271652
3.59804077	0.1	06-03-24 14:50:47.480101
3.65145791	0.1	06-03-24 14:50:47.682041
3.64393623	0.1	06-03-24 14:50:47.884430
3.56137259	0.1	06-03-24 14:50:48.090734
3.53504672	0.1	06-03-24 14:50:48.292647
3.47786874	0.1	06-03-24 14:50:48.500608
3.4929121	0.1	06-03-24 14:50:48.705706
3.50231419	0.1	06-03-24 14:50:48.910763
3.5324009	0.1	06-03-24 14:50:49.120607
3.56718866	0.1	06-03-24 14:50:49.323998
3.60291663	0.1	06-03-24 14:50:49.534497
3.6198404	0.1	06-03-24 14:50:49.828166
3.67231733	0.1	06-03-24 14:50:50.037596
3.65915439	0.1	06-03-24 14:50:50.241827
3.67325754	0.1	06-03-24 14:50:50.447351
3.69582257	0.1	06-03-24 14:50:50.651792
3.6986432	0.1	06-03-24 14:50:50.954657
3.66761628	0.1	06-03-24 14:50:51.164808
3.58035159	0.1	06-03-24 14:50:51.300776
3.55684635	0.1	06-03-24 14:50:51.573232
3.5521453	0.1	06-03-24 14:50:51.782479
3.54932468	0.1	06-03-24 14:50:51.982875
3.55872677	0.1	06-03-24 14:50:52.187518
3.55872677	0.1	06-03-24 14:50:52.392655
3.59992119	0.1	06-03-24 14:50:52.602505
3.58111699	0.1	06-03-24 14:50:52.799501
3.57077469	0.1	06-03-24 14:50:53.003050
3.5623128	0.1	06-03-24 14:50:53.212337
3.62795267	0.1	06-03-24 14:50:53.513575
3.61290931	0.1	06-03-24 14:50:53.721741
3.55009008	0.1	06-03-24 14:50:53.927147
3.55197049	0.1	06-03-24 14:50:54.133023
3.47692853	0.1	06-03-24 14:50:54.342660
3.47222748	0.1	06-03-24 14:50:54.543280
3.46470581	0.1	06-03-24 14:50:54.742928
3.45812434	0.1	06-03-24 14:50:54.952741
3.51248169	0.1	06-03-24 14:50:55.255685
3.5536761	0.1	06-03-24 14:50:55.468632
3.54145338	0.1	06-03-24 14:50:55.669464
3.32761001	0.1	06-03-24 14:50:55.873012
3.31350686	0.1	06-03-24 14:50:56.082852
3.36222296	0.1	06-03-24 14:50:56.284449
3.35282086	0.1	06-03-24 14:50:56.489011
3.40247716	0.1	06-03-24 14:50:56.693729
3.39307506	0.1	06-03-24 14:50:56.900520
3.33025583	0.1	06-03-24 14:50:57.100831
3.33025583	0.1	06-03-24 14:50:57.305698
3.38555339	0.1	06-03-24 14:50:57.610735
3.38179255	0.1	06-03-24 14:50:57.824350
3.37239045	0.1	06-03-24 14:50:58.122773
3.34888521	0.1	06-03-24 14:50:58.333897
3.33196144	0.1	06-03-24 14:50:58.635537
3.24563696	0.1	06-03-24 14:50:58.841703
3.23717507	0.1	06-03-24 14:50:59.046074
3.30751599	0.1	06-03-24 14:50:59.254509
3.31315724	0.1	06-03-24 14:50:59.464722
3.23811528	0.1	06-03-24 14:50:59.666769
3.22589256	0.1	06-03-24 14:50:59.871195
3.27366844	0.1	06-03-24 14:51:00.073756
3.26144571	0.1	06-03-24 14:51:00.376128
3.17982228	0.1	06-03-24 14:51:00.585039
3.16383872	0.1	06-03-24 14:51:00.789356
3.21349502	0.1	06-03-24 14:51:00.994842
3.19939188	0.1	06-03-24 14:51:01.199115
3.19563104	0.1	06-03-24 14:51:01.407763
3.18998978	0.1	06-03-24 14:51:01.608918
3.12152929	0.1	06-03-24 14:51:01.813782
3.12152929	0.1	06-03-24 14:51:02.018291
3.11212719	0.1	06-03-24 14:51:02.226656
3.10272509	0.1	06-03-24 14:51:02.525875
3.18058768	0.1	06-03-24 14:51:02.735848
3.18716915	0.1	06-03-24 14:51:02.946999
3.17870726	0.1	06-03-24 14:51:03.150748
3.17306601	0.1	06-03-24 14:51:03.352727
3.10648593	0.1	06-03-24 14:51:03.557369
3.10742614	0.1	06-03-24 14:51:03.761923
3.17588664	0.1	06-03-24 14:51:03.967021
3.16460412	0.1	06-03-24 14:51:04.168782
3.08486111	0.1	06-03-24 14:51:04.375506
3.06699713	0.1	06-03-24 14:51:04.577210
3.13075657	0.1	06-03-24 14:51:04.786760
3.13639783	0.1	06-03-24 14:51:04.984574
3.12887615	0.1	06-03-24 14:51:05.193303
3.12793594	0.1	06-03-24 14:51:05.397111
3.13263699	0.1	06-03-24 14:51:05.606906
3.1533216	0.1	06-03-24 14:51:05.807219
3.09520342	0.1	06-03-24 14:51:06.012004
3.09520342	0.1	06-03-24 14:51:06.222952
3.14674014	0.1	06-03-24 14:51:06.427072
3.13075657	0.1	06-03-24 14:51:06.625657
3.18135308	0.1	06-03-24 14:51:06.830319
3.16536952	0.1	06-03-24 14:51:07.036851
3.09784924	0.1	06-03-24 14:51:07.241485
3.09690903	0.1	06-03-24 14:51:07.543283
3.09502861	0.1	06-03-24 14:51:07.753252
3.10537091	0.1	06-03-24 14:51:07.957413
3.05947545	0.1	06-03-24 14:51:08.157633
3.06981776	0.1	06-03-24 14:51:08.465317
3.14862056	0.1	06-03-24 14:51:08.674824
3.15614223	0.1	06-03-24 14:51:08.879159
3.1533216	0.1	06-03-24 14:51:09.084243
3.13733804	0.1	06-03-24 14:51:09.286169
3.12699573	0.1	06-03-24 14:51:09.493893
3.12793594	0.1	06-03-24 14:51:09.698059
3.05853524	0.1	06-03-24 14:51:09.903364
3.03879084	0.1	06-03-24 14:51:10.108080
3.08844714	0.1	06-03-24 14:51:10.410799
3.06776253	0.1	06-03-24 14:51:10.621314
3.05836043	0.1	06-03-24 14:51:10.827135
3.11929925	0.1	06-03-24 14:51:11.029625
3.13152197	0.1	06-03-24 14:51:11.234275
3.02468769	0.1	06-03-24 14:51:11.439488
3.0256279	0.1	06-03-24 14:51:11.643768
3.01810623	0.1	06-03-24 14:51:11.849341
3.02374748	0.1	06-03-24 14:51:12.049346
3.08750693	0.1	06-03-24 14:51:12.258714
3.08280588	0.1	06-03-24 14:51:12.481714
3.07622441	0.1	06-03-24 14:51:12.668682
3.06400169	0.1	06-03-24 14:51:12.870455
3.05742022	0.1	06-03-24 14:51:13.077953
3.0461377	0.1	06-03-24 14:51:13.282402
3.04331708	0.1	06-03-24 14:51:13.487723
3.04895833	0.1	06-03-24 14:51:13.697229
3.05083875	0.1	06-03-24 14:51:13.905044
3.03955624	0.1	06-03-24 14:51:14.100371
3.02921393	0.1	06-03-24 14:51:14.307050
3.02733351	0.1	06-03-24 14:51:14.511162
2.96921532	0.1	06-03-24 14:51:14.711416
2.98237826	0.1	06-03-24 14:51:14.916271
3.05177896	0.1	06-03-24 14:51:15.224071
2.99460098	0.1	06-03-24 14:51:15.433436
2.9964814	0.1	06-03-24 14:51:15.637646
3.11083736	0.1	06-03-24 14:51:15.842479
3.09579401	0.1	06-03-24 14:51:16.047154
3.03015414	0.1	06-03-24 14:51:16.364122
3.02263246	0.1	06-03-24 14:51:16.559675
3.00382827	0.1	06-03-24 14:51:16.770683
2.91750379	0.1	06-03-24 14:51:16.972890
2.91186254	0.1	06-03-24 14:51:17.176938
2.96904051	0.1	06-03-24 14:51:17.379129
2.95211674	0.1	06-03-24 14:51:17.583674
2.99989262	0.1	06-03-24 14:51:17.788181
2.99895241	0.1	06-03-24 14:51:17.993045
2.92579087	0.1	06-03-24 14:51:18.197905
2.91262793	0.1	06-03-24 14:51:18.502546
2.90604647	0.1	06-03-24 14:51:18.709834
2.89852479	0.1	06-03-24 14:51:18.918984
2.89194332	0.1	06-03-24 14:51:19.120094
2.88442165	0.1	06-03-24 14:51:19.319940
2.86279682	0.1	06-03-24 14:51:19.529393
2.84869368	0.1	06-03-24 14:51:19.733790
2.82988949	0.1	06-03-24 14:51:19.938738
2.80638424	0.1	06-03-24 14:51:20.143523
2.78381921	0.1	06-03-24 14:51:20.445491
2.69561432	0.1	06-03-24 14:51:20.656463
2.67116887	0.1	06-03-24 14:51:20.860897
2.72458601	0.1	06-03-24 14:51:21.065510
2.73304789	0.1	06-03-24 14:51:21.269748
2.73680873	0.1	06-03-24 14:51:21.471906
2.73680873	0.1	06-03-24 14:51:21.679271
2.7339881	0.1	06-03-24 14:51:21.884308
2.73116747	0.1	06-03-24 14:51:22.088580
2.72646642	0.1	06-03-24 14:51:22.296862
2.72740663	0.1	06-03-24 14:51:22.498794
2.73586852	0.1	06-03-24 14:51:22.701493
2.73304789	0.1	06-03-24 14:51:22.906102
2.72740663	0.1	06-03-24 14:51:23.111173
2.74056957	0.1	06-03-24 14:51:23.314509
2.75937376	0.1	06-03-24 14:51:23.522852
2.75561292	0.1	06-03-24 14:51:23.727512
2.72834684	0.1	06-03-24 14:51:23.930180
2.73116747	0.1	06-03-24 14:51:24.135885
2.74527062	0.1	06-03-24 14:51:24.342572
2.74903146	0.1	06-03-24 14:51:24.546499
2.76501502	0.1	06-03-24 14:51:24.751726
2.77441712	0.1	06-03-24 14:51:24.954012
2.76689544	0.1	06-03-24 14:51:25.161393
2.7527923	0.1	06-03-24 14:51:25.367555
2.74621083	0.1	06-03-24 14:51:25.568312
2.74056957	0.1	06-03-24 14:51:25.780672
2.72646642	0.1	06-03-24 14:51:25.980329
2.72082517	0.1	06-03-24 14:51:26.185326
2.71048286	0.1	06-03-24 14:51:26.389986
2.70578181	0.1	06-03-24 14:51:26.691542
2.71236328	0.1	06-03-24 14:51:26.901009
2.71706433	0.1	06-03-24 14:51:27.104392
2.77706294	0.1	06-03-24 14:51:27.312304
2.8315951	0.1	06-03-24 14:51:27.516697
2.77629754	0.1	06-03-24 14:51:27.722106
2.77535733	0.1	06-03-24 14:51:27.922258
2.77535733	0.1	06-03-24 14:51:28.134626
2.76971607	0.1	06-03-24 14:51:28.332633
2.6843318	0.1	06-03-24 14:51:28.540349
2.66364719	0.1	06-03-24 14:51:28.745274
2.71518391	0.1	06-03-24 14:51:28.948333
2.70766223	0.1	06-03-24 14:51:29.252752
2.70390139	0.1	06-03-24 14:51:29.461941
2.70108076	0.1	06-03-24 14:51:29.666751
2.76013916	0.1	06-03-24 14:51:29.871571
2.76201958	0.1	06-03-24 14:51:30.074149
2.77142168	0.1	06-03-24 14:51:30.280463
2.78740524	0.1	06-03-24 14:51:30.584048
2.80903006	0.1	06-03-24 14:51:30.794058
2.81749195	0.1	06-03-24 14:51:30.998397
2.75091188	0.1	06-03-24 14:51:31.203036
2.73304789	0.1	06-03-24 14:51:31.407309
2.71706433	0.1	06-03-24 14:51:31.612476
2.70672202	0.1	06-03-24 14:51:31.814618
2.76672063	0.1	06-03-24 14:51:32.039834
2.77706294	0.1	06-03-24 14:51:32.226807
2.72270559	0.1	06-03-24 14:51:32.431997
2.73022726	0.1	06-03-24 14:51:32.636750
2.72928705	0.1	06-03-24 14:51:32.841793
2.72270559	0.1	06-03-24 14:51:33.043654
2.71142307	0.1	06-03-24 14:51:33.251023
2.70390139	0.1	06-03-24 14:51:33.452958
2.70202097	0.1	06-03-24 14:51:33.660352
2.70202097	0.1	06-03-24 14:51:33.868585
2.68697762	0.1	06-03-24 14:51:34.070583
2.67287448	0.1	06-03-24 14:51:34.372472
2.64278777	0.1	06-03-24 14:51:34.582837
2.63526609	0.1	06-03-24 14:51:34.787083
2.62492378	0.1	06-03-24 14:51:34.991056
2.62398357	0.1	06-03-24 14:51:35.193925
2.61834232	0.1	06-03-24 14:51:35.510818
2.67081925	0.1	06-03-24 14:51:35.637903
2.67081925	0.1	06-03-24 14:51:35.909875
2.60988043	0.1	06-03-24 14:51:36.038263
2.61364127	0.1	06-03-24 14:51:36.259580
2.61552169	0.1	06-03-24 14:51:36.453349
2.61458148	0.1	06-03-24 14:51:36.646477
2.62586399	0.1	06-03-24 14:51:36.871358
2.63244546	0.1	06-03-24 14:51:37.056522
2.62492378	0.1	06-03-24 14:51:37.256926
2.62398357	0.1	06-03-24 14:51:37.458825
2.62116294	0.1	06-03-24 14:51:37.684744
2.62304336	0.1	06-03-24 14:51:37.885114
2.55646329	0.1	06-03-24 14:51:38.076261
2.54988182	0.1	06-03-24 14:51:38.269475
2.61740211	0.1	06-03-24 14:51:38.571248
2.63150525	0.1	06-03-24 14:51:38.780823
2.63902693	0.1	06-03-24 14:51:38.987458
2.64466819	0.1	06-03-24 14:51:39.185514
2.64372798	0.1	06-03-24 14:51:39.405228
2.70372658	0.1	06-03-24 14:51:39.599956
2.69902554	0.1	06-03-24 14:51:39.804459
2.62868462	0.1	06-03-24 14:51:40.010272
2.62774441	0.1	06-03-24 14:51:40.214243
2.62116294	0.1	06-03-24 14:51:40.429449
2.61552169	0.1	06-03-24 14:51:40.616011
2.6070598	0.1	06-03-24 14:51:40.824394
2.60611959	0.1	06-03-24 14:51:41.033493
2.61364127	0.1	06-03-24 14:51:41.238892
2.61834232	0.1	06-03-24 14:51:41.442930
2.61740211	0.1	06-03-24 14:51:41.647781
2.61082064	0.1	06-03-24 14:51:41.849255
2.60329896	0.1	06-03-24 14:51:42.057597
2.60517938	0.1	06-03-24 14:51:42.258171
2.6164619	0.1	06-03-24 14:51:42.467089
2.62116294	0.1	06-03-24 14:51:42.669958
2.62116294	0.1	06-03-24 14:51:42.876897
2.61834232	0.1	06-03-24 14:51:43.081521
2.61552169	0.1	06-03-24 14:51:43.286437
2.61364127	0.1	06-03-24 14:51:43.487603
2.67834092	0.1	06-03-24 14:51:43.695919
2.67458008	0.1	06-03-24 14:51:43.900486
2.6070598	0.1	06-03-24 14:51:44.105048
2.60800001	0.1	06-03-24 14:51:44.310576
2.67458008	0.1	06-03-24 14:51:44.512730
2.67740071	0.1	06-03-24 14:51:44.719615
2.60988043	0.1	06-03-24 14:51:44.928301
2.60329896	0.1	06-03-24 14:51:45.227179
2.58919582	0.1	06-03-24 14:51:45.436759
2.58355456	0.1	06-03-24 14:51:45.641339
2.52355595	0.1	06-03-24 14:51:45.846416
2.52261574	0.1	06-03-24 14:51:46.049252
2.51697448	0.1	06-03-24 14:51:46.253585
2.51039302	0.1	06-03-24 14:51:46.460297
2.57415246	0.1	06-03-24 14:51:46.665639
2.56757099	0.1	06-03-24 14:51:46.870163
2.56192974	0.1	06-03-24 14:51:47.173102
2.63509128	0.1	06-03-24 14:51:47.382368
2.64637379	0.1	06-03-24 14:51:47.586842
2.66141715	0.1	06-03-24 14:51:47.792240
2.69620491	0.1	06-03-24 14:51:47.997036
2.64372798	0.1	06-03-24 14:51:48.198274
2.63996714	0.1	06-03-24 14:51:48.406517
2.57338706	0.1	06-03-24 14:51:48.610834
2.57056643	0.1	06-03-24 14:51:48.812955
2.63526609	0.1	06-03-24 14:51:49.017277
2.63902693	0.1	06-03-24 14:51:49.225345
2.6362063	0.1	06-03-24 14:51:49.430471
2.63808672	0.1	06-03-24 14:51:49.636122
2.63996714	0.1	06-03-24 14:51:49.840004
2.6362063	0.1	06-03-24 14:51:50.044261
2.68962344	0.1	06-03-24 14:51:50.247027
2.69432449	0.1	06-03-24 14:51:50.454973
2.64278777	0.1	06-03-24 14:51:50.659170
2.64842902	0.1	06-03-24 14:51:50.859603
2.64936923	0.1	06-03-24 14:51:51.068732
2.66065175	0.1	06-03-24 14:51:51.270922
2.66817343	0.1	06-03-24 14:51:51.476515
2.67381468	0.1	06-03-24 14:51:51.680581
2.75355769	0.1	06-03-24 14:51:51.888042
2.76860105	0.1	06-03-24 14:51:52.292406
2.77142168	0.1	06-03-24 14:51:52.419013
2.76107937	0.1	06-03-24 14:51:52.703600
2.74509581	0.1	06-03-24 14:51:52.910923
2.73569371	0.1	06-03-24 14:51:53.116935
2.74697623	0.1	06-03-24 14:51:53.321364
2.75261748	0.1	06-03-24 14:51:53.523727
2.68133636	0.1	06-03-24 14:51:53.730754
2.67663531	0.1	06-03-24 14:51:53.932898
2.67287448	0.1	06-03-24 14:51:54.138385
2.65783112	0.1	06-03-24 14:51:54.344913
2.64936923	0.1	06-03-24 14:51:54.550487
2.64466819	0.1	06-03-24 14:51:54.753525
2.69808533	0.1	06-03-24 14:51:54.960727
2.69714512	0.1	06-03-24 14:51:55.164528
2.70748742	0.1	06-03-24 14:51:55.369832
2.71124826	0.1	06-03-24 14:51:55.571534
2.63526609	0.1	06-03-24 14:51:55.779142
2.62022273	0.1	06-03-24 14:51:55.996223
2.53953952	0.1	06-03-24 14:51:56.187001
2.51979511	0.1	06-03-24 14:51:56.490851
2.56192974	0.1	06-03-24 14:51:56.700408
2.5581689	0.1	06-03-24 14:51:56.905278
2.56004932	0.1	06-03-24 14:51:57.111449
2.56004932	0.1	06-03-24 14:51:57.314951
2.56098953	0.1	06-03-24 14:51:57.519797
2.55252764	0.1	06-03-24 14:51:57.723940
2.55722869	0.1	06-03-24 14:51:57.929616
2.56663079	0.1	06-03-24 14:51:58.128293
2.63321086	0.1	06-03-24 14:51:58.349448
2.62568918	0.1	06-03-24 14:51:58.547823
2.55628848	0.1	06-03-24 14:51:58.748752
2.56098953	0.1	06-03-24 14:51:58.950202
2.56192974	0.1	06-03-24 14:51:59.176496
2.55440806	0.1	06-03-24 14:51:59.362469
2.54312554	0.1	06-03-24 14:51:59.567977
2.53654408	0.1	06-03-24 14:51:59.870404
2.58714059	0.1	06-03-24 14:52:00.080098
2.58902101	0.1	06-03-24 14:52:00.284153
2.51585946	0.1	06-03-24 14:52:00.487334
2.51115842	0.1	06-03-24 14:52:00.694038
2.57115702	0.1	06-03-24 14:52:00.898831
2.58243954	0.1	06-03-24 14:52:01.201295
2.51868009	0.1	06-03-24 14:52:01.410923
2.50645737	0.1	06-03-24 14:52:01.613239
2.56457556	0.1	06-03-24 14:52:01.818681
2.57021681	0.1	06-03-24 14:52:02.030535
2.5196203	0.1	06-03-24 14:52:02.230731
2.51209863	0.1	06-03-24 14:52:02.429594
2.56833639	0.1	06-03-24 14:52:02.641013
2.56645597	0.1	06-03-24 14:52:02.840574
2.49611506	0.1	06-03-24 14:52:03.049606
2.49141401	0.1	06-03-24 14:52:03.249278
2.56739618	0.1	06-03-24 14:52:03.458921
2.59654268	0.1	06-03-24 14:52:03.662573
2.56004932	0.1	06-03-24 14:52:03.868394
2.56757099	0.1	06-03-24 14:52:04.072819
2.55534827	0.1	06-03-24 14:52:04.278086
2.55064722	0.1	06-03-24 14:52:04.580862
2.58996122	0.1	06-03-24 14:52:04.790425
2.5786787	0.1	06-03-24 14:52:04.994758
2.57491786	0.1	06-03-24 14:52:05.200847
2.57021681	0.1	06-03-24 14:52:05.404842
2.50081611	0.1	06-03-24 14:52:05.610002
2.509278	0.1	06-03-24 14:52:05.813647
2.50645737	0.1	06-03-24 14:52:06.014319
2.4998759	0.1	06-03-24 14:52:06.225267
2.49893569	0.1	06-03-24 14:52:06.424037
2.49611506	0.1	06-03-24 14:52:06.627310
2.50081611	0.1	06-03-24 14:52:06.833515
2.49799548	0.1	06-03-24 14:52:07.042626
2.5589343	0.1	06-03-24 14:52:07.345611
2.52884759	0.1	06-03-24 14:52:07.554791
2.51662486	0.1	06-03-24 14:52:07.759656
2.44440353	0.1	06-03-24 14:52:07.963962
2.43782206	0.1	06-03-24 14:52:08.168981
2.42559934	0.1	06-03-24 14:52:08.374351
2.42089829	0.1	06-03-24 14:52:08.576008
2.39739305	0.1	06-03-24 14:52:08.783122
2.38234969	0.1	06-03-24 14:52:08.988894
2.38705074	0.1	06-03-24 14:52:09.193484
2.38517032	0.1	06-03-24 14:52:09.496004
2.44328851	0.1	06-03-24 14:52:09.703018
2.432006	0.1	06-03-24 14:52:09.909919
2.3532032	0.1	06-03-24 14:52:10.115332
2.33721963	0.1	06-03-24 14:52:10.319428
2.42636474	0.1	06-03-24 14:52:10.524645
2.42542453	0.1	06-03-24 14:52:10.729353
2.34850215	0.1	06-03-24 14:52:10.934178
2.334399	0.1	06-03-24 14:52:11.138643
2.38593572	0.1	06-03-24 14:52:11.342358
2.37559342	0.1	06-03-24 14:52:11.548605
2.29396999	0.1	06-03-24 14:52:11.753812
2.28362768	0.1	06-03-24 14:52:11.956256
2.34832734	0.1	06-03-24 14:52:12.161109
2.36619132	0.1	06-03-24 14:52:12.365449
2.30619271	0.1	06-03-24 14:52:12.587371
2.29679062	0.1	06-03-24 14:52:12.776758
2.35584901	0.1	06-03-24 14:52:12.980682
2.35866964	0.1	06-03-24 14:52:13.186972
2.29114936	0.1	06-03-24 14:52:13.391846
2.27798642	0.1	06-03-24 14:52:13.596598
2.25918223	0.1	06-03-24 14:52:13.799341
2.24695951	0.1	06-03-24 14:52:14.005629
2.30883853	0.1	06-03-24 14:52:14.210907
2.29755602	0.1	06-03-24 14:52:14.413236
2.22345426	0.1	06-03-24 14:52:14.620621
2.23097594	0.1	06-03-24 14:52:14.821593
2.31824063	0.1	06-03-24 14:52:15.026010
2.32106126	0.1	06-03-24 14:52:15.232141
2.31259937	0.1	06-03-24 14:52:15.458287
2.31165916	0.1	06-03-24 14:52:15.642361
2.31165916	0.1	06-03-24 14:52:15.849414
2.31824063	0.1	06-03-24 14:52:16.051710
2.26200286	0.1	06-03-24 14:52:16.277714
2.26106265	0.1	06-03-24 14:52:16.463807
2.31918084	0.1	06-03-24 14:52:16.668626
2.30507769	0.1	06-03-24 14:52:16.873520
2.29473539	0.1	06-03-24 14:52:17.078611
2.30225706	0.1	06-03-24 14:52:17.380724
2.32670252	0.1	06-03-24 14:52:17.590079
2.34926755	0.1	06-03-24 14:52:17.791438
2.34362629	0.1	06-03-24 14:52:17.999656
2.33328398	0.1	06-03-24 14:52:18.201244
2.26294307	0.1	06-03-24 14:52:18.407078
2.26670391	0.1	06-03-24 14:52:18.611795
2.27140496	0.1	06-03-24 14:52:18.819528
2.27422558	0.1	06-03-24 14:52:19.027136
2.33328398	0.1	06-03-24 14:52:19.228870
2.32106126	0.1	06-03-24 14:52:19.531271
2.25354097	0.1	06-03-24 14:52:19.657125
2.26200286	0.1	06-03-24 14:52:19.856446
2.3248221	0.1	06-03-24 14:52:20.144309
2.30695811	0.1	06-03-24 14:52:20.355349
2.30319727	0.1	06-03-24 14:52:20.557143
2.37541861	0.1	06-03-24 14:52:20.764787
2.38011965	0.1	06-03-24 14:52:20.966609
2.31071895	0.1	06-03-24 14:52:21.174374
2.30883853	0.1	06-03-24 14:52:21.389211
2.23379657	0.1	06-03-24 14:52:21.583992
2.21875322	0.1	06-03-24 14:52:21.788798
2.26934973	0.1	06-03-24 14:52:21.991564
2.257127	0.1	06-03-24 14:52:22.199172
2.24866511	0.1	06-03-24 14:52:22.403572
2.23832281	0.1	06-03-24 14:52:22.608061
2.22139903	0.1	06-03-24 14:52:22.818084
2.19977421	0.1	06-03-24 14:52:23.017722
2.1200312	0.1	06-03-24 14:52:23.222554
2.10498785	0.1	06-03-24 14:52:23.427071
2.09276512	0.1	06-03-24 14:52:23.632001
2.07866198	0.1	06-03-24 14:52:23.836462
2.060798	0.1	06-03-24 14:52:24.243075
2.04011338	0.1	06-03-24 14:52:24.368620
2.03823296	0.1	06-03-24 14:52:24.651154
2.08036759	0.1	06-03-24 14:52:24.860573
2.07002528	0.1	06-03-24 14:52:25.064243
2.07002528	0.1	06-03-24 14:52:25.279895
2.06156339	0.1	06-03-24 14:52:25.473337
1.98088018	0.1	06-03-24 14:52:25.680684
1.96207598	0.1	06-03-24 14:52:25.884781
1.95455431	0.1	06-03-24 14:52:26.090386
1.95643472	0.1	06-03-24 14:52:26.290999
2.01173228	0.1	06-03-24 14:52:26.499126
2.00421061	0.1	06-03-24 14:52:26.700873
2.00703124	0.1	06-03-24 14:52:26.908883
