# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC	temp	Delay	a	
0.106	0.0	250	250	-7423007.0	-7436854.0	-7444466.0	-7441478.0	-7430280.0	-7423807.0	-7423036.0	-7420595.0	-11.8703844	51.3515951	6.0	3.0	14-12-23 17:10:45.077150
0.5	0.002	250	250	-7222556.0	-7235587.0	-7242754.0	-7239379.0	-7244190.0	-7237834.0	-7236997.0	-7234523.0	-11.4862065	51.228992	6.0	3.0	14-12-23 17:10:52.235147
1.0	0.004	250	250	-6911123.0	-6923524.0	-6930376.0	-6927224.0	-6931880.0	-6925722.0	-6924920.0	-6922522.0	-10.9906276	51.0511052	6.0	3.0	14-12-23 17:10:59.416353
1.499	0.007	250	250	-6598088.0	-6609865.0	-6616407.0	-6613439.0	-6617887.0	-6611966.0	-6611219.0	-6608891.0	-10.4927606	50.9609559	6.0	3.0	14-12-23 17:11:06.783671
2.0	0.01	250	250	-6283822.0	-6294980.0	-6301224.0	-6298466.0	-6302724.0	-6297017.0	-6296310.0	-6294061.0	-9.99306193	50.9305978	6.0	3.0	14-12-23 17:11:13.961606
2.499	0.012	250	250	-5969978.0	-5980504.0	-5986458.0	-5983854.0	-5987988.0	-5982496.0	-5981893.0	-5979733.0	-9.49401631	50.8296306	6.0	3.0	14-12-23 17:11:21.368753
3.0	0.015	250	250	-5655314.0	-5665200.0	-5670856.0	-5668440.0	-5672396.0	-5667162.0	-5666577.0	-5664518.0	-8.99373192	50.7457917	6.0	3.0	14-12-23 17:11:28.565937
3.5	0.017	250	250	-5341543.0	-5350811.0	-5356139.0	-5353937.0	-5357717.0	-5352706.0	-5352159.0	-5350183.0	-8.49480673	50.6646573	6.0	3.0	14-12-23 17:11:35.743266
4.0	0.02	250	250	-5027176.0	-5035781.0	-5040849.0	-5038827.0	-5042385.0	-5037620.0	-5037134.0	-5035253.0	-7.99496445	50.6304006	6.0	3.0	14-12-23 17:11:42.941087
4.5	0.022	250	250	-4712802.0	-4720788.0	-4725539.0	-4723755.0	-4727124.0	-4722573.0	-4722133.0	-4720343.0	-7.49511628	50.6297918	6.0	3.0	14-12-23 17:11:50.217576
