# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	temp_pt100	time	VDC10	ch1a	ch2a	ch3a	ch4a	VDC1	ch1b	ch2b	ch3b	ch4b	Delay	a	
0.023	0.0	250	250	21.1026051	1714474591.2364447	-11.9540759	-7453892.0	-7466928.0	-7473503.0	-7471080.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	1301.0128701287013	30-04-24 12:56:37.668650
0.599	0.003	250	250	21.1935433	1714474617.7105348	-11.380161	-7155946.0	-7168429.0	-7174890.0	-7172420.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	1301.0128701287013	30-04-24 12:57:04.141968
1.2	0.006	250	250	21.3495469	1714474644.1797073	-10.7813828	-6779351.0	-6791131.0	-6797260.0	-6794970.0	-1.16096167	-8125625.0	-8116709.0	-8115663.0	-8111646.0	20	1301.0128701287013	30-04-24 12:57:30.623516
1.799	0.009	250	250	21.4864813	1714474670.6606367	-10.1829965	-6403014.0	-6414095.0	-6419876.0	-6417751.0	-1.09657133	-7674964.0	-7666419.0	-7665524.0	-7661763.0	20	1301.0128701287013	30-04-24 12:57:57.100841
2.4	0.012	250	250	21.5055506	1714474697.1387684	-9.58280943	-6025550.0	-6035891.0	-6041353.0	-6039432.0	-1.03204897	-7223276.0	-7215232.0	-7214382.0	-7210766.0	20	1301.0128701287013	30-04-24 12:58:23.582088
3.0	0.015	250	250	21.7136832	1714474723.6197336	-8.98390026	-5648901.0	-5658467.0	-5663613.0	-5661886.0	-0.967641944	-6772488.0	-6764862.0	-6764081.0	-6760693.0	20	1301.0128701287013	30-04-24 12:58:50.064106
3.599	0.018	250	250	21.8201451	1714474750.1023412	-8.3851574	-5272325.0	-5281163.0	-5285989.0	-5284430.0	-0.903185327	-6321288.0	-6314108.0	-6313424.0	-6310187.0	20	1301.0128701287013	30-04-24 12:59:16.544038
4.199	0.021	250	250	22.0180244	1714474776.5868492	-7.78577579	-4895329.0	-4903458.0	-4907921.0	-4906585.0	-0.838657429	-5869645.0	-5862864.0	-5862245.0	-5859216.0	20	1301.0128701287013	30-04-24 12:59:43.028413
4.798	0.024	250	250	22.2586418	1714474803.0745876	-7.18705878	-4518826.0	-4526198.0	-4530324.0	-4529196.0	-0.774225882	-5418700.0	-5412350.0	-5411801.0	-5408962.0	20	1301.0128701287013	30-04-24 13:00:09.520366
5.399	0.027	250	250	22.3442138	1714474829.571004	-6.58761202	-4141819.0	-4148424.0	-4152281.0	-4151323.0	-0.709648986	-4966642.0	-4960722.0	-4960293.0	-4957622.0	20	1301.0128701287013	30-04-24 13:00:36.014362
