# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC	temp	Delay	a	
0.106	0.0	250	250	-7443949.0	-7457483.0	-7464269.0	-7462445.0	-7456280.0	-7450842.0	-7449658.0	-7446885.0	-11.8840146	13.6631475	6.0	3.0	14-12-23 16:12:02.807620
0.5	0.002	250	250	-7224121.0	-7236730.0	-7243006.0	-7240784.0	-7244891.0	-7239496.0	-7238253.0	-7235388.0	-11.4865021	13.7360457	6.0	3.0	14-12-23 16:12:10.091263
1.0	0.004	250	250	-6912522.0	-6924548.0	-6930533.0	-6928468.0	-6932440.0	-6927186.0	-6926037.0	-6923289.0	-10.9907563	13.6705933	6.0	3.0	14-12-23 16:12:17.238068
1.499	0.007	250	250	-6599342.0	-6610742.0	-6616447.0	-6614543.0	-6618345.0	-6613313.0	-6612187.0	-6609496.0	-10.4928157	13.6817619	6.0	3.0	14-12-23 16:12:24.406527
2.0	0.01	250	250	-6285011.0	-6295820.0	-6301292.0	-6299487.0	-6303183.0	-6298318.0	-6297268.0	-6294691.0	-9.99311414	13.7050299	6.0	3.0	14-12-23 16:12:31.571016
2.499	0.012	250	250	-5971049.0	-5981235.0	-5986453.0	-5984789.0	-5988329.0	-5983665.0	-5982694.0	-5980228.0	-9.49401627	13.7217828	6.0	3.0	14-12-23 16:12:38.741991
3.0	0.015	250	250	-5656420.0	-5665987.0	-5670930.0	-5669420.0	-5672813.0	-5668329.0	-5667427.0	-5665054.0	-8.99376306	13.8114339	6.0	3.0	14-12-23 16:12:45.918211
3.499	0.017	250	250	-5342535.0	-5351501.0	-5356199.0	-5354815.0	-5358050.0	-5353766.0	-5352933.0	-5350673.0	-8.49484129	13.7177578	6.0	3.0	14-12-23 16:12:53.089407
4.0	0.02	250	250	-5028083.0	-5036432.0	-5040854.0	-5039638.0	-5042738.0	-5038628.0	-5037849.0	-5035703.0	-7.99496344	13.8961293	6.0	3.0	14-12-23 16:13:00.254695
4.499	0.022	250	250	-4713667.0	-4721397.0	-4725574.0	-4724476.0	-4727448.0	-4723517.0	-4722828.0	-4720773.0	-7.49515132	13.8958272	6.0	3.0	14-12-23 16:13:07.428197
5.0	0.025	250	250	-4399171.0	-4406271.0	-4410207.0	-4409255.0	-4412075.0	-4408339.0	-4407732.0	-4405774.0	-6.99520684	13.9966469	6.0	3.0	14-12-23 16:13:14.590471
5.5	0.027	250	250	-4084859.0	-4091337.0	-4094999.0	-4094202.0	-4096871.0	-4093315.0	-4092786.0	-4090921.0	-6.49554199	13.9954141	6.0	3.0	14-12-23 16:13:21.764265
5.999	0.03	250	250	-3770942.0	-3776814.0	-3780183.0	-3779543.0	-3782045.0	-3778697.0	-3778220.0	-3776467.0	-5.99646941	14.0112363	6.0	3.0	14-12-23 16:13:28.926166
6.499	0.033	250	250	-3456544.0	-3461796.0	-3464893.0	-3464407.0	-3466767.0	-3463596.0	-3463202.0	-3461552.0	-5.49671189	14.0298507	6.0	3.0	14-12-23 16:13:36.087128
