# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC	temp	Delay	a	
0.102	0.0	250	250	-7438393.0	-7451920.0	-7459190.0	-7456728.0	-7445309.0	-7439220.0	-7438191.0	-7435596.0	-11.8825696	32.8671572	6.0	13.0	14-12-23 14:22:53.989655
0.5	0.002	250	250	-7224250.0	-7237162.0	-7243876.0	-7241048.0	-7245993.0	-7240035.0	-7238961.0	-7236361.0	-11.4872441	32.893685	6.0	13.0	14-12-23 14:23:01.142745
1.0	0.004	250	250	-6912524.0	-6924792.0	-6931242.0	-6928592.0	-6933329.0	-6927595.0	-6926607.0	-6924087.0	-10.9912589	32.926616	6.0	13.0	14-12-23 14:23:08.317650
1.499	0.007	250	250	-6599418.0	-6611041.0	-6617176.0	-6614721.0	-6619302.0	-6613747.0	-6612819.0	-6610399.0	-10.4933595	32.9403373	6.0	13.0	14-12-23 14:23:15.479979
2.0	0.009	250	250	-6285026.0	-6296018.0	-6301892.0	-6299620.0	-6303969.0	-6298624.0	-6297756.0	-6295432.0	-9.99354224	32.9577175	6.0	13.0	14-12-23 14:23:22.641575
2.499	0.012	250	250	-5971046.0	-5981435.0	-5987016.0	-5984891.0	-5989105.0	-5983945.0	-5983183.0	-5980951.0	-9.49440829	32.9467405	6.0	13.0	14-12-23 14:23:30.002602
3.0	0.015	250	250	-5656411.0	-5666187.0	-5671497.0	-5669521.0	-5673564.0	-5668608.0	-5667906.0	-5665750.0	-8.99426497	32.9202128	6.0	13.0	14-12-23 14:23:37.194774
3.5	0.017	250	250	-5342558.0	-5351690.0	-5356712.0	-5354932.0	-5358727.0	-5354031.0	-5353385.0	-5351318.0	-8.49524191	32.8433737	6.0	13.0	14-12-23 14:23:44.374091
4.0	0.02	250	250	-5028127.0	-5036637.0	-5041371.0	-5039772.0	-5043410.0	-5038921.0	-5038318.0	-5036339.0	-7.99537763	32.7802559	6.0	13.0	14-12-23 14:23:51.590928
4.5	0.022	250	250	-4713709.0	-4721578.0	-4726016.0	-4724604.0	-4728060.0	-4723772.0	-4723243.0	-4721351.0	-7.49555467	32.7329859	6.0	13.0	14-12-23 14:23:58.778451
5.0	0.025	250	250	-4399234.0	-4406485.0	-4410648.0	-4409388.0	-4412655.0	-4408587.0	-4408130.0	-4406301.0	-6.99560102	32.5341881	6.0	13.0	14-12-23 14:24:05.944297
5.5	0.027	250	250	-4084941.0	-4091551.0	-4095464.0	-4094363.0	-4097450.0	-4093585.0	-4093190.0	-4091460.0	-6.49589652	32.4701556	6.0	13.0	14-12-23 14:24:13.111440
5.999	0.03	250	250	-3770996.0	-3776970.0	-3780602.0	-3779687.0	-3782604.0	-3778940.0	-3778600.0	-3776960.0	-5.99682105	32.4454573	6.0	13.0	14-12-23 14:24:20.283573
6.499	0.032	250	250	-3456576.0	-3461928.0	-3465275.0	-3464522.0	-3467243.0	-3463791.0	-3463523.0	-3461984.0	-5.49701354	32.5180196	6.0	13.0	14-12-23 14:24:27.466335
6.999	0.035	250	250	-3142505.0	-3147218.0	-3150266.0	-3149711.0	-3152242.0	-3148997.0	-3148799.0	-3147366.0	-4.99772011	32.5683308	6.0	13.0	14-12-23 14:24:34.646077
7.5	0.038	250	250	-2827588.0	-2831679.0	-2834467.0	-2834055.0	-2836426.0	-2833378.0	-2833246.0	-2831903.0	-4.49707636	32.5424208	6.0	13.0	14-12-23 14:24:41.909189
7.999	0.04	250	250	-2513584.0	-2517037.0	-2519555.0	-2519318.0	-2521488.0	-2518646.0	-2518585.0	-2517322.0	-3.99790523	32.6808451	6.0	13.0	14-12-23 14:24:49.082466
8.499	0.043	250	250	-2199165.0	-2201996.0	-2204227.0	-2204167.0	-2206152.0	-2203527.0	-2203525.0	-2202353.0	-3.4980749	32.6842072	6.0	13.0	14-12-23 14:24:56.258068
8.999	0.045	250	250	-1885188.0	-1887399.0	-1889337.0	-1889452.0	-1891265.0	-1888839.0	-1888912.0	-1887822.0	-2.99895695	32.7637904	6.0	13.0	14-12-23 14:25:03.657620
9.499	0.048	250	250	-1570533.0	-1572106.0	-1573773.0	-1574046.0	-1575670.0	-1573464.0	-1573591.0	-1572603.0	-2.49874078	32.904959	6.0	13.0	14-12-23 14:25:10.956717
9.999	0.05	250	250	-1256015.0	-1256961.0	-1258348.0	-1258796.0	-1260229.0	-1258233.0	-1258419.0	-1257516.0	-1.9987684	32.9662472	6.0	13.0	14-12-23 14:25:18.117569
10.5	0.053	250	250	-941713.5	-942031.9	-943146.6	-943757.4	-945010.7	-943228.4	-943483.5	-942661.8	-1.49909728	33.0101553	6.0	13.0	14-12-23 14:25:25.271536
11.0	0.056	250	250	-627345.1	-627032.9	-627862.2	-628651.2	-629711.5	-628140.4	-628462.0	-627730.6	-0.999351159	33.0080288	6.0	13.0	14-12-23 14:25:32.480238
11.499	0.058	250	250	-313375.0	-312437.1	-312986.3	-313943.5	-314819.2	-313460.7	-313844.4	-313194.4	-0.500116348	33.1418793	6.0	13.0	14-12-23 14:25:39.633393
11.999	0.061	250	250	997.768	2561.232	2291.668	1171.248	477.696	1623.344	1171.98	1727.62	-0.000378941694	33.1985938	6.0	13.0	14-12-23 14:25:46.795843
12.499	0.063	250	250	314848.0	317030.2	317038.4	315759.8	315245.9	316172.1	315669.8	316132.9	0.498564317	33.2931101	6.0	13.0	14-12-23 14:25:53.979927
12.999	0.066	250	250	629514.9	632324.3	632612.0	631173.0	630840.0	631562.1	630990.6	631363.2	0.998821715	33.2772624	6.0	13.0	14-12-23 14:26:01.182808
13.498	0.068	250	250	943338.9	946776.0	947349.4	945735.8	945595.0	946105.8	945471.9	945751.6	1.49777558	33.2607969	6.0	13.0	14-12-23 14:26:08.493264
13.999	0.071	250	250	1258106.0	1262173.0	1263019.0	1261242.0	1261282.0	1261585.0	1260888.0	1261071.0	1.99812875	33.3050019	6.0	13.0	14-12-23 14:26:16.089519
14.499	0.073	250	250	1572291.0	1576976.0	1578112.0	1576157.0	1576381.0	1576473.0	1575716.0	1575808.0	2.4976202	33.2501168	6.0	13.0	14-12-23 14:26:23.357243
14.998	0.076	250	250	1886302.0	1891619.0	1893038.0	1890910.0	1891316.0	1891215.0	1890372.0	1890380.0	2.99680768	33.0595518	6.0	13.0	14-12-23 14:26:30.790195
15.5	0.079	250	250	2201368.0	2207318.0	2209002.0	2206715.0	2207310.0	2206982.0	2206087.0	2206010.0	3.49762721	32.9955193	6.0	13.0	14-12-23 14:26:37.966300
15.998	0.081	250	250	2515178.0	2521756.0	2523734.0	2521270.0	2522047.0	2521511.0	2520543.0	2520381.0	3.99646391	32.960141	6.0	13.0	14-12-23 14:26:45.159748
16.499	0.084	250	250	2830100.0	2837315.0	2839579.0	2836930.0	2837881.0	2837124.0	2836111.0	2835858.0	4.49707562	32.8455002	6.0	13.0	14-12-23 14:26:52.348326
16.999	0.086	250	250	3143982.0	3151818.0	3154372.0	3151554.0	3152710.0	3151751.0	3150664.0	3150336.0	4.99604782	32.8961084	6.0	13.0	14-12-23 14:26:59.504675
17.499	0.089	250	250	3458530.0	3467021.0	3469847.0	3466852.0	3468196.0	3467031.0	3465884.0	3465434.0	5.4961299	32.8695807	6.0	13.0	14-12-23 14:27:06.680133
17.999	0.091	250	250	3772925.0	3782017.0	3785134.0	3781977.0	3783492.0	3782130.0	3780898.0	3780373.0	5.99580577	32.8125692	6.0	13.0	14-12-23 14:27:13.850547
18.499	0.094	250	250	4087154.0	4096886.0	4100254.0	4096947.0	4098635.0	4097083.0	4095783.0	4095164.0	6.49538247	32.8317789	6.0	13.0	14-12-23 14:27:21.013359
18.999	0.097	250	250	4401659.0	4412010.0	4415678.0	4412164.0	4414054.0	4412275.0	4410922.0	4410207.0	6.99525713	32.8372674	6.0	13.0	14-12-23 14:27:28.185072
19.499	0.099	250	250	4715545.0	4726502.0	4730461.0	4726775.0	4728836.0	4726881.0	4725437.0	4724625.0	7.49421111	32.9098297	6.0	13.0	14-12-23 14:27:35.390251
19.999	0.102	250	250	5029894.0	5041489.0	5045719.0	5041872.0	5044133.0	5041972.0	5040484.0	5039588.0	7.99396796	32.9144034	6.0	13.0	14-12-23 14:27:42.540831
20.499	0.104	250	250	5343874.0	5356093.0	5360630.0	5356583.0	5359030.0	5356661.0	5355106.0	5354096.0	8.4930573	32.9317837	6.0	13.0	14-12-23 14:27:49.702831
20.999	0.107	250	250	5658287.0	5671144.0	5675935.0	5671731.0	5674379.0	5671772.0	5670161.0	5669066.0	8.99281837	32.8592214	6.0	13.0	14-12-23 14:27:56.879046
21.499	0.11	250	250	5972093.0	5985573.0	5990680.0	5986272.0	5989093.0	5986338.0	5984634.0	5983454.0	9.49174035	32.7787234	6.0	13.0	14-12-23 14:28:04.055374
21.999	0.112	250	250	6286135.0	6300243.0	6305582.0	6301067.0	6304030.0	6301074.0	6299283.0	6298047.0	9.99089257	32.7652991	6.0	13.0	14-12-23 14:28:11.228521
22.498	0.115	250	250	6599508.0	6614234.0	6619890.0	6615167.0	6618354.0	6615213.0	6613338.0	6612015.0	10.4890852	32.7085846	6.0	13.0	14-12-23 14:28:18.463650
22.998	0.118	250	250	6870278.0	7483659.0	6891641.0	7485210.0	7484474.0	6890999.0	7478472.0	7476920.0	11.0000266	32.5280818	6.0	13.0	14-12-23 14:28:25.679924
23.498	0.12	250	250	6869555.0	7484821.0	6891284.0	7486355.0	7485772.0	6890200.0	7479821.0	7478235.0	11.4855456	32.5036805	6.0	13.0	14-12-23 14:28:32.838210
23.999	0.123	250	250	6861383.0	7485026.0	6883247.0	7486554.0	7485845.0	6882029.0	7479901.0	7478327.0	11.9667431	32.4716643	6.0	13.0	14-12-23 14:28:40.017117
