# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC1	temp_pt100	time	Delay	a	
0.083	0.0	250	250	-7450380.0	-7463738.0	-7470458.0	-7468249.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	21.0319818	1713963369.221485	6	56.0	24-04-24 14:56:09.221543
0.6	0.002	250	250	-7153713.0	-7166314.0	-7172677.0	-7170298.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	21.0237408	1713963375.9896684	6	56.0	24-04-24 14:56:15.989735
1.2	0.005	250	250	-6778776.0	-6790634.0	-6796654.0	-6794457.0	-8119232.0	-8110904.0	-8109905.0	-8105902.0	-1.16016985	21.0133917	1713963382.7725985	6	56.0	24-04-24 14:56:22.772650
1.8	0.008	250	250	-6402894.0	-6413984.0	-6419696.0	-6417660.0	-7669221.0	-7661214.0	-7660260.0	-7656444.0	-1.09585594	21.0280529	1713963389.6022787	6	56.0	24-04-24 14:56:29.602338
2.401	0.012	250	250	-6025758.0	-6036095.0	-6041491.0	-6039648.0	-7218384.0	-7210685.0	-7209803.0	-7206201.0	-1.03143347	21.0254657	1713963396.3835876	6	56.0	24-04-24 14:56:36.383642
3.0	0.015	250	250	-5649219.0	-5658788.0	-5663885.0	-5662206.0	-6768114.0	-6760742.0	-6759938.0	-6756504.0	-0.967080376	21.0361981	1713963403.1676202	6	56.0	24-04-24 14:56:43.167679
3.6	0.018	250	250	-5272707.0	-5281571.0	-5286297.0	-5284835.0	-6317413.0	-6310435.0	-6309728.0	-6306479.0	-0.902681396	21.0277655	1713963409.951532	6	56.0	24-04-24 14:56:49.951592
4.2	0.021	250	250	-4895861.0	-4903985.0	-4908398.0	-4907122.0	-5866052.0	-5859505.0	-5858867.0	-5855805.0	-0.838189523	21.0366772	1713963416.731638	6	56.0	24-04-24 14:56:56.731693
4.8	0.024	250	250	-4519315.0	-4526688.0	-4530777.0	-4529673.0	-5415172.0	-5408995.0	-5408443.0	-5405597.0	-0.773775566	21.0330359	1713963423.5189726	6	56.0	24-04-24 14:57:03.519025
5.4	0.027	250	250	-4142278.0	-4148900.0	-4152707.0	-4151759.0	-4963547.0	-4957817.0	-4957363.0	-4954658.0	-0.709249247	21.0312152	1713963430.299513	6	56.0	24-04-24 14:57:10.299562
