# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	temp_pt100	time	VDC10	ch1a	ch2a	ch3a	ch4a	VDC1	ch1b	ch2b	ch3b	ch4b	Delay	a	
0.022	0.0	250	250	22.5718948	1714469162.0061371	-11.9546621	-7453057.0	-7466073.0	-7472663.0	-7470183.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	801.0079200792007	30-04-24 11:26:08.437673
0.6	0.003	250	250	22.4323731	1714469188.4763606	-11.3805289	-7156173.0	-7168726.0	-7175173.0	-7172696.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	801.0079200792007	30-04-24 11:26:34.906284
1.2	0.006	250	250	22.422599	1714469214.9430869	-10.7817796	-6779616.0	-6791442.0	-6797551.0	-6795245.0	-1.16089364	-8125117.0	-8116161.0	-8115205.0	-8111247.0	20	801.0079200792007	30-04-24 11:27:01.382843
1.799	0.009	250	250	22.3082793	1714469241.421589	-10.1833057	-6403205.0	-6414320.0	-6420093.0	-6417977.0	-1.0965194	-7674651.0	-7666081.0	-7665232.0	-7661400.0	20	801.0079200792007	30-04-24 11:27:27.862200
2.4	0.012	250	250	22.1652121	1714469267.9003594	-9.58320118	-6025818.0	-6036126.0	-6041613.0	-6039666.0	-1.03199368	-7222937.0	-7214901.0	-7214054.0	-7210446.0	20	801.0079200792007	30-04-24 11:27:54.345478
3.0	0.015	250	250	21.9816108	1714469294.3825846	-8.98415135	-5649098.0	-5658679.0	-5663820.0	-5662065.0	-0.967524488	-6771729.0	-6764069.0	-6763262.0	-6759877.0	20	801.0079200792007	30-04-24 11:28:20.824304
3.599	0.018	250	250	21.8998718	1714469320.867184	-8.38545628	-5272539.0	-5281402.0	-5286188.0	-5284643.0	-0.903121592	-6320920.0	-6313713.0	-6312974.0	-6309810.0	20	801.0079200792007	30-04-24 11:28:47.308362
4.2	0.021	250	250	21.6189119	1714469347.3664684	-7.78602693	-4895558.0	-4903680.0	-4908119.0	-4906798.0	-0.838599023	-5869264.0	-5862491.0	-5861863.0	-5858838.0	20	801.0079200792007	30-04-24 11:29:13.807992
4.799	0.024	250	250	21.3569255	1714469373.8663692	-7.18725996	-4519005.0	-4526381.0	-4530498.0	-4529356.0	-0.774156691	-5418201.0	-5411849.0	-5411297.0	-5408410.0	20	801.0079200792007	30-04-24 11:29:40.308231
5.399	0.027	250	250	21.2038924	1714469400.365678	-6.58770058	-4141879.0	-4148557.0	-4152342.0	-4151387.0	-0.709601474	-4966283.0	-4960395.0	-4959921.0	-4957237.0	20	801.0079200792007	30-04-24 11:30:06.803203
5.998	0.03	250	250	21.330861	1714469426.8411329	-5.98880576	-3765243.0	-3771132.0	-3774608.0	-3773851.0	-0.645131453	-4515046.0	-4509590.0	-4509179.0	-4506692.0	20	801.0079200792007	30-04-24 11:30:33.280964
6.599	0.033	250	250	21.4206493	1714469453.3173013	-5.38927784	-3388187.0	-3393339.0	-3396478.0	-3395912.0	-0.58056344	-4063115.0	-4058091.0	-4057725.0	-4055484.0	20	801.0079200792007	30-04-24 11:30:59.758991
7.199	0.036	250	250	21.5415809	1714469479.7961566	-4.79064083	-3011663.0	-3016067.0	-3018887.0	-3018528.0	-0.516078756	-3611707.0	-3607079.0	-3606833.0	-3604735.0	20	801.0079200792007	30-04-24 11:31:26.238387
