# 
ch2a	ch2a avglen	Delay	a	
339982.9	10.0	0.1	39.0	12-12-23 19:22:50.544731
339982.9	19.166666666666664	0.1	39.0	12-12-23 19:22:50.678698
339982.9	28.333333333333332	0.1	39.0	12-12-23 19:22:50.812658
-1405986.0	37.5	0.1	39.0	12-12-23 19:22:50.947125
-1405986.0	46.666666666666664	0.1	39.0	12-12-23 19:22:51.081586
-1405986.0	55.833333333333336	0.1	39.0	12-12-23 19:22:51.216314
-1405986.0	65.0	0.1	39.0	12-12-23 19:22:51.351153
-1405986.0	74.16666666666667	0.1	39.0	12-12-23 19:22:51.485650
1483319.0	83.33333333333333	0.1	39.0	12-12-23 19:22:51.619780
1483319.0	92.5	0.1	39.0	12-12-23 19:22:51.754176
1483319.0	101.66666666666667	0.1	39.0	12-12-23 19:22:51.891508
1483319.0	110.83333333333333	0.1	39.0	12-12-23 19:22:52.026033
1483319.0	120.0	0.1	39.0	12-12-23 19:22:52.162712
