# 
voltage	Source_Voltage	Delay	a	
0.71929084581	0.0	0.1	0	18-09-24 13:28:21.901485
13.30973313	100.0	0.1	0	18-09-24 13:28:22.035536
34.813658966999995	200.0	0.1	0	18-09-24 13:28:22.174405
68.44138025999999	300.0	0.1	0	18-09-24 13:28:22.311717
116.06558193	400.0	0.1	0	18-09-24 13:28:22.447007
176.58110600999998	500.0	0.1	0	18-09-24 13:28:22.581235
250.21277163	600.0	0.1	0	18-09-24 13:28:22.717269
336.45950129999994	700.0	0.1	0	18-09-24 13:28:22.853226
429.36133701	800.0	0.1	0	18-09-24 13:28:22.987800
526.12628763	900.0	0.1	0	18-09-24 13:28:23.121693
623.14575228	1000.0	0.1	0	18-09-24 13:28:23.256515
718.60671363	1100.0	0.1	0	18-09-24 13:28:23.391949
816.6860946300001	1200.0	0.1	0	18-09-24 13:28:23.526882
914.6668119299999	1300.0	0.1	0	18-09-24 13:28:23.661731
1012.6966695	1400.0	0.1	0	18-09-24 13:28:23.796408
1110.4685645999998	1500.0	0.1	0	18-09-24 13:28:23.932263
1205.076516	1600.0	0.1	0	18-09-24 13:28:24.066769
1302.0648489	1700.0	0.1	0	18-09-24 13:28:24.201027
1398.7150431	1800.0	0.1	0	18-09-24 13:28:24.335580
1492.8191391	1900.0	0.1	0	18-09-24 13:28:24.469967
1589.8888935	2000.0	0.1	0	18-09-24 13:28:24.604643
1684.572519	2100.0	0.1	0	18-09-24 13:28:24.738847
1782.0120228	2200.0	0.1	0	18-09-24 13:28:24.873165
1879.6708856999999	2300.0	0.1	0	18-09-24 13:28:25.007643
1974.8621982	2400.0	0.1	0	18-09-24 13:28:25.142348
2072.7863994	2500.0	0.1	0	18-09-24 13:28:25.276501
2168.0323122	2600.0	0.1	0	18-09-24 13:28:25.411086
2265.7055436	2700.0	0.1	0	18-09-24 13:28:25.545009
2363.0741628	2800.0	0.1	0	18-09-24 13:28:25.679049
2457.6677457	2900.0	0.1	0	18-09-24 13:28:25.813278
2555.2011236999997	3000.0	0.1	0	18-09-24 13:28:25.947712
2650.336878	3100.0	0.1	0	18-09-24 13:28:26.081554
2748.2083947	3200.0	0.1	0	18-09-24 13:28:26.215527
2843.4284442	3300.0	0.1	0	18-09-24 13:28:26.350024
2941.1792655	3400.0	0.1	0	18-09-24 13:28:26.484276
3038.8735706999996	3500.0	0.1	0	18-09-24 13:28:26.618470
3133.8790506	3600.0	0.1	0	18-09-24 13:28:26.753574
3231.1911537	3700.0	0.1	0	18-09-24 13:28:26.888792
3327.9400115999997	3800.0	0.1	0	18-09-24 13:28:27.023458
3421.6896846	3900.0	0.1	0	18-09-24 13:28:27.158301
3518.0582562	4000.0	0.1	0	18-09-24 13:28:27.292557
3614.6902502999997	4100.0	0.1	0	18-09-24 13:28:27.426990
3708.7521987	4200.0	0.1	0	18-09-24 13:28:27.560835
3805.248171	4300.0	0.1	0	18-09-24 13:28:27.694694
3899.189424	4400.0	0.1	0	18-09-24 13:28:27.829215
3995.7744809999995	4500.0	0.1	0	18-09-24 13:28:27.963840
4092.3087692999993	4600.0	0.1	0	18-09-24 13:28:28.098064
4186.0843056	4700.0	0.1	0	18-09-24 13:28:28.232496
4282.1990337	4800.0	0.1	0	18-09-24 13:28:28.366673
4375.4687988	4900.0	0.1	0	18-09-24 13:28:28.501368
4471.4350524	5000.0	0.1	0	18-09-24 13:28:28.635499
4568.0766255	5100.0	0.1	0	18-09-24 13:28:28.770184
4662.2956695	5200.0	0.1	0	18-09-24 13:28:28.904407
4759.3031604	5300.0	0.1	0	18-09-24 13:28:29.038253
4853.7731742	5400.0	0.1	0	18-09-24 13:28:29.172639
4950.9090237	5500.0	0.1	0	18-09-24 13:28:29.306433
5045.3081529	5600.0	0.1	0	18-09-24 13:28:29.440374
5142.4449603	5700.0	0.1	0	18-09-24 13:28:29.574173
5236.6122777	5800.0	0.1	0	18-09-24 13:28:29.708325
5332.9961757	5900.0	0.1	0	18-09-24 13:28:29.842406
5426.7554277	6000.0	0.1	0	18-09-24 13:28:29.976275
5513.351503499999	6100.0	0.1	0	18-09-24 13:28:30.110102
5585.1968772	6200.0	0.1	0	18-09-24 13:28:30.244731
5646.5695302	6300.0	0.1	0	18-09-24 13:28:30.379436
5695.0613019	6400.0	0.1	0	18-09-24 13:28:30.514084
5729.9202408	6500.0	0.1	0	18-09-24 13:28:30.647971
5753.022873	6600.0	0.1	0	18-09-24 13:28:30.783028
5763.368193	6700.0	0.1	0	18-09-24 13:28:30.918140
5763.1928972999995	6800.0	0.1	0	18-09-24 13:28:31.052728
5763.0626229	6900.0	0.1	0	18-09-24 13:28:31.187129
5762.9859909	7000.0	0.1	0	18-09-24 13:28:31.321257
5762.9189379	7100.0	0.1	0	18-09-24 13:28:31.455632
5762.8336848	7200.0	0.1	0	18-09-24 13:28:31.590273
5762.7196947	7300.0	0.1	0	18-09-24 13:28:31.725041
5762.6478522	7400.0	0.1	0	18-09-24 13:28:31.859600
5762.5453569	7500.0	0.1	0	18-09-24 13:28:31.994009
5762.470640699999	7600.0	0.1	0	18-09-24 13:28:32.128840
5762.3643138	7700.0	0.1	0	18-09-24 13:28:32.264021
5762.05587	7800.0	0.1	0	18-09-24 13:28:32.398833
5761.779994799999	7900.0	0.1	0	18-09-24 13:28:32.533880
5761.615236000001	8000.0	0.1	0	18-09-24 13:28:32.668448
