# 
Scope_Frequency	|Z|	arg(Z)	R	C	Q	L	gain	gain_log	phase	Scope_Amplitude_RMS	Scope_Amplitude_pkpk	THD	Gen_Frequency	Delay	a	
100.0	8269.496809804006	-148.28506625766155	-7034.646921788932	-3.6610741954832217e-07	0.6179727098531943	6.918815232380484	0.08885536443799026	-21.0263269507606	-145.60776736174572	0.0036735184248309245	0.010390279156046685	0.0	100.0	0.5	100.0	10-06-24 11:02:03.457808
102.80162981264735	8433.571776951218	173.31731726870908	-8376.272969726033	1.5774859131909557e-06	0.11716659797893503	-1.5194092764038256	0.09204043845212691	-20.720426423082717	172.70362208942188	0.00018973339827177342	0.0005366470901421558	0.0	102.80162981264735	0.5	102.80162981264735	10-06-24 11:02:25.149602
105.68175092136585	7286.8951837806135	-176.992991459263	-7276.862043172023	-3.9397164598904614e-06	0.05253043814848808	0.5756722518024269	0.07858700021270676	-22.09298577204079	-176.75678747655823	0.00014691838165901768	0.0004155479358081788	0.0	105.68175092136585	0.5	105.68175092136585	10-06-24 11:02:46.593336
108.64256236170655	8395.739584703997	177.62365563057898	-8388.519534847457	4.208224936962545e-06	0.0414988312678683	-0.5099661122019438	0.09164439793930647	-20.757881550948714	177.4059388885951	0.0002591578587760447	0.0007330091173533073	0.0	108.64256236170655	0.5	108.64256236170655	10-06-24 11:03:08.173865
111.68632477805612	8298.52626690214	-168.55730478536785	-8133.581553454572	-8.655741806160885e-07	0.20241095444764695	2.3460430111467145	0.09031803090838673	-20.884510787238387	-167.530624553915	0.0001240263932163767	0.0003507996147576368	0.0	111.68632477805612	0.5	111.68632477805612	10-06-24 11:03:29.945502
114.81536214968828	7854.1389616206225	-169.99180646969432	-7734.62182644534	-1.0155451770156965e-06	0.1764744346778677	1.8920866231759774	0.08511621351345966	-21.399754093552744	-169.1442413612977	0.00015265676591900398	0.00043177853750134065	0.0	114.81536214968828	0.5	114.81536214968828	10-06-24 11:03:51.323720
118.03206356517298	8170.5491892880045	-179.65568097738287	-8170.401653726071	-2.746206003890943e-05	0.006009572965526616	0.06620749417585889	0.0889751035446463	-21.01462995828512	-179.6250453396305	0.003304456029362344	0.009346413065979548	0.0	118.03206356517298	0.5	118.03206356517298	10-06-24 11:04:12.949672
121.33888504649772	8001.046660049183	-177.14309961382781	-7991.102416418012	-3.2891284853092478e-06	0.04990368268670541	0.5230695326917151	0.08695867160750566	-21.213742064253218	-176.8947695052019	0.00046443817643230265	0.0013136295359887818	0.0	121.33888504649772	0.5	121.33888504649772	10-06-24 11:04:34.466634
124.73835142429431	8685.552375502919	-174.53911441649777	-8646.132109642665	-1.543618482715472e-06	0.09560008854611489	1.0546304180745465	0.09507202124915053	-20.438945456181457	-174.02071559792216	0.000129215511293164	0.0003654766570795327	0.0	124.73835142429431	0.5	124.73835142429431	10-06-24 11:04:55.686132
128.23305826560215	7359.105886555	-178.99117651162567	-7357.9651931199305	-9.5791057310377e-06	0.017609111187447284	0.16081083107853783	0.0794358490140321	-21.999669166739302	-178.91104387575564	0.0006205468527531266	0.0017551715505028235	0.0	128.23305826560215	0.5	128.23305826560215	10-06-24 11:05:16.998858
131.8256738556407	9320.535478806136	167.89037949617605	-9113.135165981648	6.174609777021828e-07	0.21455705705855466	-2.3606453553974656	0.10252723916725018	-19.78321474125108	166.65794133444166	0.00011307196782550685	0.00031981582084609204	0.0	131.8256738556407	0.5	131.8256738556407	10-06-24 11:05:48.137876
135.5189412351036	6907.085183521225	176.68624318655955	-6895.536306518202	2.941504142697266e-06	0.05790054049107058	-0.4688898145813781	0.07418572002753356	-22.593593676114327	176.44054602752584	0.0002808667250281019	0.0007944110635081131	0.0	135.5189412351036	0.5	135.5189412351036	10-06-24 11:06:10.375272
139.31568029453032	8621.79692562139	-176.3456510510794	-8604.2663841445	-2.078880123089314e-06	0.06386704715466819	0.6277848291449815	0.09433308035460128	-20.506719677352258	-176.00115665577525	0.0003554515476873918	0.001005368799012033	0.0	139.31568029453032	0.5	139.31568029453032	10-06-24 11:06:31.719282
143.21878992735435	8316.936851281735	-178.33563465035346	-8313.42808100337	-4.6003595291689704e-06	0.0290568287206916	0.2684407781795706	0.09071020774240016	-20.84687676888572	-178.18468078091553	0.0007324896884457117	0.0020717937033967373	0.0	143.21878992735435	0.5	143.21878992735435	10-06-24 11:06:54.502119
147.2312502432719	8356.06945168616	-176.91878468337586	-8343.989471860541	-2.4067336237350936e-06	0.05382925371083259	0.4855257165615475	0.09116662480207602	-20.803282469647378	-176.63801493528229	0.000629432366011878	0.0017803035772211678	0.0	147.2312502432719	0.5	147.2312502432719	10-06-24 11:07:15.685498
151.35612484362082	9219.029212641391	177.87117302845084	-9212.666523639531	3.0705568125329285e-06	0.03717214677879979	-0.3601000038549154	0.10154460181182065	-19.86686318140261	177.65505136257033	0.0004579271121082135	0.0012952134650435607	0.0	151.35612484362082	0.5	151.35612484362082	10-06-24 11:07:37.753166
155.59656316050746	9582.994714549524	165.7545813636164	-9288.323271421854	4.3376048946440796e-07	0.25388253094641383	-2.412072031608358	0.10560667202290278	-19.526172861196628	164.26545423119885	0.00016854975699968675	0.00047673070456729304	0.0	155.59656316050746	0.5	155.59656316050746	10-06-24 11:08:00.139568
159.95580286146688	12187.619712450723	-156.50715718087167	-11177.386421707311	-2.0479829843216749e-07	0.43466384974176603	4.834080956809571	0.1370082261458938	-17.265067129497254	-153.3763211929645	0.0001293642642924326	0.0003658973940975513	0.0	159.95580286146688	0.5	159.95580286146688	10-06-24 11:08:22.068954
164.43717232149316	11598.964168425431	143.01995371773077	-9265.775094281522	1.387198733637387e-07	0.7530081791073019	-6.753075102183391	0.12745821301097732	-17.89264349413736	138.62272442190573	0.00011104966315453712	0.0003140958794602204	0.0	164.43717232149316	0.5	164.43717232149316	10-06-24 11:08:43.690043
169.0440931643264	8037.379543797667	-179.25464713001094	-8036.699468581582	-9.004894066753028e-06	0.013009595552153407	0.09843774471522947	0.08739762821605619	-21.17000706050545	-179.18950688027869	0.002988617145527539	0.008453085799891624	0.0	169.0440931643264	0.5	169.0440931643264	10-06-24 11:09:05.674795
173.78008287493756	8781.083992885895	179.88961529277873	-8781.067696527898	5.413597854284797e-05	0.0019265789684874313	-0.015493668939075321	0.0962638305462596	-20.33073721593989	179.87898924454043	0.0002120246188725284	0.0005996961831330323	0.0	173.78008287493756	0.5	173.78008287493756	10-06-24 11:09:28.353277
178.64875748520507	8188.740115269009	-176.34321964966054	-8172.0679444151365	-1.7057747472245993e-06	0.06390965632664133	0.465284497255331	0.0891733864690086	-20.99529480355907	-176.01735173880618	0.00024714316976156056	0.0006990264450493504	0.0	178.64875748520507	0.5	178.64875748520507	10-06-24 11:09:50.492220
183.65383433483464	7584.421484567312	176.53599945802773	-7570.564433677057	1.8910671787134962e-06	0.06053198481057682	-0.39713055816838744	0.08205533466858171	-21.717863577576807	176.25193169748346	0.00023643001056990157	0.0006687250549999381	0.0	183.65383433483464	0.5	183.65383433483464	10-06-24 11:10:18.823600
188.79913490962934	8297.031197429247	167.21284757752554	-8091.256594485548	4.5904731815616263e-07	0.226958630999185	-1.5480422474148885	0.09025665260603304	-20.890415548310884	166.06820288673728	0.00018780520626523626	0.0005311933395691474	0.0	188.79913490962934	0.5	188.79913490962934	10-06-24 11:10:40.883113
194.08858775927783	8329.572469149869	-178.363370006946	-8326.17450390642	-3.446899398074342e-06	0.028572353502806947	0.19507950956819156	0.0908606614516636	-20.83248211825486	-178.2146847778357	0.0015357457907896612	0.004343745051384266	0.0	194.08858775927783	0.5	194.08858775927783	10-06-24 11:11:11.502897
