# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	Delay	a	
0.106	0.0	250	250	-7434666.0	-7448128.0	-7455077.0	-7453347.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.8829104	9.9e+37	18.0282663	6	15.999999999999998	19-03-24 16:07:25.127149
0.601	0.002	250	250	-7154988.0	-7167423.0	-7173672.0	-7171587.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3784262	9.9e+37	18.0707772	6	15.999999999999998	19-03-24 16:07:36.186917
1.201	0.005	250	250	-6779556.0	-6791223.0	-6797174.0	-6795264.0	-8126239.0	-8117553.0	-8116479.0	-8112324.0	-10.781212	-1.16104084	18.1415118	6	15.999999999999998	19-03-24 16:07:44.376649
1.801	0.008	250	250	-6403303.0	-6414252.0	-6419860.0	-6418126.0	-7675266.0	-7667028.0	-7666027.0	-7662082.0	-10.1830308	-1.09660017	18.2916597	6	15.999999999999998	19-03-24 16:07:55.273879
2.401	0.011	250	250	-6026078.0	-6036306.0	-6041593.0	-6040024.0	-7223016.0	-7215203.0	-7214250.0	-7210516.0	-9.58322606	-1.0319703	18.2969418	6	15.999999999999998	19-03-24 16:08:04.311938
3.001	0.014	250	250	-5649438.0	-5658880.0	-5663896.0	-5662495.0	-6771328.0	-6763905.0	-6763055.0	-6759488.0	-8.98431436	-0.967415463	18.3977616	6	15.999999999999998	19-03-24 16:08:15.754867
3.601	0.018	250	250	-5272841.0	-5281566.0	-5286240.0	-5285001.0	-6320124.0	-6313099.0	-6312351.0	-6308983.0	-8.38542883	-0.902996632	18.3993209	6	15.999999999999998	19-03-24 16:08:30.879416
4.201	0.021	250	250	-4895892.0	-4903911.0	-4908260.0	-4907170.0	-5868711.0	-5862123.0	-5861467.0	-5858299.0	-7.78623425	-0.838505231	18.5373694	6	15.999999999999998	19-03-24 16:08:41.351017
4.8	0.024	250	250	-4519346.0	-4526623.0	-4530651.0	-4529742.0	-5417542.0	-5411358.0	-5410760.0	-5407805.0	-7.18752652	-0.774031352	18.6090347	6	15.999999999999998	19-03-24 16:08:50.687522
5.401	0.027	250	250	-4142244.0	-4148793.0	-4152476.0	-4151752.0	-4965583.0	-4959822.0	-4959319.0	-4956562.0	-6.58800454	-0.709458798	18.6282777	6	15.999999999999998	19-03-24 16:09:02.304015
6.0	0.03	250	250	-3765585.0	-3771403.0	-3774788.0	-3774226.0	-4514244.0	-4508911.0	-4508476.0	-4505916.0	-5.98903646	-0.644992334	18.7411968	6	15.999999999999998	19-03-24 16:09:13.268604
