# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	time	Delay	a	
0.091	0.0	250	250	-7442197.0	-7455727.0	-7462686.0	-7460602.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.8801698	9.9e+37	25.3911084	1711450906.4018502	6	5.0	26-03-24 12:01:46.401914
0.6	0.002	250	250	-7153983.0	-7166579.0	-7172954.0	-7170537.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3768934	9.9e+37	25.2442865	1711450914.2627926	6	5.0	26-03-24 12:01:54.262857
1.2	0.005	250	250	-6778966.0	-6790787.0	-6796876.0	-6794643.0	-8126647.0	-8117618.0	-8116722.0	-8112671.0	-10.7802947	-1.16104514	25.2316843	1711450922.0872269	6	5.0	26-03-24 12:02:02.087281
1.8	0.008	250	250	-6402981.0	-6414099.0	-6419850.0	-6417798.0	-7675851.0	-7667269.0	-7666408.0	-7662574.0	-10.1824089	-1.09662697	25.1994309	1711450929.9149463	6	5.0	26-03-24 12:02:09.915000
2.401	0.011	250	250	-6025817.0	-6036176.0	-6041594.0	-6039728.0	-7223522.0	-7215419.0	-7214648.0	-7210989.0	-9.58271362	-1.03199272	25.1530554	1711450937.7602594	6	5.0	26-03-24 12:02:17.760310
3.001	0.015	250	250	-5649228.0	-5658842.0	-5663950.0	-5662261.0	-6771426.0	-6763717.0	-6763038.0	-6759556.0	-8.98398957	-0.967420729	25.2270767	1711450945.7882748	6	5.0	26-03-24 12:02:25.788330
3.6	0.018	250	250	-5272715.0	-5281575.0	-5286355.0	-5284861.0	-6320194.0	-6312936.0	-6312325.0	-6309014.0	-8.38528576	-0.902939199	25.175172	1711450953.6128469	6	5.0	26-03-24 12:02:33.612903
4.2	0.021	250	250	-4895836.0	-4903941.0	-4908419.0	-4907117.0	-5868449.0	-5861604.0	-5861091.0	-5857979.0	-7.78601868	-0.838422263	25.2519579	1711450961.6417294	6	5.0	26-03-24 12:02:41.641784
4.8	0.024	250	250	-4519259.0	-4526604.0	-4530740.0	-4529643.0	-5417251.0	-5410833.0	-5410362.0	-5407457.0	-7.18728177	-0.773963409	25.192681	1711450969.5155714	6	5.0	26-03-24 12:02:49.515638
5.4	0.027	250	250	-4142147.0	-4148778.0	-4152581.0	-4151649.0	-4965197.0	-4959234.0	-4958837.0	-4956125.0	-6.58774248	-0.709402124	25.2574871	1711450977.3374338	6	5.0	26-03-24 12:02:57.337489
6.0	0.03	250	250	-3765610.0	-3771495.0	-3774973.0	-3774230.0	-4513715.0	-4508176.0	-4507859.0	-4505343.0	-5.98905541	-0.644877572	25.1825443	1711450985.3911254	6	5.0	26-03-24 12:03:05.391182
6.6	0.033	250	250	-3388515.0	-3393664.0	-3396826.0	-3396267.0	-4061662.0	-4056533.0	-4056319.0	-4054010.0	-5.38952514	-0.580315113	25.1450608	1711450993.4811559	6	5.0	26-03-24 12:03:13.481214
7.2	0.036	250	250	-3011934.0	-3016330.0	-3019175.0	-3018804.0	-3610443.0	-3605786.0	-3605596.0	-3603466.0	-4.79079332	-0.515853076	25.045536	1711451001.5116842	6	5.0	26-03-24 12:03:21.511739
7.8	0.039	250	250	-2634532.0	-2638205.0	-2640705.0	-2640524.0	-3158275.0	-3154048.0	-3153951.0	-3152006.0	-4.1907153	-0.451270054	24.9266591	1711451009.3138275	6	5.0	26-03-24 12:03:29.313881
8.4	0.042	250	250	-2258080.0	-2261002.0	-2263181.0	-2263181.0	-2707263.0	-2703454.0	-2703437.0	-2701690.0	-3.59217864	-0.386819009	24.8428002	1711451017.1644497	6	5.0	26-03-24 12:03:37.164505
8.999	0.045	250	250	-1881577.0	-1883763.0	-1885613.0	-1885807.0	-2256059.0	-2252720.0	-2252724.0	-2251190.0	-2.99355476	-0.322374635	24.772465	1711451025.0293534	6	5.0	26-03-24 12:03:45.029397
9.599	0.048	250	250	-1504772.0	-1506208.0	-1507743.0	-1508124.0	-1804579.0	-1801673.0	-1801775.0	-1800403.0	-2.39445023	-0.257882398	24.7687789	1711451032.8564336	6	5.0	26-03-24 12:03:52.856487
10.2	0.051	250	250	-1127643.0	-1128322.0	-1129542.0	-1130110.0	-1352537.0	-1350068.0	-1350241.0	-1349073.0	-1.79490638	-0.193306446	24.7623282	1711451040.6570435	6	5.0	26-03-24 12:04:00.657096
10.8	0.054	250	250	-750456.6	-750388.1	-751283.3	-752038.2	-900476.8	-898431.4	-898668.5	-897688.8	-1.19518596	-0.128720781	24.8114683	1711451048.474246	6	5.0	26-03-24 12:04:08.474326
11.4	0.058	250	250	-373756.9	-372938.4	-373510.6	-374454.5	-448951.0	-447338.3	-447658.5	-446849.5	-0.596212395	-0.0642238378	24.7660144	1711451056.279258	6	5.0	26-03-24 12:04:16.279318
12.0	0.061	250	250	3129.756	4693.78	4431.576	3325.064	2784.192	3957.076	3554.108	4170.592	0.00299798577	0.000313612673	24.8225266	1711451064.081677	6	5.0	26-03-24 12:04:24.081736
12.599	0.064	250	250	379761.0	382062.2	382135.4	380843.6	454254.4	454971.1	454490.1	454926.4	0.601869163	0.0648052006	24.8169975	1711451071.881581	6	5.0	26-03-24 12:04:31.881642
13.2	0.067	250	250	756775.9	759824.8	760208.8	758746.9	906155.6	906434.8	905886.5	906112.3	1.2013001	0.129364202	24.735604	1711451079.6800323	6	5.0	26-03-24 12:04:39.680132
13.799	0.07	250	250	1133255.0	1137045.0	1137749.0	1136106.0	1357453.0	1357291.0	1356680.0	1356699.0	1.79983486	0.193830273	24.7856656	1711451087.7295706	6	5.0	26-03-24 12:04:47.729627
14.399	0.073	250	250	1510136.0	1514672.0	1515699.0	1513870.0	1809224.0	1808619.0	1807934.0	1807780.0	2.39907868	0.258369855	24.6959784	1711451095.593612	6	5.0	26-03-24 12:04:55.593667
14.999	0.076	250	250	1886736.0	1892019.0	1893358.0	1891358.0	2260610.0	2259585.0	2258856.0	2258475.0	2.99776287	0.322839014	24.6646465	1711451103.4420319	6	5.0	26-03-24 12:05:03.442087
15.6	0.079	250	250	2264025.0	2270062.0	2271728.0	2269531.0	2712853.0	2711406.0	2710588.0	2710014.0	3.59762445	0.387450689	24.6342361	1711451111.51368	6	5.0	26-03-24 12:05:11.513719
16.2	0.082	250	250	2640884.0	2647666.0	2649631.0	2647275.0	3164623.0	3162732.0	3161823.0	3161079.0	4.19683525	0.451982037	24.6056688	1711451119.346568	6	5.0	26-03-24 12:05:19.346624
16.8	0.085	250	250	3017388.0	3024917.0	3027209.0	3024657.0	3615949.0	3613647.0	3612636.0	3611671.0	4.79545834	0.516466692	24.5734153	1711451127.1424184	6	5.0	26-03-24 12:05:27.142436
17.4	0.088	250	250	3394258.0	3402513.0	3405136.0	3402397.0	4067779.0	4065034.0	4064008.0	4062840.0	5.39454364	0.581000663	24.5718715	1711451135.228196	6	5.0	26-03-24 12:05:35.228251
18.0	0.091	250	250	3771090.0	3780111.0	3783050.0	3780131.0	4519426.0	4516232.0	4515122.0	4513812.0	5.99369663	0.645515695	24.4831058	1711451143.2884896	6	5.0	26-03-24 12:05:43.288544
18.6	0.095	250	250	4147865.0	4157647.0	4160903.0	4157788.0	4971046.0	4967399.0	4966232.0	4964713.0	6.59274141	0.710039785	24.5386965	1711451151.3736126	6	5.0	26-03-24 12:05:51.373666
19.199	0.098	250	250	4524194.0	4534704.0	4538282.0	4534992.0	5422194.0	5418123.0	5416856.0	5415142.0	7.1910758	0.774481523	24.5147368	1711451159.4118137	6	5.0	26-03-24 12:05:59.411872
19.8	0.101	250	250	4901276.0	4912540.0	4916455.0	4912963.0	5874345.0	5869842.0	5868505.0	5866589.0	7.79051298	0.839054938	24.5267167	1711451167.2113824	6	5.0	26-03-24 12:06:07.211432
20.4	0.104	250	250	5278056.0	5290056.0	5294240.0	5290605.0	6325964.0	6321012.0	6319621.0	6317505.0	8.3895279	0.903571843	24.5433042	1711451175.0130067	6	5.0	26-03-24 12:06:15.013061
21.0	0.107	250	250	5654520.0	5667257.0	5671808.0	5667967.0	6777288.0	6771915.0	6770420.0	6768135.0	8.98802651	0.968034354	24.6041249	1711451182.8150814	6	5.0	26-03-24 12:06:22.815137
21.6	0.11	250	250	6030919.0	6044412.0	6049285.0	6045246.0	7228515.0	7222734.0	7221175.0	7218723.0	9.586478	1.03249067	24.579866	1711451190.6609058	6	5.0	26-03-24 12:06:30.660954
22.199	0.113	250	250	6406836.0	6421111.0	6426288.0	6422055.0	7678879.0	7672679.0	7671071.0	7668409.0	10.1841289	1.09682439	24.7101004	1711451198.4580183	6	5.0	26-03-24 12:06:38.458072
22.799	0.117	250	250	6783053.0	6798116.0	6803590.0	6799191.0	8129938.0	8123297.0	8121589.0	8118731.0	10.7822987	1.16125743	24.7773718	1711451206.2596035	6	5.0	26-03-24 12:06:46.259656
23.399	0.12	250	250	6854076.0	7485716.0	6875382.0	7487367.0	8388607.0	8388607.0	8388607.0	8388607.0	11.379555	9.9e+37	24.7383686	1711451214.086373	6	5.0	26-03-24 12:06:54.086438
