# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC1	temp_pt100	time	Delay	a	
0.11	0.0	250	250	-7439679.0	-7453138.0	-7460292.0	-7458108.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	21.9880311	1713952240.4463413	6	15.999999999999998	24-04-24 11:50:40.446410
0.6	0.002	250	250	-7154041.0	-7166524.0	-7173016.0	-7170471.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	21.9565046	1713952247.2341444	6	15.999999999999998	24-04-24 11:50:47.234212
1.2	0.005	250	250	-6779121.0	-6790879.0	-6797025.0	-6794671.0	-8125913.0	-8117026.0	-8116048.0	-8112104.0	-1.16100335	21.9252655	1713952254.014465	6	15.999999999999998	24-04-24 11:50:54.014521
1.8	0.008	250	250	-6403206.0	-6414220.0	-6420029.0	-6417871.0	-7675270.0	-7666769.0	-7665848.0	-7662089.0	-1.09661001	21.9130957	1713952260.7927146	6	15.999999999999998	24-04-24 11:51:00.792774
2.401	0.011	250	250	-6026045.0	-6036293.0	-6041758.0	-6039833.0	-7223209.0	-7215133.0	-7214338.0	-7210715.0	-1.03202415	21.8980511	1713952267.5773704	6	15.999999999999998	24-04-24 11:51:07.577433
3.001	0.015	250	250	-5649467.0	-5659021.0	-5664157.0	-5662404.0	-6771791.0	-6764151.0	-6763414.0	-6759988.0	-0.967528779	21.8608709	1713952274.360608	6	15.999999999999998	24-04-24 11:51:14.360657
3.6	0.018	250	250	-5272949.0	-5281788.0	-5286583.0	-5285013.0	-6320436.0	-6313253.0	-6312547.0	-6309276.0	-0.903047254	21.861925	1713952281.141459	6	15.999999999999998	24-04-24 11:51:21.141514
4.2	0.021	250	250	-4896104.0	-4904147.0	-4908658.0	-4907285.0	-5868669.0	-5861925.0	-5861316.0	-5858254.0	-0.838509321	21.8862646	1713952287.9263127	6	15.999999999999998	24-04-24 11:51:27.926371
4.8	0.024	250	250	-4519521.0	-4526840.0	-4531005.0	-4529815.0	-5417255.0	-5410909.0	-5410367.0	-5407529.0	-0.774012896	21.8145872	1713952294.7068803	6	15.999999999999998	24-04-24 11:51:34.706943
5.4	0.027	250	250	-4142415.0	-4148988.0	-4152831.0	-4151841.0	-4965266.0	-4959358.0	-4958894.0	-4956248.0	-0.709445956	21.805388	1713952301.4873173	6	15.999999999999998	24-04-24 11:51:41.487368
6.0	0.03	250	250	-3765806.0	-3771662.0	-3775194.0	-3774398.0	-4513969.0	-4508520.0	-4508111.0	-4505639.0	-0.644966816	21.8326024	1713952308.2736273	6	15.999999999999998	24-04-24 11:51:48.273686
6.6	0.033	250	250	-3388775.0	-3393876.0	-3397074.0	-3396472.0	-4062135.0	-4057111.0	-4056797.0	-4054476.0	-0.580415765	21.7769279	1713952315.0562258	6	15.999999999999998	24-04-24 11:51:55.056287
7.2	0.036	250	250	-3012243.0	-3016602.0	-3019458.0	-3019060.0	-3610919.0	-3606344.0	-3606090.0	-3603991.0	-0.515956917	21.8003093	1713952321.838173	6	15.999999999999998	24-04-24 11:52:01.838230
7.8	0.039	250	250	-2634827.0	-2638466.0	-2640991.0	-2640769.0	-3158707.0	-3154541.0	-3154377.0	-3152463.0	-0.451353092	21.7630332	1713952328.6185853	6	15.999999999999998	24-04-24 11:52:08.618640
8.4	0.042	250	250	-2258335.0	-2261213.0	-2263415.0	-2263395.0	-2707473.0	-2703733.0	-2703644.0	-2701918.0	-0.386886576	21.7944639	1713952335.4005194	6	15.999999999999998	24-04-24 11:52:15.400571
8.999	0.045	250	250	-1881914.0	-1884063.0	-1885944.0	-1886102.0	-2256364.0	-2253066.0	-2253048.0	-2251517.0	-0.322442822	21.7410892	1713952342.182224	6	15.999999999999998	24-04-24 11:52:22.182282
9.599	0.048	250	250	-1505026.0	-1506438.0	-1507994.0	-1508343.0	-1804635.0	-1801765.0	-1801824.0	-1800498.0	-0.257913389	21.685223	1713952348.9706342	6	15.999999999999998	24-04-24 11:52:28.970692
10.2	0.051	250	250	-1127935.0	-1128595.0	-1129833.0	-1130377.0	-1352724.0	-1350280.0	-1350412.0	-1349269.0	-0.193351934	21.6054964	1713952355.753672	6	15.999999999999998	24-04-24 11:52:35.753727
