# 
A1	f1	A2	f2	Amax	Delay	a	
0	0	1.0	9444444.444444444	0.003630780547701015	0.1	0	10-04-24 19:46:26.432054
0	0	2.0	9444444.444444444	0.007943282347242816	0.1	0	10-04-24 19:46:32.929934
0	0	3.0	9444444.444444444	0.012589254117941671	0.1	0	10-04-24 19:46:39.427594
0	0	4.0	9444444.444444444	0.017378008287493776	0.1	0	10-04-24 19:46:45.925295
0	0	5.0	9444444.444444444	0.02290867652767774	0.1	0	10-04-24 19:46:52.422957
0	0	6.0	9444444.444444444	0.027542287033381702	0.1	0	10-04-24 19:46:58.920839
0	0	7.0	9444444.444444444	0.033113112148259134	0.1	0	10-04-24 19:47:05.418454
0	0	8.0	9444444.444444444	0.036307805477010145	0.1	0	10-04-24 19:47:11.917676
0	0	9.0	9444444.444444444	0.04168693834703357	0.1	0	10-04-24 19:47:18.416493
0	0	10.0	9444444.444444444	0.04786300923226388	0.1	0	10-04-24 19:47:24.914050
0	0	11.0	9444444.444444444	0.05248074602497729	0.1	0	10-04-24 19:47:31.411966
0	0	12.0	9444444.444444444	0.057543993733715715	0.1	0	10-04-24 19:47:37.909362
0	0	13.0	9444444.444444444	0.06025595860743583	0.1	0	10-04-24 19:47:44.408699
0	0	14.0	9444444.444444444	0.06309573444801943	0.1	0	10-04-24 19:47:50.905748
0	0	15.0	9444444.444444444	0.06606934480075964	0.1	0	10-04-24 19:47:57.402687
