# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	time	Delay	a	
0.087	0.0	250	250	-7447788.0	-7461125.0	-7468118.0	-7466039.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.8879402	9.9e+37	24.6560535	1711450256.187444	6	3.0	26-03-24 11:50:56.187504
0.6	0.002	250	250	-7154339.0	-7166862.0	-7173256.0	-7170902.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3773357	9.9e+37	24.572817	1711450264.0220346	6	3.0	26-03-24 11:51:04.022094
1.2	0.005	250	250	-6779109.0	-6790935.0	-6797021.0	-6794819.0	-8125552.0	-8116533.0	-8115660.0	-8111597.0	-10.7804565	-1.16088512	24.6142857	1711450272.066261	6	3.0	26-03-24 11:51:12.066312
1.8	0.008	250	250	-6403111.0	-6414145.0	-6419929.0	-6417914.0	-7674792.0	-7666197.0	-7665350.0	-7661483.0	-10.1825722	-1.09647288	24.5264415	1711450280.1258564	6	3.0	26-03-24 11:51:20.125911
2.401	0.011	250	250	-6025876.0	-6036196.0	-6041637.0	-6039823.0	-7222728.0	-7214564.0	-7213800.0	-7210084.0	-9.58278053	-1.03190491	24.5829538	1711450288.169389	6	3.0	26-03-24 11:51:28.169449
3.001	0.014	250	250	-5649296.0	-5658864.0	-5663970.0	-5662350.0	-6771574.0	-6763868.0	-6763148.0	-6759649.0	-8.98395354	-0.967450959	24.5746601	1711450296.0214581	6	3.0	26-03-24 11:51:36.021509
3.6	0.018	250	250	-5272829.0	-5281636.0	-5286443.0	-5284986.0	-6320482.0	-6313216.0	-6312569.0	-6309232.0	-8.38538744	-0.902991675	24.5313483	1711450304.1105356	6	3.0	26-03-24 11:51:44.110585
4.2	0.021	250	250	-4895904.0	-4903976.0	-4908451.0	-4907170.0	-5868725.0	-5861889.0	-5861298.0	-5858222.0	-7.786108	-0.838451827	24.5924682	1711450312.131456	6	3.0	26-03-24 11:51:52.131508
4.8	0.024	250	250	-4519316.0	-4526624.0	-4530799.0	-4529705.0	-5417386.0	-5410983.0	-5410457.0	-5407575.0	-7.18731968	-0.773993222	24.4723706	1711450319.9625247	6	3.0	26-03-24 11:51:59.962577
5.4	0.027	250	250	-4142305.0	-4148897.0	-4152713.0	-4151801.0	-4965557.0	-4959603.0	-4959198.0	-4956475.0	-6.5878776	-0.709422849	24.4772774	1711450327.776593	6	3.0	26-03-24 11:52:07.776646
6.0	0.03	250	250	-3765671.0	-3771550.0	-3774999.0	-3774301.0	-4513987.0	-4508438.0	-4508053.0	-4505563.0	-5.98906626	-0.644916194	24.3952616	1711450335.6209514	6	3.0	26-03-24 11:52:15.621005
6.6	0.033	250	250	-3388596.0	-3393746.0	-3396881.0	-3396354.0	-4062072.0	-4056973.0	-4056692.0	-4054366.0	-5.38959791	-0.580368585	24.3018883	1711450343.5014179	6	3.0	26-03-24 11:52:23.501471
7.2	0.036	250	250	-3011968.0	-3016368.0	-3019180.0	-3018857.0	-3610667.0	-3606017.0	-3605809.0	-3603683.0	-4.79078691	-0.515890288	24.2834577	1711450351.6056552	6	3.0	26-03-24 11:52:31.605707
