# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC	temp	Delay	a	
0.111	0.0	250	250	-7433530.0	-7447063.0	-7454120.0	-7452331.0	-7447855.0	-7442467.0	-7441575.0	-7439009.0	-11.8780787	15.8685515	6	13.0	11-03-24 16:15:03.419776
0.601	0.002	250	250	-7160300.0	-7172848.0	-7179112.0	-7176849.0	-7179042.0	-7173660.0	-7172492.0	-7169752.0	-11.3864543	15.732832	6	13.0	11-03-24 16:15:10.905882
1.201	0.005	250	250	-6785525.0	-6797361.0	-6803276.0	-6801190.0	-6803286.0	-6798117.0	-6797061.0	-6794404.0	-10.7902032	15.5634412	6	13.0	11-03-24 16:15:18.382991
1.801	0.008	250	250	-6409357.0	-6420409.0	-6426052.0	-6424139.0	-6426143.0	-6421237.0	-6420208.0	-6417682.0	-10.1920591	15.4135955	6	13.0	11-03-24 16:15:25.552951
2.401	0.012	250	250	-6031859.0	-6042192.0	-6047481.0	-6045756.0	-6047696.0	-6043015.0	-6042064.0	-6039653.0	-9.59186309	15.2710301	6	13.0	11-03-24 16:15:33.025428
3.001	0.015	250	250	-5654958.0	-5664544.0	-5669537.0	-5667977.0	-5669816.0	-5665354.0	-5664529.0	-5662213.0	-8.99258372	15.208672	6	13.0	11-03-24 16:15:40.605158
3.601	0.018	250	250	-5278150.0	-5287012.0	-5291658.0	-5290272.0	-5292045.0	-5287810.0	-5287052.0	-5284851.0	-8.39346667	15.1360759	6	13.0	11-03-24 16:15:48.080776
4.201	0.021	250	250	-4901007.0	-4909115.0	-4913457.0	-4912257.0	-4913948.0	-4909936.0	-4909276.0	-4907190.0	-7.79386827	15.1073891	6	13.0	11-03-24 16:15:55.249569
4.8	0.024	250	250	-4524091.0	-4531477.0	-4535506.0	-4534478.0	-4536078.0	-4532305.0	-4531711.0	-4529748.0	-7.19460774	15.1483407	6	13.0	11-03-24 16:16:02.448478
5.401	0.027	250	250	-4146722.0	-4153369.0	-4157068.0	-4156220.0	-4157736.0	-4154183.0	-4153675.0	-4151828.0	-6.59467151	15.2840602	6	13.0	11-03-24 16:16:09.792476
6.0	0.03	250	250	-3769794.0	-3775684.0	-3779069.0	-3778413.0	-3779844.0	-3776506.0	-3776104.0	-3774364.0	-5.99543266	15.3715477	6	13.0	11-03-24 16:16:16.991979
6.601	0.033	250	250	-3392371.0	-3397526.0	-3400590.0	-3400123.0	-3401482.0	-3398357.0	-3398022.0	-3396416.0	-5.39533351	15.3354151	6	13.0	11-03-24 16:16:24.334210
7.2	0.036	250	250	-3015506.0	-3019915.0	-3022683.0	-3022373.0	-3023667.0	-3020775.0	-3020521.0	-3019020.0	-4.79623774	15.4683425	6	13.0	11-03-24 16:16:31.742631
7.801	0.039	250	250	-2637890.0	-2641553.0	-2644005.0	-2643872.0	-2645099.0	-2642411.0	-2642259.0	-2640872.0	-4.19585726	15.3287347	6	13.0	11-03-24 16:16:39.079230
8.4	0.042	250	250	-2261007.0	-2263926.0	-2266060.0	-2266115.0	-2267261.0	-2264797.0	-2264719.0	-2263459.0	-3.59669554	15.2375243	6	13.0	11-03-24 16:16:46.347964
9.0	0.045	250	250	-1884314.0	-1886491.0	-1888308.0	-1888539.0	-1889608.0	-1887364.0	-1887374.0	-1886221.0	-2.99776334	15.1407295	6	13.0	11-03-24 16:16:53.616164
9.6	0.048	250	250	-1507112.0	-1508546.0	-1510049.0	-1510448.0	-1511439.0	-1509417.0	-1509511.0	-1508479.0	-2.39806016	15.083025	6	13.0	11-03-24 16:17:01.094550
10.2	0.051	250	250	-1129687.0	-1130374.0	-1131569.0	-1132147.0	-1133050.0	-1131264.0	-1131439.0	-1130521.0	-1.79800787	15.1312569	6	13.0	11-03-24 16:17:08.245587
10.801	0.054	250	250	-752134.9	-752080.9	-752964.1	-753715.2	-754547.7	-752982.3	-753238.1	-752435.7	-1.19775132	14.9229414	6	13.0	11-03-24 16:17:16.147060
11.401	0.058	250	250	-375134.2	-374324.8	-374894.5	-375835.2	-376582.0	-375237.0	-375589.9	-374892.9	-0.598389692	14.9154956	6	13.0	11-03-24 16:17:23.316608
12.001	0.061	250	250	1930.908	3478.052	3218.016	2108.792	1442.296	2555.744	2120.988	2701.372	0.0011171037	14.9209145	6	13.0	11-03-24 16:17:30.500647
12.6	0.064	250	250	378731.8	381005.8	381062.1	379792.8	379197.3	380084.9	379566.2	380029.7	0.600262617	14.8522068	6	13.0	11-03-24 16:17:37.870176
13.201	0.067	250	250	755902.9	758918.1	759288.5	757844.9	757335.2	757993.2	757389.3	757734.7	1.19992883	14.8138819	6	13.0	11-03-24 16:17:45.129960
13.8	0.07	250	250	1132540.0	1136291.0	1136972.0	1135358.0	1134929.0	1135371.0	1134685.0	1134914.0	1.79872379	14.7969635	6	13.0	11-03-24 16:17:52.316068
14.4	0.073	250	250	1509687.0	1514186.0	1515183.0	1513383.0	1513033.0	1513239.0	1512471.0	1512578.0	2.39830027	14.6779969	6	13.0	11-03-24 16:17:59.829481
14.999	0.076	250	250	1886600.0	1891836.0	1893142.0	1891174.0	1890901.0	1890889.0	1890033.0	1890030.0	2.99757517	14.6305303	6	13.0	11-03-24 16:18:07.478667
15.6	0.079	250	250	2264291.0	2270266.0	2271890.0	2269748.0	2269553.0	2269316.0	2268381.0	2268262.0	3.59803289	14.4425251	6	13.0	11-03-24 16:18:14.846691
16.201	0.082	250	250	2641582.0	2648295.0	2650234.0	2647918.0	2647806.0	2647334.0	2646323.0	2646091.0	4.19780168	14.4228146	6	13.0	11-03-24 16:18:22.510603
16.8	0.085	250	250	3018485.0	3025941.0	3028185.0	3025703.0	3025660.0	3024959.0	3023863.0	3023512.0	4.79701166	14.2666193	6	13.0	11-03-24 16:18:29.876414
17.4	0.088	250	250	3395710.0	3403916.0	3406492.0	3403824.0	3403868.0	3402952.0	3401766.0	3401303.0	5.39682453	14.2265984	6	13.0	11-03-24 16:18:37.069828
18.0	0.091	250	250	3772918.0	3781866.0	3784753.0	3781915.0	3782016.0	3780892.0	3779609.0	3779036.0	5.99646957	14.2954716	6	13.0	11-03-24 16:18:44.716697
18.6	0.095	250	250	4150051.0	4159725.0	4162914.0	4159903.0	4160102.0	4158738.0	4157394.0	4156679.0	6.59602397	14.2673846	6	13.0	11-03-24 16:18:52.289516
19.2	0.098	250	250	4526847.0	4537266.0	4540751.0	4537572.0	4537850.0	4536260.0	4534828.0	4533991.0	7.19497449	14.1819239	6	13.0	11-03-24 16:19:00.184467
19.8	0.101	250	250	4904270.0	4915430.0	4919237.0	4915877.0	4916214.0	4914418.0	4912874.0	4911952.0	7.79495536	14.2340442	6	13.0	11-03-24 16:19:07.545637
20.4	0.104	250	250	5281321.0	5293222.0	5297341.0	5293812.0	5294232.0	5292211.0	5290590.0	5289541.0	8.39436675	14.2331135	6	13.0	11-03-24 16:19:14.814880
21.0	0.107	250	250	5657926.0	5670598.0	5675021.0	5671317.0	5671793.0	5669563.0	5667857.0	5666684.0	8.99316232	14.3074055	6	13.0	11-03-24 16:19:22.390602
21.6	0.11	250	250	6034830.0	6048209.0	6052963.0	6049079.0	6049668.0	6047203.0	6045421.0	6044097.0	9.59228564	14.3195049	6	13.0	11-03-24 16:19:29.550142
22.2	0.113	250	250	6410931.0	6425050.0	6430131.0	6426067.0	6426717.0	6424013.0	6422154.0	6420742.0	10.1902241	14.2692461	6	13.0	11-03-24 16:19:37.021213
22.8	0.117	250	250	6787594.0	6802491.0	6807819.0	6803642.0	6804337.0	6801400.0	6799530.0	6797952.0	10.7890963	14.2487702	6	13.0	11-03-24 16:19:44.597418
23.4	0.12	250	250	6843814.0	7488362.0	6864653.0	7490066.0	7485942.0	6860730.0	7480367.0	7478728.0	11.3866107	14.2087493	6	13.0	11-03-24 16:19:51.769235
24.0	0.123	250	250	6835023.0	7488561.0	6855982.0	7490272.0	7486050.0	6851987.0	7480483.0	7478782.0	11.9665395	14.0814063	6	13.0	11-03-24 16:19:59.130410
