# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC	temp	Delay	a	
0.044	0.0	250	250	-7449114.0	-7462299.0	-7469167.0	-7466369.0	-7445266.0	-7439133.0	-7438049.0	-7435381.0	-11.9401691	32.8890874	6.0	1.0	14-12-23 14:32:21.669599
0.5	0.002	250	250	-7226703.0	-7239574.0	-7246353.0	-7243513.0	-7248408.0	-7242508.0	-7241409.0	-7238766.0	-11.4908293	32.7561516	6.0	1.0	14-12-23 14:32:28.829578
1.0	0.004	250	250	-6913481.0	-6925737.0	-6932172.0	-6929534.0	-6934222.0	-6928545.0	-6927534.0	-6924970.0	-10.9926753	32.7061373	6.0	1.0	14-12-23 14:32:36.007614
1.499	0.007	250	250	-6599965.0	-6611586.0	-6617767.0	-6615288.0	-6619818.0	-6614323.0	-6613391.0	-6610927.0	-10.494201	32.6320425	6.0	1.0	14-12-23 14:32:43.181051
2.0	0.009	250	250	-6285433.0	-6296381.0	-6302310.0	-6299993.0	-6304282.0	-6299023.0	-6298130.0	-6295782.0	-9.99408282	32.5655627	6.0	1.0	14-12-23 14:32:50.448011
2.499	0.012	250	250	-5971394.0	-5981734.0	-5987377.0	-5985220.0	-5989369.0	-5984314.0	-5983479.0	-5981196.0	-9.49485401	32.428968	6.0	1.0	14-12-23 14:32:57.842691
3.0	0.014	250	250	-5656624.0	-5666367.0	-5671705.0	-5669719.0	-5673696.0	-5668836.0	-5668070.0	-5665894.0	-8.99450651	32.3905484	6.0	1.0	14-12-23 14:33:05.017272
3.5	0.017	250	250	-5342750.0	-5351835.0	-5356913.0	-5355093.0	-5358875.0	-5354228.0	-5353532.0	-5351432.0	-8.49547398	32.4042697	6.0	1.0	14-12-23 14:33:12.192394
4.0	0.02	250	250	-5028264.0	-5036732.0	-5041506.0	-5039888.0	-5043489.0	-5039061.0	-5038430.0	-5036435.0	-7.99551235	32.4609842	6.0	1.0	14-12-23 14:33:19.364648
4.5	0.022	250	250	-4713802.0	-4721646.0	-4726122.0	-4724675.0	-4728112.0	-4723878.0	-4723310.0	-4721399.0	-7.49563793	32.553671	6.0	1.0	14-12-23 14:33:26.584413
5.0	0.025	250	250	-4399237.0	-4406462.0	-4410690.0	-4409392.0	-4412624.0	-4408599.0	-4408089.0	-4406299.0	-6.99556711	32.660079	6.0	1.0	14-12-23 14:33:33.851780
5.5	0.027	250	250	-4084934.0	-4091529.0	-4095460.0	-4094354.0	-4097440.0	-4093605.0	-4093171.0	-4091435.0	-6.49593142	32.6982015	6.0	1.0	14-12-23 14:33:41.025502
