# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC1	temp_pt100	time	Delay	a	
0.102	0.0	250	250	-7444725.0	-7458321.0	-7465278.0	-7463135.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	21.3997594	1714097065.450057	6	184.0	26-04-24 04:04:25.450151
0.6	0.002	250	250	-7153959.0	-7166557.0	-7172919.0	-7170522.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	21.4296569	1714097072.221088	6	184.0	26-04-24 04:04:32.221152
1.2	0.005	250	250	-6778923.0	-6790755.0	-6796805.0	-6794578.0	-8124426.0	-8115532.0	-8114558.0	-8110474.0	-1.16081859	21.4732574	1714097079.0054352	6	184.0	26-04-24 04:04:39.005483
1.8	0.008	250	250	-6402956.0	-6414053.0	-6419783.0	-6417750.0	-7673968.0	-7665433.0	-7664543.0	-7660721.0	-1.0964467	21.4746948	1714097085.7889977	6	184.0	26-04-24 04:04:45.789053
2.4	0.011	250	250	-6025888.0	-6036235.0	-6041634.0	-6039785.0	-7222062.0	-7214001.0	-7213166.0	-7209502.0	-1.03188068	21.5308484	1714097092.5712674	6	184.0	26-04-24 04:04:52.571320
3.0	0.015	250	250	-5649249.0	-5658853.0	-5663932.0	-5662267.0	-6770627.0	-6763011.0	-6762241.0	-6758770.0	-0.967388771	21.5539423	1714097099.3556273	6	184.0	26-04-24 04:04:59.355678
3.6	0.018	250	250	-5272788.0	-5281674.0	-5286442.0	-5284963.0	-6319381.0	-6312198.0	-6311517.0	-6308235.0	-0.90292258	21.5942848	1714097106.140013	6	184.0	26-04-24 04:05:06.140066
4.2	0.021	250	250	-4895955.0	-4904098.0	-4908511.0	-4907232.0	-5867715.0	-5860948.0	-5860382.0	-5857224.0	-0.838391063	21.5976387	1714097112.9229991	6	184.0	26-04-24 04:05:12.923053
4.8	0.024	250	250	-4519362.0	-4526746.0	-4530856.0	-4529762.0	-5416621.0	-5410280.0	-5409744.0	-5406866.0	-0.773941919	21.6631832	1714097119.704346	6	184.0	26-04-24 04:05:19.704399
5.4	0.027	250	250	-4142356.0	-4148993.0	-4152752.0	-4151868.0	-4964890.0	-4958979.0	-4958524.0	-4955834.0	-0.709416931	21.7024716	1714097126.483673	6	184.0	26-04-24 04:05:26.483725
5.999	0.03	250	250	-3765754.0	-3771635.0	-3775083.0	-3774383.0	-4513541.0	-4508039.0	-4507683.0	-4505173.0	-0.64492098	21.6662496	1714097133.2654772	6	184.0	26-04-24 04:05:33.265529
6.6	0.033	250	250	-3388700.0	-3393844.0	-3396992.0	-3396452.0	-4061720.0	-4056683.0	-4056390.0	-4054072.0	-0.580377916	21.7572837	1714097140.047647	6	184.0	26-04-24 04:05:40.047702
7.199	0.036	250	250	-3012150.0	-3016558.0	-3019388.0	-3019020.0	-3610462.0	-3605827.0	-3605602.0	-3603497.0	-0.515904299	21.7271945	1714097146.8296046	6	184.0	26-04-24 04:05:46.829657
7.8	0.039	250	250	-2634747.0	-2638399.0	-2640912.0	-2640731.0	-3158180.0	-3154009.0	-3153876.0	-3151938.0	-0.451294235	21.8169829	1714097153.6138747	6	184.0	26-04-24 04:05:53.613926
8.399	0.042	250	250	-2258257.0	-2261186.0	-2263366.0	-2263381.0	-2707030.0	-2703274.0	-2703225.0	-2701480.0	-0.38684458	21.8693035	1714097160.3965974	6	184.0	26-04-24 04:06:00.396646
8.999	0.045	250	250	-1881865.0	-1884053.0	-1885900.0	-1886093.0	-2256014.0	-2252703.0	-2252704.0	-2251180.0	-0.322406462	21.899201	1714097167.1792116	6	184.0	26-04-24 04:06:07.179267
9.599	0.048	250	250	-1504975.0	-1506416.0	-1507933.0	-1508317.0	-1804346.0	-1801474.0	-1801558.0	-1800189.0	-0.257882899	22.0077711	1714097173.9617724	6	184.0	26-04-24 04:06:13.961828
10.199	0.051	250	250	-1127876.0	-1128568.0	-1129772.0	-1130343.0	-1352474.0	-1350023.0	-1350193.0	-1349026.0	-0.193330551	22.0078669	1714097180.746492	6	184.0	26-04-24 04:06:20.746546
10.799	0.055	250	250	-750656.6	-750599.8	-751490.8	-752239.8	-900445.3	-898433.6	-898668.7	-897693.9	-0.128747644	21.9799818	1714097187.5281641	6	184.0	26-04-24 04:06:27.528224
11.399	0.058	250	250	-373948.1	-373149.6	-373722.6	-374660.2	-448997.3	-447420.4	-447741.1	-446931.8	-0.0642543835	22.0842397	1714097194.3121076	6	184.0	26-04-24 04:06:34.312166
11.999	0.061	250	250	2910.148	4450.676	4199.572	3077.4	2602.292	3752.244	3344.304	3958.012	0.000266840542	22.1288943	1714097201.0979156	6	184.0	26-04-24 04:06:41.097975
