# 
A1	f1	A2	f2	Amax	Delay	a	
0	0	1.0	4166666.6666666665	0.004168693834703358	0.1	0	10-04-24 19:38:19.102115
0	0	2.0	4166666.6666666665	0.00954992586021437	0.1	0	10-04-24 19:38:25.600021
0	0	3.0	4166666.6666666665	0.015135612484362097	0.1	0	10-04-24 19:38:32.097682
0	0	4.0	4166666.6666666665	0.02089296130854041	0.1	0	10-04-24 19:38:38.595641
0	0	5.0	4166666.6666666665	0.027542287033381702	0.1	0	10-04-24 19:38:45.093267
0	0	6.0	4166666.6666666665	0.033113112148259134	0.1	0	10-04-24 19:38:51.591481
0	0	7.0	4166666.6666666665	0.03981071705534979	0.1	0	10-04-24 19:38:58.089056
0	0	8.0	4166666.6666666665	0.04570881896148752	0.1	0	10-04-24 19:39:04.586721
0	0	9.0	4166666.6666666665	0.05248074602497729	0.1	0	10-04-24 19:39:11.084677
0	0	10.0	4166666.6666666665	0.057543993733715715	0.1	0	10-04-24 19:39:17.582236
0	0	11.0	4166666.6666666665	0.06309573444801943	0.1	0	10-04-24 19:39:24.080003
0	0	12.0	4166666.6666666665	0.06918309709189374	0.1	0	10-04-24 19:39:30.577793
0	0	13.0	4166666.6666666665	0.07585775750291845	0.1	0	10-04-24 19:39:37.076409
0	0	14.0	4166666.6666666665	0.07244359600749903	0.1	0	10-04-24 19:39:43.575481
0	0	15.0	4166666.6666666665	0.07585775750291845	0.1	0	10-04-24 19:39:50.073202
