# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp_pt100	time	Delay	a	
0.013	0.0	250	250	-7453708.0	-7466766.0	-7473285.0	-7470926.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.9665251	9.9e+37	21.9712617	1714170843.5418797	60.0	901.0089100891008	27-04-24 00:34:03.541951
0.6	0.002	250	250	-7157087.0	-7169691.0	-7176083.0	-7173643.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3819097	9.9e+37	22.3094292	1714170910.0069952	60.0	901.0089100891008	27-04-24 00:35:10.007066
1.2	0.005	250	250	-6780176.0	-6792093.0	-6798182.0	-6795886.0	-8127079.0	-8118136.0	-8117174.0	-8113165.0	-10.7827115	-1.16121432	22.6530589	1714170976.4868355	60.0	901.0089100891008	27-04-24 00:36:16.486898
1.8	0.008	250	250	-6403678.0	-6414801.0	-6420554.0	-6418504.0	-7677481.0	-7668992.0	-7668101.0	-7664278.0	-10.183919	-1.09693736	22.5300191	1714171042.970944	60.0	901.0089100891008	27-04-24 00:37:22.971006
2.4	0.011	250	250	-6026185.0	-6036559.0	-6041994.0	-6040101.0	-7226072.0	-7217990.0	-7217140.0	-7213504.0	-9.58364689	-1.03243589	22.3363562	1714171109.4554887	60.0	901.0089100891008	27-04-24 00:38:29.455550
3.0	0.014	250	250	-5649315.0	-5658926.0	-5664028.0	-5662348.0	-6775010.0	-6767350.0	-6766591.0	-6763157.0	-8.98446873	-0.967976586	21.8465929	1714171175.9282155	60.0	901.0089100891008	27-04-24 00:39:35.928277
3.6	0.017	250	250	-5272631.0	-5281535.0	-5286304.0	-5284815.0	-6323425.0	-6316219.0	-6315538.0	-6312245.0	-8.38553759	-0.903494793	21.3197452	1714171242.4112976	60.0	901.0089100891008	27-04-24 00:40:42.411361
4.2	0.02	250	250	-4895682.0	-4903831.0	-4908283.0	-4906972.0	-5871294.0	-5864527.0	-5863926.0	-5860833.0	-7.78621221	-0.838868834	21.4205535	1714171308.8947885	60.0	901.0089100891008	27-04-24 00:41:48.894851
4.799	0.024	250	250	-4519079.0	-4526453.0	-4530586.0	-4529464.0	-5419677.0	-5413378.0	-5412863.0	-5409955.0	-7.18736839	-0.774369044	21.9190369	1714171375.3704343	60.0	901.0089100891008	27-04-24 00:42:55.370497
5.4	0.027	250	250	-4141971.0	-4148610.0	-4152453.0	-4151506.0	-4967543.0	-4961663.0	-4961214.0	-4958523.0	-6.58780284	-0.709769654	22.4164661	1714171441.8444178	60.0	901.0089100891008	27-04-24 00:44:01.844478
5.999	0.03	250	250	-3765254.0	-3771157.0	-3774652.0	-3773897.0	-4515694.0	-4510225.0	-4509847.0	-4507347.0	-5.98883623	-0.645215885	22.3886768	1714171508.3319976	60.0	901.0089100891008	27-04-24 00:45:08.332059
6.6	0.033	250	250	-3388215.0	-3393353.0	-3396510.0	-3395973.0	-4063453.0	-4058433.0	-4058124.0	-4055810.0	-5.38932571	-0.580601553	22.0297151	1714171574.8126163	60.0	901.0089100891008	27-04-24 00:46:14.812718
7.199	0.036	250	250	-3011570.0	-3015995.0	-3018845.0	-3018471.0	-3611708.0	-3607161.0	-3606874.0	-3604767.0	-4.7904061	-0.516063055	21.5227033	1714171641.287358	60.0	901.0089100891008	27-04-24 00:47:21.287418
7.8	0.039	250	250	-2634071.0	-2637749.0	-2640269.0	-2640081.0	-3158978.0	-3154809.0	-3154644.0	-3152698.0	-4.19025071	-0.451382739	21.504784	1714171707.7624342	60.0	901.0089100891008	27-04-24 00:48:27.762497
8.399	0.042	250	250	-2257622.0	-2260564.0	-2262750.0	-2262748.0	-2707451.0	-2703732.0	-2703645.0	-2701913.0	-3.59172046	-0.386886024	21.8929724	1714171774.2375152	60.0	901.0089100891008	27-04-24 00:49:34.237577
