# 
hvpsu1	hvpsu2	hvpsu3	hvpsu4	VDC	IDC	Delay	a	b	
100.0	85.0	100.0	85.0	99.994067	0.0012512393	5.0	100.0	-15.0	18-06-24 15:24:30.889722
100.0	86.0	100.0	86.0	99.9839275	0.00125223274	5.0	100.0	-14.0	18-06-24 15:24:38.103110
100.0	87.0	100.0	87.0	99.972868	0.00125297118	5.0	100.0	-13.0	18-06-24 15:24:45.410074
100.0	88.0	100.0	88.0	99.9681576	0.00119746678	5.0	100.0	-12.0	18-06-24 15:24:52.830407
100.0	89.0	100.0	89.0	99.9679237	0.00109747829	5.0	100.0	-11.0	18-06-24 15:25:00.076947
100.0	90.0	100.0	90.0	99.9680971	0.0009977188010000001	5.0	100.0	-10.0	18-06-24 15:25:07.371809
100.0	91.0	100.0	91.0	99.9681407	0.000897782161	5.0	100.0	-9.0	18-06-24 15:25:16.121866
100.0	92.0	100.0	92.0	99.9683141	0.000797985916	5.0	100.0	-8.0	18-06-24 15:25:23.252660
100.0	93.0	100.0	93.0	99.9679668	0.000697254431	5.0	100.0	-7.0	18-06-24 15:25:30.480667
100.0	94.0	100.0	94.0	99.9681306	0.000597457514	5.0	100.0	-6.0	18-06-24 15:25:37.703557
100.0	95.0	100.0	95.0	99.9681437	0.0004974112629999999	5.0	100.0	-5.0	18-06-24 15:25:44.992938
100.0	96.0	100.0	96.0	99.967766	0.000397520127	5.0	100.0	-4.0	18-06-24 15:25:52.325493
100.0	97.0	100.0	97.0	99.9678133	0.000297578182	5.0	100.0	-3.0	18-06-24 15:25:59.574468
100.0	98.0	100.0	98.0	99.9680646	0.000197852096	5.0	100.0	-2.0	18-06-24 15:26:06.773175
100.0	99.0	100.0	99.0	99.9677608	9.78660686e-05	5.0	100.0	-1.0	18-06-24 15:26:14.079927
100.0	100.0	100.0	100.0	99.9676768	-2.71926809e-06	5.0	100.0	0.0	18-06-24 15:26:21.406297
100.0	101.0	100.0	101.0	99.967769	-0.000102652994	5.0	100.0	1.0	18-06-24 15:26:28.625912
100.0	102.0	100.0	102.0	99.9678229	-0.000202403736	5.0	100.0	2.0	18-06-24 15:26:35.947014
100.0	103.0	100.0	103.0	99.9680499	-0.00030231123599999996	5.0	100.0	3.0	18-06-24 15:26:43.249689
100.0	104.0	100.0	104.0	99.967679	-0.00040215223699999994	5.0	100.0	4.0	18-06-24 15:26:50.503444
100.0	105.0	100.0	105.0	99.9677749	-0.000502088279	5.0	100.0	5.0	18-06-24 15:26:57.837320
100.0	106.0	100.0	106.0	99.9678086	-0.0006018319980000001	5.0	100.0	6.0	18-06-24 15:27:05.033821
100.0	107.0	100.0	107.0	99.9680008	-0.0007017430100000001	5.0	100.0	7.0	18-06-24 15:27:12.313385
100.0	108.0	100.0	108.0	99.9679482	-0.0008022994309999999	5.0	100.0	8.0	18-06-24 15:27:19.466145
100.0	109.0	100.0	109.0	99.9679034	-0.000902233754	5.0	100.0	9.0	18-06-24 15:27:26.646874
100.0	110.0	100.0	110.0	99.968036	-0.00100201931	5.0	100.0	10.0	18-06-24 15:27:33.906980
100.0	111.0	100.0	111.0	99.9682435	-0.00110201364	5.0	100.0	11.0	18-06-24 15:27:41.075030
100.0	112.0	100.0	112.0	99.967749	-0.00120178373	5.0	100.0	12.0	18-06-24 15:27:48.274239
100.0	113.0	100.0	113.0	100.102779	-0.00128846773	5.0	100.0	13.0	18-06-24 15:27:55.420802
100.0	114.0	100.0	114.0	101.095165	-0.00129012668	5.0	100.0	14.0	18-06-24 15:28:02.686356
100.0	115.0	100.0	115.0	102.096965	-0.00129169074	5.0	100.0	15.0	18-06-24 15:28:09.949529
