# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp_pt100	time	Delay	a	
0.013	0.0	250	250	-7453090.0	-7466087.0	-7472687.0	-7470240.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.9664468	9.9e+37	22.402284	1714244435.1117527	60.0	3601.0356403564033	27-04-24 21:00:35.111823
0.6	0.002	250	250	-7157072.0	-7169658.0	-7176076.0	-7173537.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3818381	9.9e+37	21.8441014	1714244501.5917888	60.0	3601.0356403564033	27-04-24 21:01:41.591858
1.2	0.005	250	250	-6780135.0	-6791977.0	-6798037.0	-6795752.0	-8126850.0	-8117941.0	-8116964.0	-8112953.0	-10.7826007	-1.16117152	21.2578421	1714244568.0706415	60.0	3601.0356403564033	27-04-24 21:02:48.070704
1.8	0.008	250	250	-6403628.0	-6414707.0	-6420490.0	-6418405.0	-7677266.0	-7668796.0	-7667840.0	-7664092.0	-10.1839062	-1.09688795	21.156938	1714244634.5462444	60.0	3601.0356403564033	27-04-24 21:03:54.546310
2.4	0.011	250	250	-6026141.0	-6036443.0	-6041905.0	-6040008.0	-7225403.0	-7217410.0	-7216516.0	-7212869.0	-9.58367437	-1.03237667	21.6868521	1714244701.024235	60.0	3601.0356403564033	27-04-24 21:05:01.024297
3.0	0.014	250	250	-5649371.0	-5658935.0	-5664054.0	-5662371.0	-6774298.0	-6766648.0	-6765896.0	-6762496.0	-8.98454833	-0.967929111	22.1893601	1714244767.5056942	60.0	3601.0356403564033	27-04-24 21:06:07.505756
3.6	0.017	250	250	-5272690.0	-5281525.0	-5286362.0	-5284848.0	-6323129.0	-6315933.0	-6315283.0	-6312073.0	-8.38578238	-0.903453109	22.6493217	1714244834.0114005	60.0	3601.0356403564033	27-04-24 21:07:14.011463
4.2	0.02	250	250	-4895689.0	-4903805.0	-4908295.0	-4906975.0	-5871302.0	-5864568.0	-5863944.0	-5860907.0	-7.78627052	-0.838895224	22.5972885	1714244900.488879	60.0	3601.0356403564033	27-04-24 21:08:20.488939
4.799	0.024	250	250	-4519098.0	-4526432.0	-4530563.0	-4529440.0	-5419649.0	-5413332.0	-5412796.0	-5409945.0	-7.18744826	-0.7743663	22.262379	1714244966.964777	60.0	3601.0356403564033	27-04-24 21:09:26.964837
5.4	0.027	250	250	-4141948.0	-4148529.0	-4152383.0	-4151426.0	-4967493.0	-4961559.0	-4961130.0	-4958484.0	-6.58780475	-0.709778359	21.7406101	1714245033.4373002	60.0	3601.0356403564033	27-04-24 21:10:33.437362
5.999	0.03	250	250	-3765241.0	-3771120.0	-3774623.0	-3773867.0	-4515853.0	-4510395.0	-4509985.0	-4507512.0	-5.988802	-0.645236726	21.1300111	1714245099.9160497	60.0	3601.0356403564033	27-04-24 21:11:39.916114
6.6	0.033	250	250	-3388198.0	-3393311.0	-3396484.0	-3395922.0	-4063228.0	-4058227.0	-4057911.0	-4055582.0	-5.38926526	-0.580586684	21.4349273	1714245166.400232	60.0	3601.0356403564033	27-04-24 21:12:46.400293
7.199	0.036	250	250	-3011625.0	-3015996.0	-3018866.0	-3018475.0	-3611643.0	-3607063.0	-3606843.0	-3604698.0	-4.79055767	-0.516071069	21.8910559	1714245232.8827522	60.0	3601.0356403564033	27-04-24 21:13:52.882814
7.8	0.039	250	250	-2634171.0	-2637828.0	-2640355.0	-2640157.0	-3159039.0	-3154879.0	-3154734.0	-3152805.0	-4.19044383	-0.451403281	22.3030089	1714245299.3638477	60.0	3601.0356403564033	27-04-24 21:14:59.363909
8.399	0.042	250	250	-2257696.0	-2260614.0	-2262815.0	-2262810.0	-2707504.0	-2703771.0	-2703703.0	-2702000.0	-3.59188606	-0.386898867	22.742943	1714245365.8394551	60.0	3601.0356403564033	27-04-24 21:16:05.839516
8.999	0.045	250	250	-1881161.0	-1883326.0	-1885203.0	-1885378.0	-2256162.0	-2252842.0	-2252844.0	-2251313.0	-2.99321834	-0.322402815	22.3801483	1714245432.3206563	60.0	3601.0356403564033	27-04-24 21:17:12.320719
9.599	0.048	250	250	-1504250.0	-1505680.0	-1507222.0	-1507594.0	-1804182.0	-1801288.0	-1801370.0	-1800043.0	-2.39391357	-0.257837523	22.14116	1714245498.8074489	60.0	3601.0356403564033	27-04-24 21:18:18.807511
10.199	0.051	250	250	-1127119.0	-1127799.0	-1129011.0	-1129585.0	-1352059.0	-1349626.0	-1349781.0	-1348623.0	-1.79421278	-0.193241865	21.6392269	1714245565.2856314	60.0	3601.0356403564033	27-04-24 21:19:25.285696
10.799	0.054	250	250	-749796.3	-749734.1	-750627.1	-751379.0	-899720.1	-897707.5	-897926.7	-896984.3	-1.1942631	-0.128631168	21.2451931	1714245631.7609508	60.0	3601.0356403564033	27-04-24 21:20:31.761017
11.399	0.057	250	250	-373065.0	-372261.0	-372833.1	-373774.5	-448059.7	-446461.6	-446796.1	-445986.3	-0.595279424	-0.0641065444	21.3847148	1714245698.23806	60.0	3601.0356403564033	27-04-24 21:21:38.238127
11.999	0.06	250	250	3738.856	5288.832	5036.3	3910.44	3619.924	4751.992	4368.504	4958.092	0.00387716331	0.000425744587	21.7338065	1714245764.7138388	60.0	3601.0356403564033	27-04-24 21:22:44.713904
12.599	0.064	250	250	380478.1	382763.9	382834.5	381528.7	455162.4	455867.7	455389.1	455805.0	0.602879681	0.0649297935	22.2446513	1714245831.187948	60.0	3601.0356403564033	27-04-24 21:23:51.188017
13.199	0.067	250	250	757496.8	760512.4	760915.9	759418.2	907006.6	907291.6	906728.5	906967.6	1.20230136	0.129478118	22.6320731	1714245897.6666148	60.0	3601.0356403564033	27-04-24 21:24:57.666681
13.799	0.07	250	250	1134026.0	1137778.0	1138508.0	1136819.0	1358189.0	1358069.0	1357401.0	1357462.0	1.80102924	0.193953844	22.7150579	1714245964.1485946	60.0	3601.0356403564033	27-04-24 21:26:04.148657
14.399	0.073	250	250	1510925.0	1515421.0	1516474.0	1514602.0	1809884.0	1809277.0	1808546.0	1808417.0	2.4002991	0.258472717	22.2119749	1714246030.6309547	60.0	3601.0356403564033	27-04-24 21:27:10.631015
14.998	0.076	250	250	1887590.0	1892820.0	1894209.0	1892153.0	2261237.0	2260201.0	2259438.0	2259085.0	2.99917274	0.322952726	21.4076171	1714246097.107207	60.0	3601.0356403564033	27-04-24 21:28:17.107268
15.599	0.079	250	250	2265008.0	2270964.0	2272659.0	2270429.0	2713487.0	2712034.0	2711167.0	2710623.0	3.59915104	0.387557664	21.2581296	1714246163.5808465	60.0	3601.0356403564033	27-04-24 21:29:23.580908
16.2	0.082	250	250	2641971.0	2648700.0	2650702.0	2648277.0	3165024.0	3163166.0	3162208.0	3161510.0	4.19851356	0.452064368	21.5850856	1714246230.0558536	60.0	3601.0356403564033	27-04-24 21:30:30.055914
16.799	0.086	250	250	3018555.0	3026021.0	3028379.0	3025741.0	3616181.0	3613905.0	3612863.0	3611956.0	4.79722249	0.516498297	21.8906726	1714246296.5342891	60.0	3601.0356403564033	27-04-24 21:31:36.534350
17.399	0.089	250	250	3395422.0	3403630.0	3406314.0	3403487.0	4067681.0	4064958.0	4063836.0	4062755.0	5.39643623	0.581020364	22.3303192	1714246363.0145223	60.0	3601.0356403564033	27-04-24 21:32:43.014584
17.999	0.092	250	250	3772366.0	3781297.0	3784321.0	3781284.0	4519366.0	4516175.0	4515012.0	4513744.0	5.99576249	0.645517678	22.7504174	1714246429.4866354	60.0	3601.0356403564033	27-04-24 21:33:49.486698
18.599	0.095	250	250	4149281.0	4158976.0	4162310.0	4159100.0	4970850.0	4967258.0	4965967.0	4964572.0	6.59499681	0.710023348	22.6055295	1714246495.9619873	60.0	3601.0356403564033	27-04-24 21:34:55.962050
19.199	0.098	250	250	4525814.0	4536268.0	4539906.0	4536531.0	5421670.0	5417662.0	5416271.0	5414658.0	7.19374117	0.774437052	22.1861979	1714246562.4435577	60.0	3601.0356403564033	27-04-24 21:36:02.443621
19.799	0.101	250	250	4902932.0	4914118.0	4918088.0	4914535.0	5873489.0	5869058.0	5867636.0	5865831.0	7.7933047	0.838948307	21.7882353	1714246628.915523	60.0	3601.0356403564033	27-04-24 21:37:08.915584
20.399	0.104	250	250	5279891.0	5291787.0	5296101.0	5292371.0	6324743.0	6319923.0	6318424.0	6316355.0	8.39253944	0.903423086	21.3613334	1714246695.3976014	60.0	3601.0356403564033	27-04-24 21:38:15.397663
20.999	0.108	250	250	5656521.0	5669185.0	5673809.0	5669864.0	6775721.0	6770478.0	6768918.0	6766685.0	8.99131648	0.967862743	21.3784862	1714246761.8811102	60.0	3601.0356403564033	27-04-24 21:39:21.881172
21.599	0.111	250	250	6032969.0	6046362.0	6051322.0	6047200.0	7226804.0	7221157.0	7219432.0	7217074.0	9.58986419	1.03230527	21.9508509	1714246828.3670135	60.0	3601.0356403564033	27-04-24 21:40:28.367075
22.198	0.114	250	250	6408909.0	6423040.0	6428354.0	6424030.0	7676737.0	7670656.0	7668852.0	7666340.0	10.1876148	1.09659372	22.3032964	1714246894.8431633	60.0	3601.0356403564033	27-04-24 21:41:34.843409
22.799	0.117	250	250	6785369.0	6800296.0	6805909.0	6801390.0	8127358.0	8120821.0	8118952.0	8116217.0	10.7861181	1.16095151	22.5170827	1714246961.3239067	60.0	3601.0356403564033	27-04-24 21:42:41.323969
23.399	0.121	250	250	6856702.0	7485499.0	6877986.0	7487146.0	8388607.0	8388607.0	8388607.0	8388607.0	11.3838143	9.9e+37	22.1973136	1714247027.7938366	60.0	3601.0356403564033	27-04-24 21:43:47.793906
23.999	0.124	250	250	6847808.0	7485837.0	6869134.0	7487400.0	8388607.0	8388607.0	8388607.0	8388607.0	11.969602	9.9e+37	21.565633	1714247094.258807	60.0	3601.0356403564033	27-04-24 21:44:54.258878
