# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	temp_pt100	time	VDC10	ch1a	ch2a	ch3a	ch4a	VDC1	ch1b	ch2b	ch3b	ch4b	Delay	a	
6.599	0.033	250	250	21.5091919	1714465109.8749695	-5.3894058	-3388249.0	-3393420.0	-3396552.0	-3395994.0	-0.580510748	-4062729.0	-4057703.0	-4057361.0	-4055087.0	20	401.0039600396004	30-04-24 10:18:36.315932
7.199	0.036	250	250	21.7298777	1714465136.3544216	-4.79078588	-3011762.0	-3016188.0	-3019019.0	-3018621.0	-0.516040453	-3611462.0	-3606862.0	-3606612.0	-3604537.0	20	401.0039600396004	30-04-24 10:19:02.795586
7.8	0.039	250	250	21.8165037	1714465162.8328931	-4.19059099	-2634276.0	-2637941.0	-2640456.0	-2640238.0	-0.451392207	-3158932.0	-3154771.0	-3154623.0	-3152724.0	20	401.0039600396004	30-04-24 10:19:29.274335
8.399	0.042	250	250	21.9855396	1714465189.3120832	-3.59191053	-2257733.0	-2260653.0	-2262837.0	-2262839.0	-0.386920768	-2707642.0	-2703910.0	-2703828.0	-2702096.0	20	401.0039600396004	30-04-24 10:19:55.753780
8.998	0.045	250	250	22.1377102	1714465215.791265	-2.993393	-1881295.0	-1883479.0	-1885346.0	-1885530.0	-0.322441863	-2256307.0	-2252995.0	-2253005.0	-2251470.0	20	401.0039600396004	30-04-24 10:20:22.231754
9.598	0.048	250	250	22.2962053	1714465242.277395	-2.39415693	-1504417.0	-1505858.0	-1507400.0	-1507770.0	-0.257887506	-1804448.0	-1801562.0	-1801627.0	-1800301.0	20	401.0039600396004	30-04-24 10:20:48.717803
10.199	0.052	250	250	22.444543	1714465268.7554173	-1.79453067	-1127285.0	-1127978.0	-1129185.0	-1129754.0	-0.193306824	-1352360.0	-1349945.0	-1350075.0	-1348921.0	20	401.0039600396004	30-04-24 10:21:15.196834
10.799	0.055	250	250	22.521299	1714465295.2331288	-1.1947241	-750041.7	-749976.7	-750883.7	-751633.0	-0.12868528	-900070.4	-898046.9	-898278.6	-897315.2	20	401.0039600396004	30-04-24 10:21:41.675259
11.399	0.058	250	250	22.6934972	1714465321.7145076	-0.59574588	-373336.0	-372534.2	-373108.8	-374048.4	-0.0641629091	-448455.0	-446872.5	-447177.8	-446402.1	20	401.0039600396004	30-04-24 10:22:08.166116
11.999	0.061	250	250	22.6307316	1714465348.2035973	0.00359472526	3567.588	5117.308	4864.864	3739.468	0.000396908615	3424.516	4551.58	4184.068	4774.04	20	401.0039600396004	30-04-24 10:22:34.646093
12.599	0.064	250	250	22.5904849	1714465374.683451	0.60254104	380257.8	382545.7	382618.9	381313.7	0.0649157539	454993.3	455704.4	455224.7	455652.2	20	401.0039600396004	30-04-24 10:23:01.127203
13.199	0.067	250	250	22.4827773	1714465401.1646557	1.20200962	757274.3	760303.0	760695.2	759209.1	0.129487148	906967.6	907240.1	906693.9	906918.1	20	401.0039600396004	30-04-24 10:23:27.605595
13.798	0.07	250	250	22.3645288	1714465427.6427014	1.80070225	1133819.0	1137587.0	1138310.0	1136630.0	0.193963587	1358326.0	1358131.0	1357523.0	1357578.0	20	401.0039600396004	30-04-24 10:23:54.084545
14.398	0.073	250	250	22.3337689	1714465454.1221447	2.39987019	1510667.0	1515180.0	1516230.0	1514357.0	0.258501894	1810097.0	1809487.0	1808780.0	1808642.0	20	401.0039600396004	30-04-24 10:24:20.562122
14.998	0.076	250	250	22.194918	1714465480.5996723	2.99865514	1887294.0	1892543.0	1893922.0	1891862.0	0.322977139	2261392.0	2260367.0	2259616.0	2259278.0	20	401.0039600396004	30-04-24 10:24:47.040895
15.598	0.079	250	250	21.979311	1714465507.0937479	3.59865111	2264666.0	2270672.0	2272363.0	2270110.0	0.387601268	2713770.0	2712306.0	2711430.0	2710965.0	20	401.0039600396004	30-04-24 10:25:13.535719
16.199	0.083	250	250	21.7913975	1714465533.5736306	4.19798898	2641626.0	2648376.0	2650379.0	2647945.0	0.452152106	3165602.0	3163710.0	3162788.0	3162092.0	20	401.0039600396004	30-04-24 10:25:40.015013
16.798	0.086	250	250	21.627632	1714465560.0529213	4.79670107	3018177.0	3025684.0	3027994.0	3025403.0	0.516634393	3617000.0	3614676.0	3613654.0	3612805.0	20	401.0039600396004	30-04-24 10:26:06.494290
17.398	0.089	250	250	21.444414	1714465586.5305176	5.39594329	3395109.0	3403318.0	3405995.0	3403198.0	0.58115165	4068607.0	4065824.0	4064782.0	4063642.0	20	401.0039600396004	30-04-24 10:26:32.970519
17.998	0.092	250	250	21.3125583	1714465613.0078537	5.99520281	3771987.0	3780960.0	3783956.0	3780960.0	0.645662387	4520186.0	4517037.0	4515846.0	4514604.0	20	401.0039600396004	30-04-24 10:26:59.447528
18.598	0.095	250	250	21.3034549	1714465639.5037937	6.59443535	4148887.0	4158605.0	4161914.0	4158735.0	0.710178832	4971917.0	4968289.0	4967061.0	4965628.0	20	401.0039600396004	30-04-24 10:27:25.944449
19.198	0.098	250	250	21.4519842	1714465665.9808729	7.19281481	4525273.0	4535708.0	4539343.0	4536002.0	0.774584236	5422761.0	5418717.0	5417388.0	5415767.0	20	401.0039600396004	30-04-24 10:27:52.427370
19.798	0.101	250	250	21.4179662	1714465692.4648073	7.79244336	4902388.0	4913590.0	4917569.0	4913984.0	0.839127052	5874561.0	5870138.0	5868682.0	5866871.0	20	401.0039600396004	30-04-24 10:28:18.907717
20.398	0.105	250	250	21.6316567	1714465718.9473495	8.3916962	5279324.0	5291265.0	5295564.0	5291801.0	0.903623547	6326020.0	6321172.0	6319664.0	6317615.0	20	401.0039600396004	30-04-24 10:28:45.389534
20.998	0.108	250	250	21.7292069	1714465745.4264371	8.99023867	5655782.0	5668466.0	5673089.0	5669149.0	0.968047264	6776984.0	6771628.0	6770135.0	6767865.0	20	401.0039600396004	30-04-24 10:29:11.867830
21.598	0.111	250	250	21.9501801	1714465771.916307	9.58914259	6032453.0	6045897.0	6050862.0	6046716.0	1.0325063	7228196.0	7222523.0	7220854.0	7218420.0	20	401.0039600396004	30-04-24 10:29:38.357833
22.197	0.114	250	250	22.1354104	1714465798.3954642	10.1871997	6408628.0	6422792.0	6428079.0	6423716.0	1.09683001	7678517.0	7672393.0	7670712.0	7668081.0	20	401.0039600396004	30-04-24 10:30:04.835802
22.798	0.117	250	250	22.3422015	1714465824.8733284	10.7859604	6785227.0	6800159.0	6805748.0	6801206.0	1.16129285	8129807.0	8123189.0	8121449.0	8118658.0	20	401.0039600396004	30-04-24 10:30:31.314611
23.397	0.121	250	250	22.4615999	1714465851.3528178	11.3840755	6856479.0	7485637.0	6877694.0	7487208.0	9.9e+37	8388607.0	8388607.0	8388607.0	8388607.0	20	401.0039600396004	30-04-24 10:30:57.782979
23.998	0.124	250	250	22.6574668	1714465877.8212385	11.9704964	6848225.0	7485794.0	6869513.0	7487369.0	9.9e+37	8388607.0	8388607.0	8388607.0	8388607.0	20	401.0039600396004	30-04-24 10:31:24.250428
