# 
A1	f1	A2	f2	Delay	a	
0	10000000.0	1.0	100000.0	0.2	0.20100502512562815	10-04-24 17:26:11.446347
0	10000000.0	1.0	604040.4040404041	0.2	0.20100502512562815	10-04-24 17:26:11.669300
0	10000000.0	1.0	1108080.8080808083	0.2	0.20100502512562815	10-04-24 17:26:11.890717
0	10000000.0	1.0	1612121.2121212122	0.2	0.20100502512562815	10-04-24 17:26:12.113262
0	10000000.0	1.0	2116161.6161616165	0.2	0.20100502512562815	10-04-24 17:26:12.334842
0	10000000.0	1.0	2620202.02020202	0.2	0.20100502512562815	10-04-24 17:26:12.557089
0	10000000.0	1.0	3124242.4242424243	0.2	0.20100502512562815	10-04-24 17:26:12.779088
0	10000000.0	1.0	3628282.828282828	0.2	0.20100502512562815	10-04-24 17:26:13.001697
0	10000000.0	1.0	4132323.2323232326	0.2	0.20100502512562815	10-04-24 17:26:13.223477
0	10000000.0	1.0	4636363.636363637	0.2	0.20100502512562815	10-04-24 17:26:13.445341
0	10000000.0	1.0	5140404.04040404	0.2	0.20100502512562815	10-04-24 17:26:13.667601
0	10000000.0	1.0	5644444.444444444	0.2	0.20100502512562815	10-04-24 17:26:13.889250
0	10000000.0	1.0	6148484.848484849	0.2	0.20100502512562815	10-04-24 17:26:14.111356
0	10000000.0	1.0	6652525.252525253	0.2	0.20100502512562815	10-04-24 17:26:14.332638
0	10000000.0	1.0	7156565.656565656	0.2	0.20100502512562815	10-04-24 17:26:14.554216
0	10000000.0	1.0	7660606.060606061	0.2	0.20100502512562815	10-04-24 17:26:14.775787
0	10000000.0	1.0	8164646.464646465	0.2	0.20100502512562815	10-04-24 17:26:14.997295
0	10000000.0	1.0	8668686.868686868	0.2	0.20100502512562815	10-04-24 17:26:15.219356
0	10000000.0	1.0	9172727.272727273	0.2	0.20100502512562815	10-04-24 17:26:15.440533
0	10000000.0	1.0	9676767.676767675	0.2	0.20100502512562815	10-04-24 17:26:15.663272
0	10000000.0	1.0	10180808.08080808	0.2	0.20100502512562815	10-04-24 17:26:15.885657
0	10000000.0	1.0	10684848.484848484	0.2	0.20100502512562815	10-04-24 17:26:16.108397
0	10000000.0	1.0	11188888.888888888	0.2	0.20100502512562815	10-04-24 17:26:16.330221
0	10000000.0	1.0	11692929.292929294	0.2	0.20100502512562815	10-04-24 17:26:16.552593
0	10000000.0	1.0	12196969.696969697	0.2	0.20100502512562815	10-04-24 17:26:16.775398
0	10000000.0	1.0	12701010.1010101	0.2	0.20100502512562815	10-04-24 17:26:16.997566
0	10000000.0	1.0	13205050.505050506	0.2	0.20100502512562815	10-04-24 17:26:17.220378
0	10000000.0	1.0	13709090.909090908	0.2	0.20100502512562815	10-04-24 17:26:17.442347
0	10000000.0	1.0	14213131.313131312	0.2	0.20100502512562815	10-04-24 17:26:17.664610
0	10000000.0	1.0	14717171.717171717	0.2	0.20100502512562815	10-04-24 17:26:17.886573
0	10000000.0	1.0	15221212.121212121	0.2	0.20100502512562815	10-04-24 17:26:18.109134
0	10000000.0	1.0	15725252.525252527	0.2	0.20100502512562815	10-04-24 17:26:18.330500
0	10000000.0	1.0	16229292.92929293	0.2	0.20100502512562815	10-04-24 17:26:18.552670
0	10000000.0	1.0	16733333.333333332	0.2	0.20100502512562815	10-04-24 17:26:18.774357
0	10000000.0	1.0	17237373.737373736	0.2	0.20100502512562815	10-04-24 17:26:18.997231
0	10000000.0	1.0	17741414.141414143	0.2	0.20100502512562815	10-04-24 17:26:19.218919
0	10000000.0	1.0	18245454.545454547	0.2	0.20100502512562815	10-04-24 17:26:19.440890
0	10000000.0	1.0	18749494.94949495	0.2	0.20100502512562815	10-04-24 17:26:19.664033
