# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC	temp	Delay	a	
0.142	0.0	250	250	-7419887.0	-7433601.0	-7440484.0	-7438865.0	-7442219.0	-7437075.0	-7436271.0	-7433924.0	-11.8654979	13.9271695	6.0	4.0	14-12-23 15:48:59.354140
0.5	0.002	250	250	-7223748.0	-7236344.0	-7242629.0	-7240353.0	-7244499.0	-7239126.0	-7237868.0	-7234952.0	-11.4859541	13.9029708	6.0	4.0	14-12-23 15:49:06.532217
1.0	0.004	250	250	-6912479.0	-6924461.0	-6930435.0	-6928345.0	-6932334.0	-6927146.0	-6925899.0	-6923151.0	-10.9906077	13.8750492	6.0	4.0	14-12-23 15:49:13.703380
1.499	0.007	250	250	-6599353.0	-6610733.0	-6616427.0	-6614486.0	-6618332.0	-6613339.0	-6612192.0	-6609513.0	-10.4927576	13.8545734	6.0	4.0	14-12-23 15:49:20.876188
2.0	0.01	250	250	-6285005.0	-6295793.0	-6301225.0	-6299433.0	-6303092.0	-6298282.0	-6297222.0	-6294671.0	-9.99295433	13.8340976	6.0	4.0	14-12-23 15:49:28.039258
2.499	0.012	250	250	-5971004.0	-5981156.0	-5986401.0	-5984716.0	-5988230.0	-5983598.0	-5982611.0	-5980173.0	-9.49385208	13.8201368	6.0	4.0	14-12-23 15:49:35.213409
3.0	0.015	250	250	-5656364.0	-5665938.0	-5670879.0	-5669341.0	-5672707.0	-5668264.0	-5667337.0	-5664992.0	-8.99367666	13.8911736	6.0	4.0	14-12-23 15:49:42.618035
3.5	0.017	250	250	-5342504.0	-5351444.0	-5356145.0	-5354758.0	-5357957.0	-5353723.0	-5352897.0	-5350623.0	-8.49474798	13.8744207	6.0	4.0	14-12-23 15:49:49.771036
4.0	0.02	250	250	-5027992.0	-5036323.0	-5040748.0	-5039526.0	-5042588.0	-5038540.0	-5037777.0	-5035611.0	-7.99475769	13.8585984	6.0	4.0	14-12-23 15:49:56.944338
4.5	0.022	250	250	-4713630.0	-4721322.0	-4725515.0	-4724441.0	-4727330.0	-4723452.0	-4722759.0	-4720684.0	-7.49504313	13.7605708	6.0	4.0	14-12-23 15:50:04.118902
5.0	0.025	250	250	-4399140.0	-4406219.0	-4410132.0	-4409195.0	-4411947.0	-4408265.0	-4407615.0	-4405647.0	-6.99503634	13.7484715	6.0	4.0	14-12-23 15:50:11.297245
5.5	0.027	250	250	-4084820.0	-4091279.0	-4094932.0	-4094127.0	-4096733.0	-4093239.0	-4092666.0	-4090815.0	-6.49537389	13.7813488	6.0	4.0	14-12-23 15:50:18.467891
5.999	0.03	250	250	-3770833.0	-3776648.0	-3780072.0	-3779420.0	-3781882.0	-3778566.0	-3778075.0	-3776338.0	-5.99628806	13.7382336	6.0	4.0	14-12-23 15:50:25.722516
