# keith - ch2, keys - ch1
Keithley V	Keysight V	hvpsu1	hvpsu2	hvpsu3	hvpsu4	Delay	a	b	
249.792873	249.973124	0.0	0.0	0.0	0.0	2.0	0.0	0.0	19-12-23 18:46:31.850306
237.610048	237.809654	1613.4	1613.4	1613.4	1613.4	2.0	1613.4	0.0	19-12-23 18:46:35.079170
225.30688	225.497671	3226.8	3226.8	3226.8	3226.8	2.0	3226.8	0.0	19-12-23 18:46:38.253709
212.99476	213.175979	4840.2	4840.2	4840.2	4840.2	2.0	4840.2	0.0	19-12-23 18:46:41.530273
200.692689	200.864728	6453.6	6453.6	6453.6	6453.6	2.0	6453.6	0.0	19-12-23 18:46:44.704546
188.381071	188.544144	8067.0	8067.0	8067.0	8067.0	2.0	8067.0	0.0	19-12-23 18:46:47.981513
176.077831	176.230524	9680.4	9680.4	9680.4	9680.4	2.0	9680.4	0.0	19-12-23 18:46:51.258038
163.776576	163.920357	11293.8	11293.8	11293.8	11293.8	2.0	11293.8	0.0	19-12-23 18:46:54.534988
151.463207	151.597599	12907.2	12907.2	12907.2	12907.2	2.0	12907.2	0.0	19-12-23 18:46:57.812270
139.161187	139.28642	14520.6	14520.6	14520.6	14520.6	2.0	14520.6	0.0	19-12-23 18:47:00.985019
126.851849	126.968632	16134.0	16134.0	16134.0	16134.0	2.0	16134.0	0.0	19-12-23 18:47:04.262771
114.548181	114.654291	17747.4	17747.4	17747.4	17747.4	2.0	17747.4	0.0	19-12-23 18:47:07.539742
102.2463	102.342553	19360.8	19360.8	19360.8	19360.8	2.0	19360.8	0.0	19-12-23 18:47:10.746556
89.934601	90.0211726	20974.2	20974.2	20974.2	20974.2	2.0	20974.2	0.0	19-12-23 18:47:13.862844
77.634246	77.7102201	22587.6	22587.6	22587.6	22587.6	2.0	22587.6	0.0	19-12-23 18:47:16.978976
65.3238451	65.3905367	24201.0	24201.0	24201.0	24201.0	2.0	24201.0	0.0	19-12-23 18:47:20.237764
53.0192366	53.0764627	25814.4	25814.4	25814.4	25814.4	2.0	25814.4	0.0	19-12-23 18:47:23.395377
40.7195343	40.7671996	27427.8	27427.8	27427.8	27427.8	2.0	27427.8	0.0	19-12-23 18:47:26.527812
28.4081426	28.4463473	29041.2	29041.2	29041.2	29041.2	2.0	29041.2	0.0	19-12-23 18:47:29.658465
16.107489	16.136171	30654.6	30654.6	30654.6	30654.6	2.0	30654.6	0.0	19-12-23 18:47:32.774092
3.80131044	3.81987607	32268.0	32268.0	32268.0	32268.0	2.0	32268.0	0.0	19-12-23 18:47:35.903065
-8.50157391	-8.49347893	33881.4	33881.4	33881.4	33881.4	2.0	33881.4	0.0	19-12-23 18:47:39.181547
-20.8037812	-20.8051126	35494.8	35494.8	35494.8	35494.8	2.0	35494.8	0.0	19-12-23 18:47:42.457954
-33.1144454	-33.126303	37108.2	37108.2	37108.2	37108.2	2.0	37108.2	0.0	19-12-23 18:47:45.734651
-45.4132326	-45.4355893	38721.6	38721.6	38721.6	38721.6	2.0	38721.6	0.0	19-12-23 18:47:49.011557
-57.7229318	-57.7543886	40335.0	40335.0	40335.0	40335.0	2.0	40335.0	0.0	19-12-23 18:47:52.126171
-70.027802	-70.0683075	41948.4	41948.4	41948.4	41948.4	2.0	41948.4	0.0	19-12-23 18:47:55.258640
-82.3274667	-82.3785157	43561.8	43561.8	43561.8	43561.8	2.0	43561.8	0.0	19-12-23 18:47:58.534868
-94.6402326	-94.7003276	45175.2	45175.2	45175.2	45175.2	2.0	45175.2	0.0	19-12-23 18:48:01.708045
-106.942108	-107.011619	46788.6	46788.6	46788.6	46788.6	2.0	46788.6	0.0	19-12-23 18:48:04.885215
-119.249321	-119.32858	48402.0	48402.0	48402.0	48402.0	2.0	48402.0	0.0	19-12-23 18:48:07.999854
-131.553644	-131.642514	50015.4	50015.4	50015.4	50015.4	2.0	50015.4	0.0	19-12-23 18:48:11.114634
-143.857815	-143.956532	51628.8	51628.8	51628.8	51628.8	2.0	51628.8	0.0	19-12-23 18:48:14.294200
-156.170532	-156.279733	53242.2	53242.2	53242.2	53242.2	2.0	53242.2	0.0	19-12-23 18:48:17.581004
-168.471143	-168.589991	54855.6	54855.6	54855.6	54855.6	2.0	54855.6	0.0	19-12-23 18:48:20.755433
-180.782907	-180.911396	56469.0	56469.0	56469.0	56469.0	2.0	56469.0	0.0	19-12-23 18:48:24.032098
-193.088183	-193.226629	58082.4	58082.4	58082.4	58082.4	2.0	58082.4	0.0	19-12-23 18:48:27.309404
-205.389379	-205.537534	59695.8	59695.8	59695.8	59695.8	2.0	59695.8	0.0	19-12-23 18:48:30.586478
-217.701197	-217.859299	61309.2	61309.2	61309.2	61309.2	2.0	61309.2	0.0	19-12-23 18:48:33.862633
-230.005919	-230.172251	62922.6	62922.6	62922.6	62922.6	2.0	62922.6	0.0	19-12-23 18:48:37.139512
-242.31168	-242.488082	64536.0	64536.0	64536.0	64536.0	2.0	64536.0	0.0	19-12-23 18:48:40.320764
