# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	time	Delay	a	
0.093	0.0	250	250	-7446499.0	-7459952.0	-7466814.0	-7464683.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.8832239	9.9e+37	24.6916939	1711452851.2620566	6	11.0	26-03-24 12:34:11.262114
0.6	0.002	250	250	-7153864.0	-7166498.0	-7172880.0	-7170487.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3766756	9.9e+37	24.7325402	1711452859.0905583	6	11.0	26-03-24 12:34:19.090616
1.201	0.005	250	250	-6778739.0	-6790606.0	-6796693.0	-6794471.0	-8123503.0	-8114592.0	-8113641.0	-8109607.0	-10.7799372	-1.16060651	24.6947577	1711452866.9148397	6	11.0	26-03-24 12:34:26.914890
1.8	0.008	250	250	-6402775.0	-6413936.0	-6419646.0	-6417619.0	-7673222.0	-7664732.0	-7663834.0	-7660012.0	-10.1821261	-1.0962663	24.588483	1711452874.9836664	6	11.0	26-03-24 12:34:34.983721
2.401	0.011	250	250	-6025590.0	-6035978.0	-6041385.0	-6039530.0	-7221197.0	-7213125.0	-7212291.0	-7208684.0	-9.58234395	-1.03167354	24.5737385	1711452883.0628688	6	11.0	26-03-24 12:34:43.062923
3.001	0.015	250	250	-5648955.0	-5658606.0	-5663696.0	-5662024.0	-6769408.0	-6761761.0	-6761027.0	-6757590.0	-8.98352096	-0.96712081	24.5875614	1711452891.09296	6	11.0	26-03-24 12:34:51.093014
3.6	0.018	250	250	-5272433.0	-5281332.0	-5286096.0	-5284617.0	-6317829.0	-6310622.0	-6309985.0	-6306722.0	-8.38482424	-0.902627024	24.6311723	1711452899.15399	6	11.0	26-03-24 12:34:59.154046
4.2	0.021	250	250	-4895564.0	-4903723.0	-4908160.0	-4906867.0	-5866248.0	-5859469.0	-5858914.0	-5855832.0	-7.78563845	-0.838131228	24.5930906	1711452907.2238648	6	11.0	26-03-24 12:35:07.223920
4.8	0.024	250	250	-4519018.0	-4526433.0	-4530542.0	-4529427.0	-5415480.0	-5409139.0	-5408686.0	-5405769.0	-7.1869173	-0.77374247	24.5374998	1711452915.308437	6	11.0	26-03-24 12:35:15.308487
5.4	0.027	250	250	-4141923.0	-4148586.0	-4152378.0	-4151462.0	-4963833.0	-4957914.0	-4957507.0	-4954792.0	-6.58738691	-0.709198848	24.6271871	1711452923.1528294	6	11.0	26-03-24 12:35:23.152876
6.0	0.03	250	250	-3765336.0	-3771262.0	-3774744.0	-3774004.0	-4512563.0	-4507073.0	-4506720.0	-4504236.0	-5.98865108	-0.644718768	24.64101	1711452931.1817029	6	11.0	26-03-24 12:35:31.181758
6.6	0.033	250	250	-3388250.0	-3393422.0	-3396579.0	-3396014.0	-4060528.0	-4055483.0	-4055172.0	-4052892.0	-5.38908832	-0.580162077	24.6483822	1711452939.256328	6	11.0	26-03-24 12:35:39.256383
7.2	0.036	250	250	-3011695.0	-3016127.0	-3018954.0	-3018580.0	-3609606.0	-3605000.0	-3604785.0	-3602657.0	-4.79040627	-0.51573625	24.6354808	1711452947.2873561	6	11.0	26-03-24 12:35:47.287413
7.8	0.039	250	250	-2634332.0	-2638012.0	-2640510.0	-2640338.0	-3157494.0	-3153335.0	-3153173.0	-3151274.0	-4.19037235	-0.451142749	24.5439505	1711452955.357604	6	11.0	26-03-24 12:35:55.357658
8.4	0.042	250	250	-2257875.0	-2260802.0	-2262983.0	-2262987.0	-2706496.0	-2702744.0	-2702680.0	-2700966.0	-3.59183692	-0.386724475	24.5746601	1711452963.1619353	6	11.0	26-03-24 12:36:03.161990
8.999	0.045	250	250	-1881395.0	-1883577.0	-1885422.0	-1885622.0	-2255526.0	-2252207.0	-2252217.0	-2250674.0	-2.99326787	-0.322294128	24.500938	1711452971.2265902	6	11.0	26-03-24 12:36:11.226647
9.599	0.048	250	250	-1504516.0	-1505954.0	-1507481.0	-1507861.0	-1803905.0	-1801012.0	-1801105.0	-1799768.0	-2.3940681	-0.257779768	24.4732922	1711452979.3042843	6	11.0	26-03-24 12:36:19.304340
10.2	0.051	250	250	-1127416.0	-1128096.0	-1129306.0	-1129877.0	-1351973.0	-1349531.0	-1349694.0	-1348519.0	-1.79450137	-0.193227229	24.4001924	1711452987.1518207	6	11.0	26-03-24 12:36:27.151876
10.801	0.054	250	250	-750173.4	-750108.4	-751004.0	-751755.6	-899893.5	-897861.1	-898104.7	-897146.0	-1.19470158	-0.12863955	24.3688605	1711452994.9518752	6	11.0	26-03-24 12:36:34.951936
11.4	0.058	250	250	-373496.9	-372688.4	-373262.6	-374199.6	-448523.2	-446931.2	-447253.9	-446448.9	-0.595818656	-0.0641637683	24.432745	1711453002.7505212	6	11.0	26-03-24 12:36:42.750583
12.0	0.061	250	250	3434.708	4991.24	4727.524	3617.728	3156.86	4325.892	3931.304	4542.788	0.00352339377	0.000367107559	24.4143145	1711453010.824693	6	11.0	26-03-24 12:36:50.824754
12.6	0.064	250	250	380135.8	382430.8	382494.7	381203.0	454582.4	455298.2	454828.3	455246.5	0.602408151	0.0648563704	24.3578022	1711453018.9160874	6	11.0	26-03-24 12:36:58.916151
13.2	0.067	250	250	757128.4	760169.5	760545.4	759082.4	906374.6	906669.0	906145.1	906372.9	1.20181026	0.129388547	24.3384501	1711453026.9844637	6	11.0	26-03-24 12:37:06.984521
13.799	0.07	250	250	1133538.0	1137321.0	1138021.0	1136373.0	1357441.0	1357305.0	1356674.0	1356696.0	1.80029442	0.193828146	24.3246272	1711453035.0304322	6	11.0	26-03-24 12:37:15.030482
14.399	0.073	250	250	1510422.0	1514957.0	1515971.0	1514140.0	1809026.0	1808438.0	1807755.0	1807598.0	2.399443	0.258334673	24.2942169	1711453042.8603134	6	11.0	26-03-24 12:37:22.860370
14.999	0.076	250	250	1886993.0	1892269.0	1893606.0	1891596.0	2260264.0	2259233.0	2258476.0	2258132.0	2.99820107	0.322804295	24.3442785	1711453050.6604564	6	11.0	26-03-24 12:37:30.660513
15.6	0.079	250	250	2264312.0	2270342.0	2271991.0	2269810.0	2712341.0	2710864.0	2710043.0	2709527.0	3.59810898	0.387371929	24.2638065	1711453058.6680143	6	11.0	26-03-24 12:37:38.668069
16.2	0.082	250	250	2641216.0	2647999.0	2649996.0	2647602.0	3163838.0	3161962.0	3161042.0	3160313.0	4.1973277	0.451874724	24.310182	1711453066.4819875	6	11.0	26-03-24 12:37:46.482042
16.8	0.085	250	250	3017842.0	3025375.0	3027680.0	3025113.0	3615287.0	3612976.0	3611973.0	3611061.0	4.79605742	0.516345548	24.1974566	1711453075.7890272	6	11.0	26-03-24 12:37:55.789080
17.4	0.088	250	250	3394511.0	3402766.0	3405393.0	3402658.0	4066729.0	4063992.0	4062902.0	4061763.0	5.3949766	0.580854749	24.1910059	1711453083.8649817	6	11.0	26-03-24 12:38:03.865037
18.0	0.091	250	250	3771389.0	3780403.0	3783336.0	3780417.0	4518377.0	4515194.0	4514084.0	4512743.0	5.99415114	0.645351595	24.1670462	1711453091.662193	6	11.0	26-03-24 12:38:11.662251
18.6	0.095	250	250	4148160.0	4157940.0	4161173.0	4158093.0	4969792.0	4966165.0	4964977.0	4963438.0	6.59316163	0.70985213	24.1698108	1711453099.7302582	6	11.0	26-03-24 12:38:19.730307
19.2	0.098	250	250	4524462.0	4535000.0	4538580.0	4535291.0	5420749.0	5416742.0	5415428.0	5413751.0	7.19145797	0.774270505	24.2779286	1711453107.5408576	6	11.0	26-03-24 12:38:27.540913
19.8	0.101	250	250	4901540.0	4912807.0	4916717.0	4913230.0	5872756.0	5868290.0	5866923.0	5865021.0	7.79099617	0.838843192	24.2545912	1711453115.5550938	6	11.0	26-03-24 12:38:35.555150
20.4	0.104	250	250	5278364.0	5290378.0	5294615.0	5290933.0	6324538.0	6319657.0	6318220.0	6316106.0	8.39004991	0.903388011	24.282237	1711453123.7195132	6	11.0	26-03-24 12:38:43.719536
21.0	0.107	250	250	5654880.0	5667620.0	5672152.0	5668333.0	6775806.0	6770484.0	6768964.0	6766682.0	8.98860251	0.967836516	24.3531946	1711453131.5209267	6	11.0	26-03-24 12:38:51.520976
21.6	0.11	250	250	6031302.0	6044776.0	6049661.0	6045637.0	7226758.0	7220970.0	7219392.0	7216961.0	9.58711616	1.03223656	24.3725466	1711453139.320105	6	11.0	26-03-24 12:38:59.320158
22.199	0.113	250	250	6407105.0	6421370.0	6426530.0	6422317.0	7676863.0	7670709.0	7669023.0	7666382.0	10.1845302	1.09654702	24.4158584	1711453147.3452318	6	11.0	26-03-24 12:39:07.345287
22.799	0.117	250	250	6783399.0	6798435.0	6803863.0	6799529.0	8127742.0	8121124.0	8119402.0	8116563.0	10.7828809	1.16094608	24.4831298	1711453155.3683414	6	11.0	26-03-24 12:39:15.368396
23.399	0.12	250	250	6854024.0	7485748.0	6875352.0	7487387.0	8388607.0	8388607.0	8388607.0	8388607.0	11.3801356	9.9e+37	24.5089325	1711453163.156517	6	11.0	26-03-24 12:39:23.156621
