# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	Delay	a	
0.102	0.0	250	250	-7432875.0	-7446554.0	-7453793.0	-7451639.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.8698808	9.9e+37	33.6029612	6	53.0	25-03-24 18:36:37.881124
0.601	0.002	250	250	-7153055.0	-7165756.0	-7172417.0	-7169791.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.376211	9.9e+37	33.6267447	6	53.0	25-03-24 18:36:45.715890
1.201	0.005	250	250	-6778224.0	-6790132.0	-6796443.0	-6794005.0	-8123581.0	-8114215.0	-8113366.0	-8109753.0	-10.7798017	-1.16063202	33.603579	6	53.0	25-03-24 18:36:53.518706
1.8	0.008	250	250	-6402350.0	-6413512.0	-6419477.0	-6417230.0	-7672692.0	-7663742.0	-7662988.0	-7659523.0	-10.1820447	-1.09619129	33.680715	6	53.0	25-03-24 18:37:01.320686
2.401	0.011	250	250	-6025224.0	-6035615.0	-6041242.0	-6039213.0	-7220549.0	-7212075.0	-7211373.0	-7208091.0	-9.5823608	-1.03160809	33.6944362	6	53.0	25-03-24 18:37:09.159283
3.001	0.014	250	250	-5648662.0	-5658296.0	-5663605.0	-5661755.0	-6769369.0	-6761329.0	-6760716.0	-6757577.0	-8.98355657	-0.967160726	33.8045032	6	53.0	25-03-24 18:37:17.191444
3.601	0.018	250	250	-5272188.0	-5281077.0	-5286052.0	-5284406.0	-6318328.0	-6310762.0	-6310216.0	-6307246.0	-8.3849598	-0.902722112	33.8109065	6	53.0	25-03-24 18:37:25.025021
4.201	0.021	250	250	-4895259.0	-4903398.0	-4908039.0	-4906589.0	-5866738.0	-5859650.0	-5859154.0	-5856357.0	-7.78558645	-0.838189822	33.7886555	6	53.0	25-03-24 18:37:32.828771
4.8	0.024	250	250	-4518736.0	-4526154.0	-4530420.0	-4529200.0	-5415655.0	-5408991.0	-5408574.0	-5405940.0	-7.18696485	-0.773779721	33.8301163	6	53.0	25-03-24 18:37:40.633702
5.401	0.027	250	250	-4141667.0	-4148328.0	-4152272.0	-4151224.0	-4963850.0	-4957651.0	-4957315.0	-4954875.0	-6.58738491	-0.709213504	33.878598	6	53.0	25-03-24 18:37:48.437817
6.0	0.03	250	250	-3765102.0	-3771022.0	-3774637.0	-3773780.0	-4512660.0	-4506901.0	-4506627.0	-4504348.0	-5.98860342	-0.64475555	33.9215913	6	53.0	25-03-24 18:37:56.508716
6.6	0.033	250	250	-3388040.0	-3393217.0	-3396486.0	-3395833.0	-4060830.0	-4055526.0	-4055327.0	-4053238.0	-5.3890825	-0.580211902	33.9819648	6	53.0	25-03-24 18:38:04.366194
7.2	0.036	250	250	-3011447.0	-3015877.0	-3018825.0	-3018364.0	-3609565.0	-3604726.0	-3604599.0	-3602678.0	-4.79030752	-0.515739664	33.9487368	6	53.0	25-03-24 18:38:12.247848
7.801	0.039	250	250	-2634077.0	-2637747.0	-2640346.0	-2640083.0	-3157235.0	-3152833.0	-3152794.0	-3151029.0	-4.19026675	-0.451121689	34.0597186	6	53.0	25-03-24 18:38:20.075566
8.4	0.042	250	250	-2257625.0	-2260547.0	-2262810.0	-2262756.0	-2706084.0	-2702156.0	-2702156.0	-2700566.0	-3.59169152	-0.386667309	33.9935596	6	53.0	25-03-24 18:38:28.121609
9.0	0.045	250	250	-1881201.0	-1883374.0	-1885310.0	-1885453.0	-2255063.0	-2251610.0	-2251660.0	-2250256.0	-2.99318592	-0.322242968	34.0679514	6	53.0	25-03-24 18:38:35.923484
9.6	0.048	250	250	-1504280.0	-1505702.0	-1507304.0	-1507641.0	-1803427.0	-1800408.0	-1800540.0	-1799301.0	-2.39388201	-0.257726002	33.9889859	6	53.0	25-03-24 18:38:43.977011
10.2	0.051	250	250	-1127277.0	-1127941.0	-1129211.0	-1129751.0	-1351712.0	-1349146.0	-1349347.0	-1348272.0	-1.79443969	-0.193191062	34.0871611	6	53.0	25-03-24 18:38:52.034536
10.801	0.054	250	250	-750066.7	-749989.2	-750922.7	-751660.4	-899744.9	-897633.1	-897918.8	-897002.8	-1.19461327	-0.128622866	34.0475299	6	53.0	25-03-24 18:38:59.869272
11.401	0.058	250	250	-373398.3	-372578.5	-373174.2	-374111.1	-448397.0	-446756.9	-447091.8	-446345.1	-0.595703544	-0.0641456647	34.1603412	6	53.0	25-03-24 18:39:07.673735
12.001	0.061	250	250	3441.984	5012.772	4752.38	3620.368	3144.8	4322.2	3921.988	4498.756	0.00351853258	0.000364613453	34.1042444	6	53.0	25-03-24 18:39:15.479292
12.6	0.064	250	250	380145.3	382456.3	382525.9	381210.4	454513.2	455235.7	454763.0	455174.3	0.602508551	0.0648446876	34.1969312	6	53.0	25-03-24 18:39:23.498031
13.201	0.067	250	250	757063.2	760127.4	760528.7	759021.5	906164.6	906428.6	905880.8	906121.7	1.20182717	0.129365643	34.1932722	6	53.0	25-03-24 18:39:31.310156
13.8	0.07	250	250	1133416.0	1137216.0	1137966.0	1136265.0	1357124.0	1356924.0	1356325.0	1356397.0	1.80027539	0.193797455	34.1390049	6	53.0	25-03-24 18:39:39.390736
14.4	0.073	250	250	1510153.0	1514705.0	1515787.0	1513889.0	1808719.0	1808056.0	1807377.0	1807293.0	2.39927077	0.258308779	34.2170557	6	53.0	25-03-24 18:39:47.481680
14.999	0.076	250	250	1886655.0	1891956.0	1893375.0	1891282.0	2259884.0	2258765.0	2258032.0	2257764.0	2.99789446	0.322757476	34.2216294	6	53.0	25-03-24 18:39:55.328050
15.6	0.079	250	250	2263831.0	2269886.0	2271641.0	2269351.0	2711989.0	2710411.0	2709608.0	2709163.0	3.59772106	0.387353411	34.2307769	6	53.0	25-03-24 18:40:03.417572
16.201	0.082	250	250	2640685.0	2647497.0	2649583.0	2647099.0	3163610.0	3161585.0	3160704.0	3160091.0	4.19688422	0.451862623	34.2591342	6	53.0	25-03-24 18:40:11.264649
16.8	0.085	250	250	3017275.0	3024838.0	3027264.0	3024580.0	3614677.0	3612167.0	3611245.0	3610456.0	4.7956769	0.516294348	34.2691965	6	53.0	25-03-24 18:40:19.079789
17.4	0.088	250	250	3394237.0	3402548.0	3405323.0	3402433.0	4066187.0	4063231.0	4062248.0	4061316.0	5.39496393	0.580790216	34.2957242	6	53.0	25-03-24 18:40:26.926721
18.0	0.091	250	250	3771045.0	3780092.0	3783199.0	3780125.0	4517799.0	4514395.0	4513318.0	4512202.0	5.99413839	0.645308385	34.2911505	6	53.0	25-03-24 18:40:34.730712
