# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC	temp	Delay	a	
0.102	0.0	250	250	-7431015.0	-7444684.0	-7451543.0	-7449792.0	-7449969.0	-7444642.0	-7443740.0	-7441210.0	-11.8743817	14.1682256	6.0	3.0	14-12-23 15:43:06.663730
0.5	0.002	250	250	-7224148.0	-7236785.0	-7243050.0	-7240805.0	-7244884.0	-7239453.0	-7238210.0	-7235388.0	-11.4864485	14.1980086	6.0	3.0	14-12-23 15:43:13.837511
1.0	0.004	250	250	-6912569.0	-6924622.0	-6930599.0	-6928519.0	-6932448.0	-6927176.0	-6926016.0	-6923297.0	-10.9907365	14.2129001	6.0	3.0	14-12-23 15:43:21.015384
1.499	0.007	250	250	-6599396.0	-6610830.0	-6616530.0	-6614585.0	-6618392.0	-6613355.0	-6612236.0	-6609616.0	-10.4928165	14.1086596	6.0	3.0	14-12-23 15:43:28.274333
2.0	0.01	250	250	-6284991.0	-6295804.0	-6301234.0	-6299438.0	-6303063.0	-6298281.0	-6297202.0	-6294666.0	-9.99299757	14.0267563	6.0	3.0	14-12-23 15:43:35.449604
2.499	0.012	250	250	-5971086.0	-5981257.0	-5986428.0	-5984776.0	-5988296.0	-5983654.0	-5982671.0	-5980242.0	-9.49390712	13.9346152	6.0	3.0	14-12-23 15:43:42.624217
3.0	0.015	250	250	-5656486.0	-5666053.0	-5670966.0	-5669473.0	-5672815.0	-5668368.0	-5667431.0	-5665129.0	-8.99384438	13.8052453	6.0	3.0	14-12-23 15:43:49.798997
3.5	0.017	250	250	-5342552.0	-5351547.0	-5356177.0	-5354826.0	-5358018.0	-5353758.0	-5352902.0	-5350668.0	-8.49477668	13.7279957	6.0	3.0	14-12-23 15:43:56.970602
4.0	0.02	250	250	-5028044.0	-5036401.0	-5040788.0	-5039584.0	-5042625.0	-5038547.0	-5037779.0	-5035613.0	-7.99485598	13.7050299	6.0	3.0	14-12-23 15:44:04.146249
4.499	0.022	250	250	-4713725.0	-4721464.0	-4725560.0	-4724528.0	-4727421.0	-4723506.0	-4722824.0	-4720778.0	-7.49509893	13.6436024	6.0	3.0	14-12-23 15:44:11.318770
5.0	0.025	250	250	-4399133.0	-4406239.0	-4410094.0	-4409198.0	-4411941.0	-4408220.0	-4407637.0	-4405669.0	-6.99507996	13.5297526	6.0	3.0	14-12-23 15:44:18.484542
5.5	0.027	250	250	-4084816.0	-4091307.0	-4094909.0	-4094158.0	-4096763.0	-4093224.0	-4092696.0	-4090848.0	-6.49539727	13.6073044	6.0	3.0	14-12-23 15:44:25.655862
5.999	0.03	250	250	-3770874.0	-3776735.0	-3780079.0	-3779475.0	-3781940.0	-3778601.0	-3778135.0	-3776399.0	-5.99629264	13.57815	6.0	3.0	14-12-23 15:44:32.829595
6.499	0.032	250	250	-3456463.0	-3461691.0	-3464786.0	-3464337.0	-3466645.0	-3463476.0	-3463096.0	-3461449.0	-5.49650854	13.6789697	6.0	3.0	14-12-23 15:44:39.991412
6.999	0.035	250	250	-3142337.0	-3146941.0	-3149780.0	-3149462.0	-3151633.0	-3148644.0	-3148353.0	-3146805.0	-4.99717698	13.5983236	6.0	3.0	14-12-23 15:44:47.165703
7.499	0.038	250	250	-2827482.0	-2831486.0	-2834054.0	-2833882.0	-2835904.0	-2833121.0	-2832873.0	-2831439.0	-4.49663185	13.7084506	6.0	3.0	14-12-23 15:44:54.339428
7.999	0.04	250	250	-2513513.0	-2516895.0	-2519215.0	-2519178.0	-2521033.0	-2518442.0	-2518276.0	-2516935.0	-3.99756294	13.8260233	6.0	3.0	14-12-23 15:45:01.526514
8.499	0.043	250	250	-2199056.0	-2201822.0	-2203884.0	-2203986.0	-2205711.0	-2203299.0	-2203204.0	-2201958.0	-3.4976887	13.835959	6.0	3.0	14-12-23 15:45:08.688071
8.999	0.045	250	250	-1885008.0	-1887149.0	-1888969.0	-1889204.0	-1890787.0	-1888561.0	-1888531.0	-1887391.0	-2.99852636	13.8555041	6.0	3.0	14-12-23 15:45:15.855267
9.499	0.048	250	250	-1570378.0	-1571902.0	-1573469.0	-1573832.0	-1575275.0	-1573237.0	-1573278.0	-1572233.0	-2.49834806	13.9094858	6.0	3.0	14-12-23 15:45:23.054335
9.999	0.05	250	250	-1255776.0	-1256689.0	-1257992.0	-1258518.0	-1259805.0	-1257960.0	-1258078.0	-1257125.0	-1.99832474	13.9346152	6.0	3.0	14-12-23 15:45:30.214123
10.499	0.053	250	250	-941571.1	-941872.1	-942913.3	-943576.0	-944719.8	-943058.7	-943257.6	-942396.8	-1.49878405	13.9767997	6.0	3.0	14-12-23 15:45:37.375448
10.999	0.056	250	250	-627157.5	-626840.2	-627619.2	-628432.9	-629418.2	-627948.9	-628221.3	-627453.3	-0.998984375	13.9085551	6.0	3.0	14-12-23 15:45:44.550624
11.499	0.058	250	250	-313178.5	-312241.2	-312757.8	-313717.4	-314561.3	-313273.0	-313625.0	-312945.7	-0.499824004	13.8936636	6.0	3.0	14-12-23 15:45:51.722521
11.999	0.061	250	250	1275.664	2830.596	2563.448	1462.076	777.384	1880.92	1449.424	2033.576	9.64010577e-05	13.8676035	6.0	3.0	14-12-23 15:45:58.928001
12.499	0.063	250	250	315083.1	317243.9	317233.5	316004.8	315461.6	316364.8	315867.3	316350.2	0.498924718	13.7537536	6.0	3.0	14-12-23 15:46:06.081091
12.999	0.066	250	250	629730.9	632505.9	632761.5	631385.5	630992.5	631706.2	631137.1	631524.1	0.999059193	13.806176	6.0	3.0	14-12-23 15:46:13.255375
13.498	0.068	250	250	943631.4	947016.5	947535.5	946016.1	945772.5	946308.1	945657.7	945946.1	1.49814749	13.7875617	6.0	3.0	14-12-23 15:46:20.430112
13.999	0.071	250	250	1258337.0	1262338.0	1263107.0	1261456.0	1261368.0	1261700.0	1260982.0	1261169.0	1.99845508	13.7345107	6.0	3.0	14-12-23 15:46:27.604595
14.499	0.074	250	250	1572515.0	1577132.0	1578160.0	1576362.0	1576424.0	1576571.0	1575769.0	1575876.0	2.49781046	13.6861133	6.0	3.0	14-12-23 15:46:34.811301
14.998	0.076	250	250	1886533.0	1891769.0	1893057.0	1891113.0	1891322.0	1891288.0	1890404.0	1890401.0	2.9970025	13.6684297	6.0	3.0	14-12-23 15:46:41.975840
15.499	0.079	250	250	2201641.0	2207504.0	2209030.0	2206961.0	2207299.0	2207088.0	2206133.0	2206039.0	3.49787999	13.7199214	6.0	3.0	14-12-23 15:46:49.148727
15.998	0.081	250	250	2515416.0	2521876.0	2523675.0	2521464.0	2521961.0	2521560.0	2520539.0	2520348.0	3.99658955	13.6581918	6.0	3.0	14-12-23 15:46:56.326974
16.499	0.084	250	250	2830379.0	2837460.0	2839517.0	2837160.0	2837791.0	2837205.0	2836102.0	2835812.0	4.49723422	13.644231	6.0	3.0	14-12-23 15:47:03.671570
16.999	0.086	250	250	3144206.0	3151892.0	3154221.0	3151714.0	3152518.0	3151742.0	3150574.0	3150165.0	4.99616074	13.6581918	6.0	3.0	14-12-23 15:47:10.850117
17.499	0.089	250	250	3458856.0	3467166.0	3469760.0	3467103.0	3468037.0	3467076.0	3465840.0	3465327.0	5.49627445	13.7394665	6.0	3.0	14-12-23 15:47:18.024207
17.999	0.092	250	250	3773144.0	3782081.0	3784925.0	3782131.0	3783220.0	3782088.0	3780760.0	3780168.0	5.99592522	13.6982127	6.0	3.0	14-12-23 15:47:25.286074
18.499	0.094	250	250	4087415.0	4096963.0	4100078.0	4097128.0	4098380.0	4097039.0	4095661.0	4094981.0	6.49549761	13.7168271	6.0	3.0	14-12-23 15:47:32.769475
