# 
ch2a	ch2a avglen	Delay	a	
-1476297.0	1.0	0.0	0	12-12-23 20:06:35.038709
-1575660.0	1.099639855942377	0.0	0	12-12-23 20:06:35.070952
-1597447.0	1.199279711884754	0.0	0	12-12-23 20:06:35.103276
-1553472.0	1.2989195678271308	0.0	0	12-12-23 20:06:35.135634
-1447374.0	1.3985594237695078	0.0	0	12-12-23 20:06:35.167907
-1305735.0	1.4981992797118848	0.0	0	12-12-23 20:06:35.199840
-1064382.0	1.5978391356542616	0.0	0	12-12-23 20:06:35.231493
-803573.0	1.6974789915966386	0.0	0	12-12-23 20:06:35.263613
-548849.0	1.7971188475390156	0.0	0	12-12-23 20:06:35.295649
-196535.0	1.8967587034813924	0.0	0	12-12-23 20:06:35.327885
125361.0	1.9963985594237696	0.0	0	12-12-23 20:06:35.360374
384282.5	2.0960384153661464	0.0	0	12-12-23 20:06:35.392758
725317.0	2.195678271308523	0.0	0	12-12-23 20:06:35.424288
998448.0	2.2953181272509005	0.0	0	12-12-23 20:06:35.456741
1204804.0	2.3949579831932772	0.0	0	12-12-23 20:06:35.488801
1414428.0	2.494597839135654	0.0	0	12-12-23 20:06:35.521262
1534501.0	2.5942376950780313	0.0	0	12-12-23 20:06:35.553415
1606300.0	2.693877551020408	0.0	0	12-12-23 20:06:35.585525
1606514.0	2.793517406962785	0.0	0	12-12-23 20:06:35.618285
1537404.0	2.893157262905162	0.0	0	12-12-23 20:06:35.650741
1418639.0	2.9927971188475393	0.0	0	12-12-23 20:06:35.683054
1222610.0	3.092436974789916	0.0	0	12-12-23 20:06:35.715026
998840.0	3.192076830732293	0.0	0	12-12-23 20:06:35.746857
750788.3	3.2917166866746697	0.0	0	12-12-23 20:06:35.779070
412710.3	3.3913565426170464	0.0	0	12-12-23 20:06:35.812045
107999.3	3.4909963985594237	0.0	0	12-12-23 20:06:35.845037
-240577.0	3.5906362545018005	0.0	0	12-12-23 20:06:35.877500
-540192.3	3.6902761104441777	0.0	0	12-12-23 20:06:35.909365
-818267.0	3.7899159663865545	0.0	0	12-12-23 20:06:35.940875
-1057085.0	3.8895558223289313	0.0	0	12-12-23 20:06:35.972599
-1299512.0	3.9891956782713085	0.0	0	12-12-23 20:06:36.004413
-1421416.0	4.088835534213685	0.0	0	12-12-23 20:06:36.036682
-1546201.0	4.1884753901560625	0.0	0	12-12-23 20:06:36.068452
-1596047.0	4.288115246098439	0.0	0	12-12-23 20:06:36.100492
-1576344.0	4.387755102040816	0.0	0	12-12-23 20:06:36.132278
-1500940.0	4.487394957983193	0.0	0	12-12-23 20:06:36.165054
-1343941.0	4.58703481392557	0.0	0	12-12-23 20:06:36.197326
-1158141.0	4.686674669867947	0.0	0	12-12-23 20:06:36.229121
-889510.0	4.786314525810324	0.0	0	12-12-23 20:06:36.261174
-623777.2	4.8859543817527005	0.0	0	12-12-23 20:06:36.293359
-286604.5	4.985594237695079	0.0	0	12-12-23 20:06:36.325904
-254381.8	5.085234093637456	0.0	0	12-12-23 20:06:36.358758
348294.2	5.184873949579832	0.0	0	12-12-23 20:06:36.391374
647212.8	5.284513805522209	0.0	0	12-12-23 20:06:36.423722
908276.8	5.384153661464586	0.0	0	12-12-23 20:06:36.455865
1177389.0	5.483793517406963	0.0	0	12-12-23 20:06:36.488383
1369023.0	5.583433373349339	0.0	0	12-12-23 20:06:36.520594
1503117.0	5.6830732292917165	0.0	0	12-12-23 20:06:36.552912
1593994.0	5.782713085234093	0.0	0	12-12-23 20:06:36.585383
1611309.0	5.88235294117647	0.0	0	12-12-23 20:06:36.617161
1560782.0	5.981992797118847	0.0	0	12-12-23 20:06:36.649312
981272.5	6.081632653061224	0.0	0	12-12-23 20:06:36.681376
1284511.0	6.181272509003601	0.0	0	12-12-23 20:06:36.713110
1075166.0	6.280912364945978	0.0	0	12-12-23 20:06:36.745340
826711.5	6.380552220888355	0.0	0	12-12-23 20:06:36.777573
509527.2	6.480192076830732	0.0	0	12-12-23 20:06:36.809975
208607.8	6.579831932773109	0.0	0	12-12-23 20:06:36.842351
-99838.34	6.679471788715486	0.0	0	12-12-23 20:06:36.875176
-443388.5	6.7791116446578625	0.0	0	12-12-23 20:06:36.907380
-723994.3	6.87875150060024	0.0	0	12-12-23 20:06:36.939669
-1041459.0	6.978391356542617	0.0	0	12-12-23 20:06:36.971728
-1253877.0	7.078031212484993	0.0	0	12-12-23 20:06:37.003967
-1411514.0	7.177671068427371	0.0	0	12-12-23 20:06:37.036760
-1528172.0	7.277310924369748	0.0	0	12-12-23 20:06:37.068860
-1586591.0	7.376950780312125	0.0	0	12-12-23 20:06:37.101033
-1583271.0	7.476590636254501	0.0	0	12-12-23 20:06:37.134472
-1502579.0	7.576230492196879	0.0	0	12-12-23 20:06:37.167514
-1350308.0	7.675870348139256	0.0	0	12-12-23 20:06:37.200979
-1160706.0	7.775510204081632	0.0	0	12-12-23 20:06:37.233246
-890289.9	7.875150060024009	0.0	0	12-12-23 20:06:37.266688
-617574.0	7.974789915966387	0.0	0	12-12-23 20:06:37.301184
-306270.8	8.074429771908763	0.0	0	12-12-23 20:06:37.333170
-868.875	8.17406962785114	0.0	0	12-12-23 20:06:37.368407
353967.0	8.273709483793517	0.0	0	12-12-23 20:06:37.400653
640985.5	8.373349339735894	0.0	0	12-12-23 20:06:37.432559
905271.8	8.47298919567827	0.0	0	12-12-23 20:06:37.464413
1194160.0	8.572629051620648	0.0	0	12-12-23 20:06:37.497609
1385099.0	8.672268907563026	0.0	0	12-12-23 20:06:37.530881
1514188.0	8.771908763505401	0.0	0	12-12-23 20:06:37.563041
1597212.0	8.871548619447779	0.0	0	12-12-23 20:06:37.595813
1608311.0	8.971188475390157	0.0	0	12-12-23 20:06:37.627869
1534993.0	9.070828331332534	0.0	0	12-12-23 20:06:37.660040
