# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC	temp	Delay	a	
0.105	0.0	250	250	-7431464.0	-7444993.0	-7452485.0	-7449260.0	-7430588.0	-7423974.0	-7423117.0	-7420584.0	-11.8831057	51.9474821	6.0	4.0	14-12-23 17:16:38.473577
0.5	0.002	250	250	-7222752.0	-7235840.0	-7243032.0	-7239604.0	-7244440.0	-7238094.0	-7237246.0	-7234747.0	-11.4865024	52.022306	6.0	4.0	14-12-23 17:16:45.647813
1.0	0.004	250	250	-6911240.0	-6923704.0	-6930611.0	-6927405.0	-6932037.0	-6925886.0	-6925095.0	-6922666.0	-10.9908845	52.1133568	6.0	4.0	14-12-23 17:16:52.822501
1.499	0.007	250	250	-6598183.0	-6609998.0	-6616587.0	-6613572.0	-6618038.0	-6612099.0	-6611376.0	-6609037.0	-10.4929702	52.1908852	6.0	4.0	14-12-23 17:17:00.327628
2.0	0.01	250	250	-6283800.0	-6294991.0	-6301271.0	-6298476.0	-6302747.0	-6297028.0	-6296349.0	-6294116.0	-9.9931008	52.2792316	6.0	4.0	14-12-23 17:17:07.564289
2.499	0.012	250	250	-5969976.0	-5980528.0	-5986518.0	-5983913.0	-5987969.0	-5982492.0	-5981875.0	-5979728.0	-9.4940688	52.4066348	6.0	4.0	14-12-23 17:17:14.739473
3.0	0.015	250	250	-5655325.0	-5665240.0	-5670919.0	-5668505.0	-5672427.0	-5667153.0	-5666602.0	-5664533.0	-8.99379675	52.4036376	6.0	4.0	14-12-23 17:17:21.959956
3.499	0.017	250	250	-5341584.0	-5350847.0	-5356226.0	-5354035.0	-5357730.0	-5352680.0	-5352192.0	-5350210.0	-8.49484876	52.4919839	6.0	4.0	14-12-23 17:17:29.226988
4.0	0.02	250	250	-5027136.0	-5035764.0	-5040857.0	-5038832.0	-5042370.0	-5037548.0	-5037120.0	-5035220.0	-7.99498773	52.5160316	6.0	4.0	14-12-23 17:17:36.374750
4.499	0.022	250	250	-4712843.0	-4720840.0	-4725621.0	-4723807.0	-4727157.0	-4722566.0	-4722166.0	-4720370.0	-7.49525242	52.6470408	6.0	4.0	14-12-23 17:17:43.542929
5.0	0.025	250	250	-4398351.0	-4405705.0	-4410189.0	-4408569.0	-4411738.0	-4407393.0	-4407050.0	-4405329.0	-6.99519955	52.6377332	6.0	4.0	14-12-23 17:17:50.833521
5.5	0.027	250	250	-4084094.0	-4090818.0	-4095009.0	-4093582.0	-4096588.0	-4092435.0	-4092155.0	-4090536.0	-6.49557091	52.7017392	6.0	4.0	14-12-23 17:17:57.984541
