# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	time	Delay	a	
0.121	0.0	250	250	-7433253.0	-7447125.0	-7454312.0	-7452345.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.8738348	9.9e+37	24.6895277	1711450581.8206475	6	4.0	26-03-24 11:56:21.820707
0.6	0.002	250	250	-7154105.0	-7166687.0	-7173049.0	-7170701.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3770191	9.9e+37	24.6440737	1711450589.649168	6	4.0	26-03-24 11:56:29.649232
1.2	0.005	250	250	-6779056.0	-6790858.0	-6796905.0	-6794742.0	-8125990.0	-8117010.0	-8116085.0	-8112068.0	-10.7803473	-1.16096313	24.69015	1711450597.4636607	6	4.0	26-03-24 11:56:37.463713
1.8	0.008	250	250	-6403066.0	-6414125.0	-6419868.0	-6417882.0	-7675455.0	-7666909.0	-7666097.0	-7662244.0	-10.1824649	-1.09659086	24.7002868	1711450605.5502641	6	4.0	26-03-24 11:56:45.550319
2.401	0.011	250	250	-6025844.0	-6036197.0	-6041589.0	-6039760.0	-7223414.0	-7215341.0	-7214575.0	-7210933.0	-9.58271728	-1.0319995	24.7242465	1711450613.401401	6	4.0	26-03-24 11:56:53.401450
3.001	0.014	250	250	-5649207.0	-5658809.0	-5663880.0	-5662251.0	-6771953.0	-6764308.0	-6763600.0	-6760165.0	-8.98387987	-0.967506736	24.7319179	1711450621.4886732	6	4.0	26-03-24 11:57:01.488724
3.6	0.018	250	250	-5272737.0	-5281606.0	-5286355.0	-5284895.0	-6320660.0	-6313407.0	-6312774.0	-6309549.0	-8.38530916	-0.903020383	24.6895277	1711450629.3458703	6	4.0	26-03-24 11:57:09.345921
4.2	0.021	250	250	-4895873.0	-4903965.0	-4908398.0	-4907144.0	-5868603.0	-5861773.0	-5861222.0	-5858151.0	-7.78606128	-0.838428082	24.6342361	1711450637.1579366	6	4.0	26-03-24 11:57:17.158005
4.8	0.024	250	250	-4519318.0	-4526708.0	-4530821.0	-4529737.0	-5417269.0	-5410915.0	-5410422.0	-5407557.0	-7.18740613	-0.773975111	24.5537641	1711450645.0028853	6	4.0	26-03-24 11:57:25.002949
5.4	0.027	250	250	-4142193.0	-4148824.0	-4152606.0	-4151718.0	-4965404.0	-4959467.0	-4959055.0	-4956382.0	-6.58782022	-0.709426352	24.5826306	1711450653.0522394	6	4.0	26-03-24 11:57:33.052297
6.0	0.03	250	250	-3765550.0	-3771420.0	-3774912.0	-3774193.0	-4514115.0	-4508605.0	-4508277.0	-4505808.0	-5.98892296	-0.644953532	24.5282606	1711450660.895099	6	4.0	26-03-24 11:57:40.895148
6.6	0.033	250	250	-3388519.0	-3393620.0	-3396794.0	-3396256.0	-4062239.0	-4057161.0	-4056873.0	-4054617.0	-5.3894534	-0.580401711	24.5522202	1711450668.7480052	6	4.0	26-03-24 11:57:48.748056
7.2	0.036	250	250	-3011999.0	-3016375.0	-3019208.0	-3018853.0	-3610778.0	-3606120.0	-3605934.0	-3603826.0	-4.79079139	-0.515904878	24.560514	1711450676.6258194	6	4.0	26-03-24 11:57:56.625883
7.8	0.039	250	250	-2634566.0	-2638224.0	-2640735.0	-2640561.0	-3158486.0	-3154270.0	-3154158.0	-3152248.0	-4.19076683	-0.451294867	24.6093549	1711450684.4530804	6	4.0	26-03-24 11:58:04.453130
8.4	0.042	250	250	-2258054.0	-2260976.0	-2263156.0	-2263167.0	-2707289.0	-2703507.0	-2703471.0	-2701760.0	-3.59214182	-0.386837048	24.5758808	1711450692.3252158	6	4.0	26-03-24 11:58:12.325266
8.999	0.045	250	250	-1881669.0	-1883846.0	-1885700.0	-1885902.0	-2256095.0	-2252759.0	-2252772.0	-2251235.0	-2.99368726	-0.322379097	24.6886061	1711450700.4250915	6	4.0	26-03-24 11:58:20.425142
9.599	0.048	250	250	-1504758.0	-1506191.0	-1507714.0	-1508106.0	-1804405.0	-1801528.0	-1801600.0	-1800284.0	-2.39448156	-0.257864505	24.7254672	1711450708.2491136	6	4.0	26-03-24 11:58:28.249168
10.199	0.051	250	250	-1127702.0	-1128388.0	-1129599.0	-1130164.0	-1352524.0	-1350060.0	-1350229.0	-1349082.0	-1.79498126	-0.193306227	24.7991893	1711450716.0592425	6	4.0	26-03-24 11:58:36.059291
10.8	0.054	250	250	-750507.9	-750436.7	-751339.2	-752091.3	-900424.3	-898401.3	-898639.5	-897659.6	-1.19525962	-0.128719155	24.8222275	1711450724.1290684	6	4.0	26-03-24 11:58:44.129138
11.4	0.058	250	250	-373763.6	-372950.1	-373520.4	-374462.8	-448915.3	-447327.0	-447631.6	-446845.6	-0.59621701	-0.0642172701	24.8062623	1711450732.1892917	6	4.0	26-03-24 11:58:52.189360
12.0	0.061	250	250	3121.396	4680.648	4423.276	3310.972	2840.904	3984.524	3580.76	4199.488	0.00297684106	0.00030836983	24.9291245	1711450740.2761497	6	4.0	26-03-24 11:59:00.276207
12.6	0.064	250	250	379779.5	382074.6	382141.5	380851.1	454329.9	455037.4	454580.4	454973.3	0.601905604	0.0648127759	24.9604564	1711450748.098955	6	4.0	26-03-24 11:59:08.099016
13.2	0.067	250	250	756804.9	759843.4	760226.3	758763.3	906262.0	906550.1	906017.6	906255.2	1.20137163	0.129377665	24.8864351	1711450756.1344614	6	4.0	26-03-24 11:59:16.134521
13.799	0.07	250	250	1133330.0	1137108.0	1137815.0	1136163.0	1357557.0	1357399.0	1356782.0	1356806.0	1.79991047	0.193833154	24.9291245	1711450763.9640746	6	4.0	26-03-24 11:59:23.964129
14.399	0.073	250	250	1510108.0	1514633.0	1515665.0	1513826.0	1809184.0	1808590.0	1807896.0	1807741.0	2.39900139	0.258360108	24.893185	1711450771.7757065	6	4.0	26-03-24 11:59:31.775783
14.999	0.076	250	250	1886768.0	1892017.0	1893386.0	1891377.0	2260741.0	2259701.0	2258948.0	2258612.0	2.99788123	0.322866446	24.8664607	1711450780.0468743	6	4.0	26-03-24 11:59:40.046923
15.599	0.079	250	250	2264115.0	2270131.0	2271809.0	2269608.0	2713167.0	2711682.0	2710829.0	2710303.0	3.59779189	0.387481432	24.8738329	1711450787.877244	6	4.0	26-03-24 11:59:47.877299
16.2	0.082	250	250	2640921.0	2647662.0	2649671.0	2647283.0	3164816.0	3162919.0	3162002.0	3161260.0	4.19689363	0.452006627	24.8729114	1711450795.9046695	6	4.0	26-03-24 11:59:55.904723
16.8	0.085	250	250	3017503.0	3025017.0	3027318.0	3024749.0	3616275.0	3613946.0	3612970.0	3612042.0	4.79555022	0.516495525	24.9079294	1711450803.9445355	6	4.0	26-03-24 12:00:03.944584
17.4	0.088	250	250	3394349.0	3402583.0	3405236.0	3402480.0	4067930.0	4065148.0	4064092.0	4062982.0	5.3946781	0.581011951	24.8974934	1711450811.799323	6	4.0	26-03-24 12:00:11.799376
18.0	0.091	250	250	3771147.0	3780138.0	3783108.0	3780175.0	4519728.0	4516519.0	4515380.0	4514101.0	5.99370364	0.645554287	25.0415507	1711450819.829119	6	4.0	26-03-24 12:00:19.829174
18.6	0.095	250	250	4147999.0	4157726.0	4161025.0	4157898.0	4971509.0	4967876.0	4966681.0	4965204.0	6.59290026	0.710093132	25.1005284	1711450827.659242	6	4.0	26-03-24 12:00:27.659294
19.199	0.098	250	250	4524267.0	4534762.0	4538341.0	4535062.0	5422696.0	5418612.0	5417338.0	5415681.0	7.19114329	0.774529402	25.1039153	1711450835.6751478	6	4.0	26-03-24 12:00:35.675203
