# 
focus_V	E+P_V	anode_v	focus_I	E+P_I	anode_I	time	Delay	
0	0.0	-0.0010074705800000002	6.60864791e-11	4.49783028e-10	7.144162880000026e-07	1713172818.568912	0.1	15-04-24 11:20:18.568970
0	0.0	-0.0024253979599999998	9.13731648e-11	1.66102974e-10	7.107460940000021e-07	1713172819.3591127	0.1	15-04-24 11:20:19.359162
0	0.0	-0.000485076285	7.33368323e-11	4.23654602e-10	7.093913119999976e-07	1713172820.152224	0.1	15-04-24 11:20:20.152272
0	0.0	-0.000932842825	4.16949288e-11	3.75130382e-10	7.076916800000037e-07	1713172820.9262104	0.1	15-04-24 11:20:20.926261
0	0.0	0.00742546593	6.92193568e-11	3.78863014e-10	7.098593180000066e-07	1713172821.7022145	0.1	15-04-24 11:20:21.702264
0	0.0	0.00440304178	4.9482327899999996e-11	5.729598940000001e-10	7.118052619999987e-07	1713172822.482311	0.1	15-04-24 11:20:22.482360
0	500.0	0.0036194503299999997	1.23865416e-10	1.15245031e-08	7.077409159999989e-07	1713172823.2750034	0.1	15-04-24 11:20:23.275057
0	500.0	-0.0041791502399999994	1.12587051e-10	4.98307248e-10	7.279887260000072e-07	1713172824.0731943	0.1	15-04-24 11:20:24.073250
0	500.0	-0.00130598161	9.90709908e-11	3.60199853e-10	7.111894820000032e-07	1713172824.8514805	0.1	15-04-24 11:20:24.851585
0	500.0	-0.00156717876	5.15410054e-11	5.39366203e-10	7.062629780000022e-07	1713172825.6257493	0.1	15-04-24 11:20:25.625796
0	500.0	-0.00194031754	7.933396299999999e-11	4.64713557e-10	7.10425862e-07	1713172826.405368	0.1	15-04-24 11:20:26.405415
0	500.0	-0.000858215069	8.55549309e-11	3.1540826499999997e-10	7.064600540000052e-07	1713172827.1806993	0.1	15-04-24 11:20:27.180749
0	500.0	-0.00152986488	7.60218804e-11	4.49783028e-10	7.352799440000005e-07	1713172827.9598534	0.1	15-04-24 11:20:27.959899
0	500.0	-0.0021268869300000003	7.99155791e-11	5.43098835e-10	7.069772960000025e-07	1713172828.7371826	0.1	15-04-24 11:20:28.737237
0	500.0	-0.00119403997	8.506242220000001e-11	3.63932485e-10	7.07888689999999e-07	1713172829.5143423	0.1	15-04-24 11:20:29.514779
0	500.0	-0.00272390899	8.49281567e-11	5.13237777e-10	7.06041284000005e-07	1713172830.291044	0.1	15-04-24 11:20:30.291094
0	500.0	-0.00238808408	8.17057854e-11	4.684461900000001e-10	7.08258224000004e-07	1713172831.0685587	0.1	15-04-24 11:20:31.068611
0	500.0	-0.00350750043	9.186520610000001e-11	6.66275701e-10	7.068541400000034e-07	1713172831.846153	0.1	15-04-24 11:20:31.846204
0	500.0	-0.00197763142	8.738968899999999e-11	5.05772513e-10	7.014596300000003e-07	1713172832.6252232	0.1	15-04-24 11:20:32.625271
0	500.0	-0.0021268869300000003	8.62260549e-11	3.9379354399999997e-10	7.02912949999996e-07	1713172833.405535	0.1	15-04-24 11:20:33.405587
0	500.0	-0.0024253979599999998	1.0300923900000001e-10	5.13237777e-10	7.047850400000055e-07	1713172834.1895313	0.1	15-04-24 11:20:34.189580
0	500.0	-0.0025373395900000002	1.1164698400000001e-10	3.0421036900000003e-10	7.044401900000024e-07	1713172834.9728963	0.1	15-04-24 11:20:34.972947
0	500.0	-0.0026492812300000002	1.0502322100000001e-10	3.97526176e-10	7.064107520000023e-07	1713172835.752655	0.1	15-04-24 11:20:35.752704
0	500.0	-0.000746273434	9.508756529999999e-11	3.63932485e-10	7.084059979999973e-07	1713172836.534843	0.1	15-04-24 11:20:36.534903
0	500.0	-0.00641798294	1.08558867e-10	5.43098835e-10	7.103273240000019e-07	1713172837.3147964	0.1	15-04-24 11:20:37.314842
0	500.0	-0.00130598161	1.14377038e-10	5.505641e-10	7.082089219999943e-07	1713172838.091163	0.1	15-04-24 11:20:38.091209
0	500.0	-0.00320898941	7.521627569999999e-11	3.1540826499999997e-10	7.058442080000021e-07	1713172838.8740902	0.1	15-04-24 11:20:38.874141
0	500.0	0.00615679406	1.0918544e-10	5.09505145e-10	7.062629780000022e-07	1713172839.650456	0.1	15-04-24 11:20:39.650504
0	500.0	-0.00335824492	1.25968623e-10	5.617619969999999e-10	7.069034419999995e-07	1713172840.4298284	0.1	15-04-24 11:20:40.429882
0	500.0	-0.00037313465	1.1598817200000001e-10	3.60199853e-10	7.05696434000002e-07	1713172841.2056546	0.1	15-04-24 11:20:41.205702
0	500.0	-0.00186568978	7.99155169e-11	3.2287353e-10	7.824016999999985e-07	1713172841.9847655	0.1	15-04-24 11:20:41.984833
0	500.0	-0.00216420081	5.62400401e-11	4.5351566000000006e-10	7.594197080000006e-07	1713172842.7621863	0.1	15-04-24 11:20:42.762237
0	500.0	-0.00257465347	2.95212127e-11	3.60199853e-10	7.280134100000023e-07	1713172843.5401545	0.1	15-04-24 11:20:43.540207
0	500.0	-0.00298510614	7.30679783e-11	5.35633571e-10	7.276685599999993e-07	1713172844.3217375	0.1	15-04-24 11:20:44.321789
0	500.0	-0.0135076198	3.1042874e-11	4.5351566000000006e-10	7.189240219999967e-07	1713172845.1010768	0.1	15-04-24 11:20:45.101124
0	500.0	0.0042537862700000005	6.26400128e-11	6.21484114e-10	7.196876419999999e-07	1713172845.8776944	0.1	15-04-24 11:20:45.877741
0	500.0	-0.00018656525800000003	5.73589046e-11	4.23654602e-10	7.181604020000003e-07	1713172846.6570094	0.1	15-04-24 11:20:46.657059
0	500.0	0.00376870585	9.43714171e-11	5.729598940000001e-10	7.211655799999967e-07	1713172847.430387	0.1	15-04-24 11:20:47.430433
0	500.0	-0.0114553565	1.21000734e-10	4.72178822e-10	7.260920840000044e-07	1713172848.2073188	0.1	15-04-24 11:20:48.207801
0	500.0	-0.0047761723	1.2059793700000002e-10	4.75911454e-10	7.336295480000018e-07	1713172848.982993	0.1	15-04-24 11:20:48.983065
0	500.0	-0.00164180651	4.86765379e-11	5.65494629e-10	7.286045720000036e-07	1713172849.7612674	0.1	15-04-24 11:20:49.761313
0	500.0	-0.0045896029	7.16806899e-11	2.78081942e-10	7.525718780000018e-07	1713172850.540774	0.1	15-04-24 11:20:50.540795
0	500.0	-0.00197763142	3.22961495e-11	4.57248293e-10	7.188254839999986e-07	1713172851.3155484	0.1	15-04-24 11:20:51.315602
0	500.0	-0.00220151469	5.48975051e-11	5.87890423e-10	7.247865380000088e-07	1713172852.0928955	0.1	15-04-24 11:20:52.092954
0	500.0	-0.0024253979599999998	1.37560285e-10	3.97526176e-10	7.140468199999986e-07	1713172852.8872492	0.1	15-04-24 11:20:52.887285
0	500.0	-0.00466423066	9.78625108e-11	4.94574616e-10	7.158449899999974e-07	1713172853.663254	0.1	15-04-24 11:20:53.663302
0	500.0	-0.005447822109999999	9.732544890000001e-11	2.22092458e-10	7.194413300000017e-07	1713172854.4409876	0.1	15-04-24 11:20:54.441037
0	500.0	0.00250003398	4.9795467200000006e-11	2.78081942e-10	7.230622880000003e-07	1713172855.2177896	0.1	15-04-24 11:20:55.217842
0	500.0	-0.00261196735	8.44359623e-11	4.4605039599999997e-10	7.277424140000023e-07	1713172855.9968538	0.1	15-04-24 11:20:55.996902
0	500.0	-0.00757471317	2.32556564e-11	9.14503276e-11	7.245894620000058e-07	1713172856.792293	0.1	15-04-24 11:20:56.792341
0	500.0	-0.00208957305	5.2480776899999995e-11	7.07334657e-10	7.184067800000061e-07	1713172857.5738037	0.1	15-04-24 11:20:57.573856
0	500.0	0.00578365528	5.71352298e-11	4.1992197e-10	7.208207300000004e-07	1713172858.3497403	0.1	15-04-24 11:20:58.349788
0	500.0	-0.0029477922599999997	8.13925256e-11	4.31119867e-10	7.196630239999989e-07	1713172859.1291103	0.1	15-04-24 11:20:59.129157
