# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC	temp	Delay	a	
0.056	0.0	250	250	-7464065.0	-7477068.0	-7483376.0	-7481229.0	-7457920.0	-7452290.0	-7450983.0	-7448082.0	-11.9270205	13.5142326	6.0	1.0	14-12-23 16:27:51.755074
0.5	0.002	250	250	-7225982.0	-7238619.0	-7244890.0	-7242648.0	-7246768.0	-7241362.0	-7240115.0	-7237250.0	-11.4892276	13.5021332	6.0	1.0	14-12-23 16:27:58.970844
1.0	0.004	250	250	-6913211.0	-6925262.0	-6931240.0	-6929142.0	-6933069.0	-6927888.0	-6926697.0	-6923944.0	-10.991822	13.4835188	6.0	1.0	14-12-23 16:28:06.131253
1.499	0.007	250	250	-6599759.0	-6611181.0	-6616889.0	-6614945.0	-6618752.0	-6613720.0	-6612607.0	-6609940.0	-10.4934	13.5545556	6.0	1.0	14-12-23 16:28:13.304143
2.0	0.009	250	250	-6285230.0	-6296045.0	-6301488.0	-6299696.0	-6303344.0	-6298498.0	-6297460.0	-6294903.0	-9.99340322	13.5430848	6.0	1.0	14-12-23 16:28:20.514437
2.499	0.012	250	250	-5971263.0	-5981456.0	-5986643.0	-5985006.0	-5988523.0	-5983885.0	-5982905.0	-5980456.0	-9.49435056	13.6857869	6.0	1.0	14-12-23 16:28:27.688305
3.0	0.015	250	250	-5656548.0	-5666117.0	-5671066.0	-5669560.0	-5672930.0	-5668486.0	-5667582.0	-5665185.0	-8.99400758	13.6892076	6.0	1.0	14-12-23 16:28:34.864981
3.5	0.017	250	250	-5342572.0	-5351517.0	-5356209.0	-5354840.0	-5358050.0	-5353795.0	-5352956.0	-5350693.0	-8.49490799	13.7729723	6.0	1.0	14-12-23 16:28:42.254456
4.0	0.02	250	250	-5028094.0	-5036414.0	-5040857.0	-5039625.0	-5042696.0	-5038619.0	-5037884.0	-5035692.0	-7.99498558	13.856737	6.0	1.0	14-12-23 16:28:49.404691
4.5	0.022	250	250	-4713619.0	-4721330.0	-4725497.0	-4724434.0	-4727355.0	-4723471.0	-4722796.0	-4720704.0	-7.4950982	14.0106077	6.0	1.0	14-12-23 16:28:56.553546
5.0	0.025	250	250	-4399126.0	-4406214.0	-4410132.0	-4409214.0	-4411984.0	-4408275.0	-4407685.0	-4405697.0	-6.99516861	13.9982062	6.0	1.0	14-12-23 16:29:03.871677
5.5	0.027	250	250	-4084819.0	-4091309.0	-4094954.0	-4094201.0	-4096829.0	-4093283.0	-4092782.0	-4090895.0	-6.49551325	14.0475343	6.0	1.0	14-12-23 16:29:11.149283
