# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	Delay	a	
0.096	0.0	250	250	-7440904.0	-7454427.0	-7461474.0	-7459563.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.8771735	9.9e+37	24.2500316	6	184.0	26-03-24 06:27:56.895048
0.6	0.002	250	250	-7153791.0	-7166338.0	-7172737.0	-7170415.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3765	9.9e+37	24.2435809	6	184.0	26-03-24 06:28:04.742865
1.201	0.005	250	250	-6778781.0	-6790571.0	-6796650.0	-6794491.0	-8124322.0	-8115359.0	-8114489.0	-8110383.0	-10.7799251	-1.16071092	24.2027346	6	184.0	26-03-24 06:28:12.788990
1.8	0.008	250	250	-6402776.0	-6413817.0	-6419597.0	-6417584.0	-7673339.0	-7664822.0	-7663979.0	-7660089.0	-10.1820559	-1.09628978	24.2730698	6	184.0	26-03-24 06:28:20.836539
2.401	0.011	250	250	-6025589.0	-6035892.0	-6041295.0	-6039525.0	-7221005.0	-7212907.0	-7212154.0	-7208472.0	-9.58231669	-1.03163365	24.250654	6	184.0	26-03-24 06:28:28.694255
3.001	0.014	250	250	-5649056.0	-5658627.0	-5663737.0	-5662124.0	-6769563.0	-6761912.0	-6761206.0	-6757727.0	-8.98361342	-0.967173731	24.2782998	6	184.0	26-03-24 06:28:36.771467
3.601	0.018	250	250	-5272554.0	-5281353.0	-5286112.0	-5284699.0	-6318551.0	-6311320.0	-6310674.0	-6307381.0	-8.38497416	-0.902741302	24.3937897	6	184.0	26-03-24 06:28:44.797895
4.201	0.021	250	250	-4895669.0	-4903753.0	-4908191.0	-4906944.0	-5867204.0	-5860394.0	-5859865.0	-5856762.0	-7.78573547	-0.8382493	24.4306508	6	184.0	26-03-24 06:28:52.633201
4.8	0.024	250	250	-4519106.0	-4526451.0	-4530584.0	-4529505.0	-5415803.0	-5409433.0	-5408946.0	-5406042.0	-7.1870358	-0.773775508	24.4027058	6	184.0	26-03-24 06:29:00.461678
5.4	0.027	250	250	-4142029.0	-4148622.0	-4152439.0	-4151540.0	-4964092.0	-4958141.0	-4957745.0	-4955033.0	-6.587524	-0.709248469	24.5191173	6	184.0	26-03-24 06:29:08.559728
