# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	Delay	a	
0.095	0.0	250	250	-7444307.0	-7457881.0	-7464848.0	-7462718.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.8805857	9.9e+37	24.6892525	6	222.99999999999997	26-03-24 10:00:14.128530
0.6	0.002	250	250	-7153972.0	-7166574.0	-7172980.0	-7170568.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3768741	9.9e+37	24.7752536	6	222.99999999999997	26-03-24 10:00:21.943832
1.201	0.005	250	250	-6778893.0	-6790720.0	-6796802.0	-6794544.0	-8126396.0	-8117327.0	-8116519.0	-8112420.0	-10.7801988	-1.1610337	24.7307212	6	222.99999999999997	26-03-24 10:00:30.024646
1.8	0.008	250	250	-6403079.0	-6414121.0	-6419887.0	-6417844.0	-7675760.0	-7667156.0	-7666389.0	-7662487.0	-10.1824691	-1.09661622	24.7694253	6	222.99999999999997	26-03-24 10:00:38.108719
2.401	0.011	250	250	-6025765.0	-6036101.0	-6041530.0	-6039682.0	-7223299.0	-7215129.0	-7214446.0	-7210728.0	-9.58262373	-1.03197613	24.8627986	6	222.99999999999997	26-03-24 10:00:46.164907
3.001	0.015	250	250	-5649177.0	-5658767.0	-5663893.0	-5662235.0	-6771971.0	-6764271.0	-6763618.0	-6760117.0	-8.98383668	-0.967514606	24.8821507	6	222.99999999999997	26-03-24 10:00:53.977665
3.6	0.018	250	250	-5272686.0	-5281544.0	-5286332.0	-5284855.0	-6320717.0	-6313446.0	-6312848.0	-6309545.0	-8.38522156	-0.90304489	24.8366967	6	222.99999999999997	26-03-24 10:01:02.026644
4.2	0.021	250	250	-4895799.0	-4903925.0	-4908383.0	-4907099.0	-5868930.0	-5862142.0	-5861612.0	-5858507.0	-7.78601003	-0.838485678	24.8228738	6	222.99999999999997	26-03-24 10:01:10.089660
4.8	0.024	250	250	-4519286.0	-4526664.0	-4530787.0	-4529684.0	-5417661.0	-5411306.0	-5410838.0	-5407906.0	-7.18730814	-0.774021075	24.8683278	6	222.99999999999997	26-03-24 10:01:18.185966
5.4	0.027	250	250	-4142140.0	-4148784.0	-4152591.0	-4151667.0	-4965487.0	-4959555.0	-4959163.0	-4956430.0	-6.58774155	-0.709423401	24.7703468	6	222.99999999999997	26-03-24 10:01:26.041531
6.0	0.03	250	250	-3765562.0	-3771475.0	-3774942.0	-3774218.0	-4514002.0	-4508488.0	-4508177.0	-4505637.0	-5.98897879	-0.644932346	24.8028994	6	222.99999999999997	26-03-24 10:01:34.132599
6.6	0.033	250	250	-3388465.0	-3393608.0	-3396746.0	-3396220.0	-4062172.0	-4057090.0	-4056879.0	-4054533.0	-5.38942288	-0.580396343	24.7770967	6	222.99999999999997	26-03-24 10:01:42.187108
7.2	0.036	250	250	-3011979.0	-3016381.0	-3019216.0	-3018853.0	-3611128.0	-3606491.0	-3606315.0	-3604175.0	-4.79080471	-0.515949467	24.7208836	6	222.99999999999997	26-03-24 10:01:50.053496
7.8	0.039	250	250	-2634612.0	-2638254.0	-2640771.0	-2640596.0	-3158855.0	-3154642.0	-3154538.0	-3152584.0	-4.19080366	-0.451340037	24.6616067	6	222.99999999999997	26-03-24 10:01:57.931710
8.4	0.042	250	250	-2258092.0	-2261004.0	-2263185.0	-2263194.0	-2707524.0	-2703736.0	-2703715.0	-2701960.0	-3.5921843	-0.386873688	24.6431762	6	222.99999999999997	26-03-24 10:02:05.985831
8.999	0.045	250	250	-1881634.0	-1883795.0	-1885659.0	-1885853.0	-2256344.0	-2252990.0	-2253036.0	-2251465.0	-2.993639	-0.322409367	24.70061	6	222.99999999999997	26-03-24 10:02:14.064734
9.599	0.048	250	250	-1504746.0	-1506170.0	-1507703.0	-1508094.0	-1804509.0	-1801624.0	-1801730.0	-1800364.0	-2.39445067	-0.257873166	24.6450192	6	222.99999999999997	26-03-24 10:02:21.896126
10.2	0.051	250	250	-1127638.0	-1128310.0	-1129527.0	-1130088.0	-1352563.0	-1350095.0	-1350272.0	-1349114.0	-1.79487228	-0.193315482	24.6812579	6	222.99999999999997	26-03-24 10:02:29.924903
10.801	0.054	250	250	-750412.6	-750336.5	-751232.8	-751987.7	-900463.7	-898420.4	-898667.5	-897704.7	-1.19514119	-0.128730167	24.6877086	6	222.99999999999997	26-03-24 10:02:37.984999
11.4	0.058	250	250	-373829.8	-373006.2	-373588.2	-374525.8	-449053.3	-447454.6	-447779.9	-446967.1	-0.596307525	-0.0642349858	24.6284318	6	222.99999999999997	26-03-24 10:02:45.817526
12.0	0.061	250	250	3101.04	4659.272	4407.92	3293.82	2765.564	3913.992	3528.124	4139.728	0.00301324702	0.000315047285	24.6293533	6	222.99999999999997	26-03-24 10:02:53.881242
12.6	0.064	250	250	379804.2	382100.5	382161.8	380880.2	454322.9	455034.8	454577.3	454978.0	0.601882209	0.0648092959	24.6960024	6	222.99999999999997	26-03-24 10:03:01.730230
13.2	0.067	250	250	756719.2	759758.0	760146.1	758678.1	906153.5	906444.2	905903.6	906123.6	1.20126809	0.129370429	24.6127658	6	222.99999999999997	26-03-24 10:03:09.603706
13.799	0.07	250	250	1133263.0	1137044.0	1137755.0	1136097.0	1357493.0	1357335.0	1356721.0	1356753.0	1.79989707	0.19383173	24.6784934	6	222.99999999999997	26-03-24 10:03:17.462792
14.399	0.073	250	250	1510097.0	1514621.0	1515650.0	1513825.0	1809218.0	1808626.0	1807941.0	1807780.0	2.39900947	0.258366619	24.618295	6	222.99999999999997	26-03-24 10:03:25.328509
14.999	0.076	250	250	1886700.0	1891971.0	1893311.0	1891312.0	2260677.0	2259663.0	2258924.0	2258555.0	2.99773962	0.322857721	24.6748073	6	222.99999999999997	26-03-24 10:03:33.438626
15.6	0.079	250	250	2264013.0	2270033.0	2271707.0	2269501.0	2712979.0	2711510.0	2710698.0	2710142.0	3.59766805	0.387464817	24.5915707	6	222.99999999999997	26-03-24 10:03:41.491465
16.2	0.082	250	250	2640907.0	2647662.0	2649668.0	2647280.0	3164535.0	3162633.0	3161761.0	3161005.0	4.19681051	0.451973204	24.6053936	6	222.99999999999997	26-03-24 10:03:49.300218
16.8	0.085	250	250	3017372.0	3024881.0	3027214.0	3024641.0	3615938.0	3613607.0	3612647.0	3611719.0	4.79533633	0.516450343	24.5869631	6	222.99999999999997	26-03-24 10:03:57.125959
17.4	0.088	250	250	3394161.0	3402414.0	3405065.0	3402318.0	4067646.0	4064895.0	4063874.0	4062734.0	5.39444482	0.580995776	24.6554552	6	222.99999999999997	26-03-24 10:04:05.151399
18.0	0.091	250	250	3770960.0	3779961.0	3782916.0	3779993.0	4519363.0	4516172.0	4515108.0	4513740.0	5.99352257	0.645515527	24.6628274	6	222.99999999999997	26-03-24 10:04:13.017260
18.6	0.095	250	250	4147783.0	4157519.0	4160795.0	4157688.0	4971098.0	4967461.0	4966320.0	4964809.0	6.59261406	0.710048938	24.600786	6	222.99999999999997	26-03-24 10:04:20.862084
19.199	0.098	250	250	4524182.0	4534673.0	4538263.0	4534978.0	5422368.0	5418296.0	5417066.0	5415324.0	7.1910075	0.774497701	24.6886301	6	222.99999999999997	26-03-24 10:04:28.935257
19.8	0.101	250	250	4901159.0	4912397.0	4916306.0	4912843.0	5874344.0	5869838.0	5868585.0	5866664.0	7.79046087	0.839083476	24.7254912	6	222.99999999999997	26-03-24 10:04:37.039441
20.4	0.104	250	250	5278010.0	5289990.0	5294224.0	5290569.0	6326041.0	6321121.0	6319741.0	6317692.0	8.38948214	0.903588846	24.7623523	6	222.99999999999997	26-03-24 10:04:44.890398
21.0	0.107	250	250	5654483.0	5667204.0	5671773.0	5667932.0	6777458.0	6772100.0	6770684.0	6768399.0	8.98807079	0.968071279	24.7196629	6	222.99999999999997	26-03-24 10:04:52.768162
21.6	0.11	250	250	6030958.0	6044424.0	6049321.0	6045284.0	7228757.0	7222968.0	7221483.0	7219020.0	9.58658019	1.03253604	24.8087277	6	222.99999999999997	26-03-24 10:05:00.798034
22.199	0.113	250	250	6406874.0	6421094.0	6426270.0	6422064.0	7679410.0	7673211.0	7671575.0	7668948.0	10.1841432	1.09690159	24.735628	6	222.99999999999997	26-03-24 10:05:08.861164
22.799	0.117	250	250	6783103.0	6798084.0	6803554.0	6799214.0	8130221.0	8123553.0	8121920.0	8119030.0	10.7823449	1.16129369	24.7291773	6	222.99999999999997	26-03-24 10:05:16.882020
23.399	0.12	250	250	6854413.0	7485770.0	6875702.0	7487406.0	8388607.0	8388607.0	8388607.0	8388607.0	11.3794548	9.9e+37	24.6394901	6	222.99999999999997	26-03-24 10:05:24.956952
24.0	0.123	250	250	6845935.0	7485956.0	6867368.0	7487615.0	8388607.0	8388607.0	8388607.0	8388607.0	11.9649305	9.9e+37	24.6720427	6	222.99999999999997	26-03-24 10:05:32.811709
