# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp_pt100	time	Delay	a	
0.013	0.0	250	250	-7453485.0	-7466525.0	-7473045.0	-7470630.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.9665035	9.9e+37	22.2378477	1714165392.3409653	60.0	701.0069300693007	26-04-24 23:03:12.341222
0.6	0.002	250	250	-7157102.0	-7169720.0	-7176066.0	-7173608.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3819488	9.9e+37	22.6796983	1714165458.8043237	60.0	701.0069300693007	26-04-24 23:04:18.804394
1.2	0.005	250	250	-6780240.0	-6792097.0	-6798170.0	-6795899.0	-8126308.0	-8117350.0	-8116371.0	-8112424.0	-10.7827665	-1.1611086	22.6350437	1714165525.277763	60.0	701.0069300693007	26-04-24 23:05:25.277823
1.8	0.008	250	250	-6403641.0	-6414766.0	-6420538.0	-6418449.0	-7677570.0	-7669078.0	-7668141.0	-7664401.0	-10.184005	-1.09698877	22.2854729	1714165591.7551246	60.0	701.0069300693007	26-04-24 23:06:31.755185
2.4	0.011	250	250	-6026125.0	-6036494.0	-6041925.0	-6040032.0	-7225885.0	-7217822.0	-7216991.0	-7213319.0	-9.58368234	-1.03241422	21.8137248	1714165658.2600827	60.0	701.0069300693007	26-04-24 23:07:38.260145
3.0	0.014	250	250	-5649344.0	-5658948.0	-5664057.0	-5662370.0	-6774719.0	-6767127.0	-6766350.0	-6762875.0	-8.98457695	-0.967970725	21.4125042	1714165724.7417934	60.0	701.0069300693007	26-04-24 23:08:44.741855
3.6	0.017	250	250	-5272688.0	-5281544.0	-5286300.0	-5284821.0	-6323116.0	-6315974.0	-6315256.0	-6312041.0	-8.38570204	-0.903427093	21.4201702	1714165791.217917	60.0	701.0069300693007	26-04-24 23:09:51.217979
4.2	0.02	250	250	-4895681.0	-4903828.0	-4908266.0	-4906931.0	-5871080.0	-5864367.0	-5863726.0	-5860667.0	-7.7862417	-0.838878258	21.9215283	1714165857.6885138	60.0	701.0069300693007	26-04-24 23:10:57.688917
4.8	0.024	250	250	-4519097.0	-4526479.0	-4530612.0	-4529458.0	-5419631.0	-5413304.0	-5412740.0	-5409906.0	-7.18746017	-0.774364492	22.3472802	1714165924.1618354	60.0	701.0069300693007	26-04-24 23:12:04.161896
5.4	0.027	250	250	-4142027.0	-4148642.0	-4152473.0	-4151523.0	-4967366.0	-4961457.0	-4960996.0	-4958335.0	-6.58784889	-0.709750546	22.6475968	1714165990.6357596	60.0	701.0069300693007	26-04-24 23:13:10.635821
5.999	0.03	250	250	-3765373.0	-3771272.0	-3774763.0	-3774008.0	-4515794.0	-4510360.0	-4509958.0	-4507488.0	-5.98893759	-0.645219756	22.2431181	1714166057.1414573	60.0	701.0069300693007	26-04-24 23:14:17.141519
6.6	0.033	250	250	-3388181.0	-3393330.0	-3396506.0	-3395911.0	-4063480.0	-4058459.0	-4058158.0	-4055836.0	-5.38934	-0.58060481	21.6613625	1714166123.6147056	60.0	701.0069300693007	26-04-24 23:15:23.614768
7.199	0.036	250	250	-3011665.0	-3016076.0	-3018907.0	-3018524.0	-3611751.0	-3607123.0	-3606900.0	-3604771.0	-4.79060501	-0.516043152	21.4110668	1714166190.0906553	60.0	701.0069300693007	26-04-24 23:16:30.090717
7.8	0.039	250	250	-2634154.0	-2637817.0	-2640314.0	-2640135.0	-3159013.0	-3154844.0	-3154683.0	-3152772.0	-4.19037693	-0.451401518	21.7023758	1714166256.5736117	60.0	701.0069300693007	26-04-24 23:17:36.573674
8.399	0.042	250	250	-2257653.0	-2260577.0	-2262767.0	-2262763.0	-2707525.0	-2703810.0	-2703708.0	-2702020.0	-3.59181219	-0.386900713	22.160325	1714166323.046959	60.0	701.0069300693007	26-04-24 23:18:43.047021
8.999	0.045	250	250	-1881184.0	-1883358.0	-1885215.0	-1885400.0	-2256046.0	-2252742.0	-2252742.0	-2251233.0	-2.99320535	-0.322404081	22.6099375	1714166389.525599	60.0	701.0069300693007	26-04-24 23:19:49.525662
9.599	0.048	250	250	-1504216.0	-1505649.0	-1507181.0	-1507559.0	-1804102.0	-1801210.0	-1801295.0	-1799964.0	-2.39389634	-0.257836932	22.5561795	1714166456.0034175	60.0	701.0069300693007	26-04-24 23:20:56.003480
10.199	0.051	250	250	-1127111.0	-1127796.0	-1129007.0	-1129571.0	-1352067.0	-1349615.0	-1349794.0	-1348639.0	-1.79423622	-0.193251599	22.2619957	1714166522.4841063	60.0	701.0069300693007	26-04-24 23:22:02.484169
10.8	0.054	250	250	-749815.8	-749756.0	-750644.1	-751397.7	-899716.1	-897730.8	-897943.7	-896973.5	-1.19430014	-0.128622898	21.5554756	1714166588.9583957	60.0	701.0069300693007	26-04-24 23:23:08.958460
11.399	0.057	250	250	-373137.6	-372323.3	-372901.2	-373841.0	-448161.5	-446590.4	-446881.8	-446098.2	-0.595337797	-0.0641163611	21.180511	1714166655.4360619	60.0	701.0069300693007	26-04-24 23:24:15.436129
11.999	0.06	250	250	3768.08	5314.992	5064.788	3939.652	3644.948	4782.22	4393.192	5004.0	0.00392407965	0.000431718292	21.4000469	1714166721.9105356	60.0	701.0069300693007	26-04-24 23:25:21.910601
