# 
A1	f1	A2	f2	Amax	Delay	a	
0	0	1.0	20000000.0	0.0002630267991895384	0.1	0	10-04-24 20:02:41.085890
0	0	2.0	20000000.0	0.0004168693834703357	0.1	0	10-04-24 20:02:47.583717
0	0	3.0	20000000.0	0.0005495408738576248	0.1	0	10-04-24 20:02:54.081332
0	0	4.0	20000000.0	0.0007585775750291844	0.1	0	10-04-24 20:03:00.579085
0	0	5.0	20000000.0	0.0009549925860214369	0.1	0	10-04-24 20:03:07.076751
0	0	6.0	20000000.0	0.0010964781961431856	0.1	0	10-04-24 20:03:13.574534
0	0	7.0	20000000.0	0.0013182567385564082	0.1	0	10-04-24 20:03:20.072146
0	0	8.0	20000000.0	0.0015135612484362096	0.1	0	10-04-24 20:03:26.569703
0	0	9.0	20000000.0	0.0017378008287493763	0.1	0	10-04-24 20:03:33.067475
0	0	10.0	20000000.0	0.0019054607179632493	0.1	0	10-04-24 20:03:39.565234
0	0	11.0	20000000.0	0.0020892961308540407	0.1	0	10-04-24 20:03:46.063007
0	0	12.0	20000000.0	0.0022908676527677737	0.1	0	10-04-24 20:03:52.560718
0	0	13.0	20000000.0	0.002511886431509582	0.1	0	10-04-24 20:03:59.058385
0	0	14.0	20000000.0	0.0027542287033381677	0.1	0	10-04-24 20:04:05.556101
0	0	15.0	20000000.0	0.0028840315031266072	0.1	0	10-04-24 20:04:12.053831
