# 
voltage	Source_Voltage	Delay	a	
3.3388715664	0.0	0.1	0	17-09-24 16:05:43.569798
33.146098752	200.0	0.1	0	17-09-24 16:05:43.703533
57.568956627	400.0	0.1	0	17-09-24 16:05:43.836690
71.923509603	600.0	0.1	0	17-09-24 16:05:43.969829
105.13843347	800.0	0.1	0	17-09-24 16:05:44.103252
221.9339352	1000.0	0.1	0	17-09-24 16:05:44.237241
310.07117631	1200.0	0.1	0	17-09-24 16:05:44.371188
360.48612384	1400.0	0.1	0	17-09-24 16:05:44.504928
390.89944884	1600.0	0.1	0	17-09-24 16:05:44.639105
372.62492001	1800.0	0.1	0	17-09-24 16:05:44.773456
366.23457753	2000.0	0.1	0	17-09-24 16:05:44.907289
391.99691487	2200.0	0.1	0	17-09-24 16:05:45.040394
551.68545438	2400.0	0.1	0	17-09-24 16:05:45.174898
553.54224774	2600.0	0.1	0	17-09-24 16:05:45.307998
555.64024032	2800.0	0.1	0	17-09-24 16:05:45.441710
559.6649529599999	3000.0	0.1	0	17-09-24 16:05:45.575125
563.2482652799999	3200.0	0.1	0	17-09-24 16:05:45.708128
566.29438728	3400.0	0.1	0	17-09-24 16:05:45.843813
568.72496274	3600.0	0.1	0	17-09-24 16:05:45.977306
463.65070857	3800.0	0.1	0	17-09-24 16:05:46.111431
637.55601672	4000.0	0.1	0	17-09-24 16:05:46.245164
1058.5494267	4200.0	0.1	0	17-09-24 16:05:46.378815
1539.1968255	4400.0	0.1	0	17-09-24 16:05:46.512925
2081.1134241	4600.0	0.1	0	17-09-24 16:05:46.646296
2645.4908619	4800.0	0.1	0	17-09-24 16:05:46.780106
3261.3640458	5000.0	0.1	0	17-09-24 16:05:46.914393
3890.1746271	5200.0	0.1	0	17-09-24 16:05:47.048455
4510.2491604	5400.0	0.1	0	17-09-24 16:05:47.182618
4717.5933207	5600.0	0.1	0	17-09-24 16:05:47.316007
4912.7242559999995	5800.0	0.1	0	17-09-24 16:05:47.449306
5102.3558874	6000.0	0.1	0	17-09-24 16:05:47.583320
5276.6659082999995	6200.0	0.1	0	17-09-24 16:05:47.717024
5421.1526705999995	6400.0	0.1	0	17-09-24 16:05:47.850966
5541.0549294	6600.0	0.1	0	17-09-24 16:05:47.984491
5638.5135912	6800.0	0.1	0	17-09-24 16:05:48.117984
5708.6175027	7000.0	0.1	0	17-09-24 16:05:48.251525
5755.1724005999995	7200.0	0.1	0	17-09-24 16:05:48.385372
5776.0019360999995	7400.0	0.1	0	17-09-24 16:05:48.519390
5775.757671599999	7600.0	0.1	0	17-09-24 16:05:48.653350
5775.5536389	7800.0	0.1	0	17-09-24 16:05:48.787264
5775.396543299999	8000.0	0.1	0	17-09-24 16:05:48.920101
