# 
A1	f1	A2	f2	Amax	Delay	a	
0	0	1.0	12611111.111111112	0.0016595869074375613	0.1	0	10-04-24 19:51:18.828349
0	0	2.0	12611111.111111112	0.003630780547701015	0.1	0	10-04-24 19:51:25.326196
0	0	3.0	12611111.111111112	0.0054954087385762525	0.1	0	10-04-24 19:51:31.823911
0	0	4.0	12611111.111111112	0.0075857757502918455	0.1	0	10-04-24 19:51:38.321631
0	0	5.0	12611111.111111112	0.01	0.1	0	10-04-24 19:51:44.819362
0	0	6.0	12611111.111111112	0.011481536214968833	0.1	0	10-04-24 19:51:51.317851
0	0	7.0	12611111.111111112	0.01445439770745928	0.1	0	10-04-24 19:51:57.814781
0	0	8.0	12611111.111111112	0.016595869074375616	0.1	0	10-04-24 19:52:04.312576
0	0	9.0	12611111.111111112	0.01905460717963249	0.1	0	10-04-24 19:52:10.810222
0	0	10.0	12611111.111111112	0.02089296130854041	0.1	0	10-04-24 19:52:17.308218
0	0	11.0	12611111.111111112	0.02290867652767774	0.1	0	10-04-24 19:52:23.808930
0	0	12.0	12611111.111111112	0.025118864315095843	0.1	0	10-04-24 19:52:30.304956
0	0	13.0	12611111.111111112	0.026302679918953836	0.1	0	10-04-24 19:52:36.803288
0	0	14.0	12611111.111111112	0.028840315031266068	0.1	0	10-04-24 19:52:43.301046
0	0	15.0	12611111.111111112	0.03162277660168385	0.1	0	10-04-24 19:52:49.799359
