# 
focus_V	E+P_V	anode_v	focus_I	E+P_I	anode_I	time	Delay	
0	0	0.302242456	4.34523514e-10	2.81814575e-10	0.0669624296	1713170706.2712421	0.1	15-04-24 10:45:06.271277
0	0	0.33470553000000003	4.0999821500000004e-10	4.3858513100000005e-10	0.0669633254	1713170707.0475507	0.1	15-04-24 10:45:07.047619
0	0	0.550379747	3.42195609e-10	5.24435674e-10	0.0669648929	1713170707.8444958	0.1	15-04-24 10:45:07.844541
0	0	0.355974441	3.61663684e-10	5.69227262e-10	0.0669673934	1713170708.621501	0.1	15-04-24 10:45:08.621549
0	0	0.35224305300000003	3.47387095e-10	4.49783028e-10	0.0669660498	1713170709.3969252	0.1	15-04-24 10:45:09.396972
0	0	0.389183793	4.20470263e-10	6.40147275e-10	0.0669735142	1713170710.1781914	0.1	15-04-24 10:45:10.178237
0	0	-0.30895887099999997	4.18277308e-10	1.51172444e-10	0.0669754176	1713170710.9533205	0.1	15-04-24 10:45:10.953374
0	0	1.15598399	3.4792373300000003e-10	4.31119867e-10	0.0669766866	1713170711.7351098	0.1	15-04-24 10:45:11.735162
0	0	0.9585935760000001	4.3246438399999997e-10	4.0125880800000005e-10	0.0669748205	1713170712.5127404	0.1	15-04-24 10:45:12.512794
0	0	0.19776359699999999	2.8880345800000005e-10	4.79644086e-10	0.0669763507	1713170713.2974548	0.1	15-04-24 10:45:13.297504
0	0	0.666425909	2.9368166400000004e-10	2.78081942e-10	0.0669781794	1713170714.0759468	0.1	15-04-24 10:45:14.075998
0	0	0.774263017	3.05407107e-10	4.04991441e-10	0.0669763507	1713170714.8541145	0.1	15-04-24 10:45:14.854181
0	0	0.33022786499999995	2.4458618e-10	4.0125880800000005e-10	0.0669734022	1713170715.6346858	0.1	15-04-24 10:45:15.634761
0	0	0.570529241	4.52558843e-10	4.3485249900000003e-10	0.0669776196	1713170716.4149003	0.1	15-04-24 10:45:16.414952
0	0	-0.16567357900000002	3.51996206e-10	5.13237777e-10	0.0669752683	1713170717.193673	0.1	15-04-24 10:45:17.193738
0	0	-2.22875791	2.24491554e-10	2.1835982600000002e-10	0.0669738874	1713170717.9728482	0.1	15-04-24 10:45:17.972898
