# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC1	temp_pt100	time	Delay	a	
0.081	0.0	250	250	-7449830.0	-7463121.0	-7469927.0	-7467604.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	22.7660369	1713978183.4198513	6	30.000000000000004	24-04-24 19:03:03.419914
0.6	0.002	250	250	-7153857.0	-7166459.0	-7172929.0	-7170430.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	22.7188909	1713978190.197844	6	30.000000000000004	24-04-24 19:03:10.197909
1.2	0.005	250	250	-6778846.0	-6790726.0	-6796842.0	-6794518.0	-8125056.0	-8116147.0	-8115136.0	-8111104.0	-1.16088723	22.689185	1713978196.98267	6	30.000000000000004	24-04-24 19:03:16.982719
1.8	0.008	250	250	-6402955.0	-6414096.0	-6419869.0	-6417735.0	-7674614.0	-7666115.0	-7665215.0	-7661356.0	-1.09652519	22.6044754	1713978203.7660153	6	30.000000000000004	24-04-24 19:03:23.766071
2.401	0.011	250	250	-6025803.0	-6036191.0	-6041644.0	-6039722.0	-7222547.0	-7214503.0	-7213661.0	-7210044.0	-1.03193592	22.6386851	1713978210.550326	6	30.000000000000004	24-04-24 19:03:30.550379
3.0	0.014	250	250	-5649155.0	-5658769.0	-5663928.0	-5662173.0	-6771126.0	-6763479.0	-6762737.0	-6759263.0	-0.967440868	22.6180826	1713978217.3321416	6	30.000000000000004	24-04-24 19:03:37.332197
3.6	0.018	250	250	-5272634.0	-5281537.0	-5286345.0	-5284799.0	-6319853.0	-6312661.0	-6311993.0	-6308655.0	-0.902971853	22.5590542	1713978224.1124687	6	30.000000000000004	24-04-24 19:03:44.112524
4.2	0.021	250	250	-4895749.0	-4903915.0	-4908357.0	-4907027.0	-5868129.0	-5861381.0	-5860780.0	-5857694.0	-0.838434846	22.5527297	1713978230.893611	6	30.000000000000004	24-04-24 19:03:50.893668
4.8	0.024	250	250	-4519224.0	-4526622.0	-4530769.0	-4529594.0	-5416765.0	-5410472.0	-5409943.0	-5407043.0	-0.773947572	22.5456387	1713978237.6773937	6	30.000000000000004	24-04-24 19:03:57.677451
5.4	0.027	250	250	-4142155.0	-4148815.0	-4152638.0	-4151659.0	-4964775.0	-4958880.0	-4958428.0	-4955741.0	-0.709388319	22.5584793	1713978244.462464	6	30.000000000000004	24-04-24 19:04:04.462521
6.0	0.03	250	250	-3765551.0	-3771467.0	-3774960.0	-3774178.0	-4513579.0	-4508089.0	-4507719.0	-4505206.0	-0.644920658	22.5101833	1713978251.2442229	6	30.000000000000004	24-04-24 19:04:11.244282
6.6	0.033	250	250	-3388488.0	-3393660.0	-3396831.0	-3396241.0	-4061759.0	-4056730.0	-4056426.0	-4054107.0	-0.580373409	22.5073085	1713978258.0280533	6	30.000000000000004	24-04-24 19:04:18.028110
7.199	0.036	250	250	-3011975.0	-3016398.0	-3019260.0	-3018838.0	-3610614.0	-3606008.0	-3605787.0	-3603659.0	-0.515920996	22.5556045	1713978264.8116221	6	30.000000000000004	24-04-24 19:04:24.811678
7.8	0.039	250	250	-2634584.0	-2638266.0	-2640791.0	-2640563.0	-3158293.0	-3154135.0	-3153961.0	-3152054.0	-0.451301719	22.5352895	1713978271.6192498	6	30.000000000000004	24-04-24 19:04:31.619301
8.4	0.042	250	250	-2258109.0	-2261037.0	-2263240.0	-2263207.0	-2707127.0	-2703395.0	-2703310.0	-2701566.0	-0.386844338	22.4600667	1713978278.442403	6	30.000000000000004	24-04-24 19:04:38.442460
8.999	0.045	250	250	-1881645.0	-1883825.0	-1885707.0	-1885864.0	-2256012.0	-2252689.0	-2252702.0	-2251169.0	-0.32240338	22.4216407	1713978285.2493	6	30.000000000000004	24-04-24 19:04:45.249355
9.599	0.048	250	250	-1504808.0	-1506241.0	-1507792.0	-1508140.0	-1804402.0	-1801537.0	-1801610.0	-1800270.0	-0.257880366	22.4062128	1713978292.0539498	6	30.000000000000004	24-04-24 19:04:52.054005
10.199	0.051	250	250	-1127681.0	-1128373.0	-1129593.0	-1130148.0	-1352447.0	-1349993.0	-1350153.0	-1348984.0	-0.193315823	22.3854187	1713978298.8343775	6	30.000000000000004	24-04-24 19:04:58.834427
10.8	0.054	250	250	-750502.6	-750448.9	-751338.6	-752096.2	-900400.7	-898402.5	-898637.5	-897652.7	-0.128735712	22.323803	1713978305.617451	6	30.000000000000004	24-04-24 19:05:05.617511
11.399	0.057	250	250	-373846.5	-373051.0	-373628.9	-374559.0	-448996.7	-447411.4	-447741.6	-446914.1	-0.0642424899	22.3012841	1713978312.4009671	6	30.000000000000004	24-04-24 19:05:12.401029
11.999	0.061	250	250	3118.088	4655.856	4406.06	3289.892	2802.76	3962.004	3582.604	4182.852	0.000302190467	22.2709075	1713978319.183986	6	30.000000000000004	24-04-24 19:05:19.184047
12.599	0.064	250	250	379782.6	382053.0	382125.0	380833.3	454230.8	454928.4	454456.6	454902.5	0.064794384	22.2504008	1713978325.9637177	6	30.000000000000004	24-04-24 19:05:25.963779
13.199	0.067	250	250	756830.7	759845.0	760243.8	758766.3	906136.2	906413.5	905874.9	906082.3	0.129351504	22.1926182	1713978332.7473931	6	30.000000000000004	24-04-24 19:05:32.747455
13.799	0.07	250	250	1133348.0	1137100.0	1137828.0	1136159.0	1357390.0	1357235.0	1356622.0	1356634.0	0.193822741	22.1154788	1713978339.5419827	6	30.000000000000004	24-04-24 19:05:39.542070
14.399	0.073	250	250	1510181.0	1514669.0	1515730.0	1513868.0	1809040.0	1808459.0	1807748.0	1807590.0	0.258340697	22.1459512	1713978346.322307	6	30.000000000000004	24-04-24 19:05:46.322363
14.999	0.076	250	250	1886794.0	1892020.0	1893411.0	1891360.0	2260413.0	2259410.0	2258636.0	2258277.0	0.322826925	22.1044589	1713978353.1026523	6	30.000000000000004	24-04-24 19:05:53.102710
15.599	0.079	250	250	2264227.0	2270202.0	2271910.0	2269671.0	2712806.0	2711351.0	2710516.0	2709982.0	0.387452004	21.9719324	1713978359.88307	6	30.000000000000004	24-04-24 19:05:59.883125
16.2	0.082	250	250	2641171.0	2647886.0	2649919.0	2647497.0	3164611.0	3162720.0	3161798.0	3161085.0	0.451991341	21.9864979	1713978366.681481	6	30.000000000000004	24-04-24 19:06:06.681540
16.799	0.085	250	250	3017751.0	3025210.0	3027573.0	3024954.0	3615721.0	3613432.0	3612379.0	3611507.0	0.516435387	22.018791	1713978373.4640353	6	30.000000000000004	24-04-24 19:06:13.464092
17.4	0.088	250	250	3394685.0	3402897.0	3405568.0	3402776.0	4067434.0	4064697.0	4063612.0	4062486.0	0.580954692	21.821295	1713978380.2475133	6	30.000000000000004	24-04-24 19:06:20.247569
18.0	0.091	250	250	3771502.0	3780460.0	3783457.0	3780464.0	4518953.0	4515803.0	4514631.0	4513352.0	0.645465846	21.849851	1713978387.0321076	6	30.000000000000004	24-04-24 19:06:27.032159
18.6	0.095	250	250	4148257.0	4157960.0	4161292.0	4158105.0	4970498.0	4966912.0	4965647.0	4964158.0	0.709964444	21.8258946	1713978393.8119721	6	30.000000000000004	24-04-24 19:06:33.812062
19.199	0.098	250	250	4524589.0	4535052.0	4538672.0	4535322.0	5421523.0	5417507.0	5416156.0	5414468.0	0.774395439	21.7670579	1713978400.594199	6	30.000000000000004	24-04-24 19:06:40.594255
