# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	Delay	a	
0.105	0.0	250	250	-7425473.0	-7439063.0	-7445820.0	-7444262.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.8631972	9.9e+37	15.9612373	6	12.0	19-03-24 15:42:59.473999
0.601	0.002	250	250	-7154158.0	-7166621.0	-7172798.0	-7170749.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3771636	9.9e+37	15.9404593	6	12.0	19-03-24 15:43:07.359157
1.201	0.005	250	250	-6779275.0	-6790993.0	-6796819.0	-6794985.0	-8125948.0	-8117251.0	-8116087.0	-8112036.0	-10.7808	-1.16098826	16.0403484	6	12.0	19-03-24 15:43:15.346172
1.801	0.008	250	250	-6403282.0	-6414286.0	-6419801.0	-6418120.0	-7675291.0	-7666990.0	-7665976.0	-7662027.0	-10.1829426	-1.09659096	16.021734	6	12.0	19-03-24 15:43:23.229546
2.401	0.011	250	250	-6026094.0	-6036348.0	-6041537.0	-6040025.0	-7223204.0	-7215310.0	-7214338.0	-7210614.0	-9.58311622	-1.03199447	15.9330136	6	12.0	19-03-24 15:43:31.119917
3.001	0.014	250	250	-5649506.0	-5659030.0	-5663897.0	-5662545.0	-6771844.0	-6764423.0	-6763528.0	-6760019.0	-8.98435893	-0.967504982	15.9212164	6	12.0	19-03-24 15:43:39.103440
3.601	0.017	250	250	-5272935.0	-5281701.0	-5286282.0	-5285092.0	-6320570.0	-6313527.0	-6312735.0	-6309395.0	-8.38559191	-0.903031426	15.847061	6	12.0	19-03-24 15:43:48.934117
4.201	0.021	250	250	-4896046.0	-4904088.0	-4908380.0	-4907336.0	-5868814.0	-5862205.0	-5861521.0	-5858371.0	-7.78641984	-0.838507261	15.7434491	6	12.0	19-03-24 15:43:57.125776
4.8	0.024	250	250	-4519532.0	-4526843.0	-4530821.0	-4529931.0	-5417782.0	-5411609.0	-5410987.0	-5408036.0	-7.18772849	-0.774069727	15.621525	6	12.0	19-03-24 15:44:05.364880
5.401	0.027	250	250	-4142426.0	-4148996.0	-4152658.0	-4151941.0	-4965797.0	-4960041.0	-4959505.0	-4956754.0	-6.58812247	-0.709497056	15.5405525	6	12.0	19-03-24 15:44:13.277982
6.0	0.03	250	250	-3765766.0	-3771596.0	-3774950.0	-3774399.0	-4514441.0	-4509095.0	-4508631.0	-4506078.0	-5.98926125	-0.645015824	15.5641226	6	12.0	19-03-24 15:44:21.189983
6.601	0.033	250	250	-3388683.0	-3393780.0	-3396812.0	-3396424.0	-4062449.0	-4057504.0	-4057126.0	-4054802.0	-5.38971665	-0.580450557	15.4614414	6	12.0	19-03-24 15:44:29.387589
7.2	0.036	250	250	-3012125.0	-3016465.0	-3019206.0	-3018985.0	-3611327.0	-3606825.0	-3606517.0	-3604377.0	-4.79101831	-0.515997436	15.5526518	6	12.0	19-03-24 15:44:37.319709
7.801	0.039	250	250	-2634710.0	-2638307.0	-2640741.0	-2640686.0	-3159024.0	-3154934.0	-3154720.0	-3152752.0	-4.19097829	-0.45138976	15.5833655	6	12.0	19-03-24 15:44:45.371511
8.4	0.042	250	250	-2258193.0	-2261048.0	-2263181.0	-2263292.0	-2707839.0	-2704171.0	-2704064.0	-2702253.0	-3.59233429	-0.386932517	15.8250259	6	12.0	19-03-24 15:44:53.323824
9.0	0.045	250	250	-1881767.0	-1883892.0	-1885689.0	-1885981.0	-2256803.0	-2253561.0	-2253507.0	-2251931.0	-2.99385304	-0.322492212	15.8135552	6	12.0	19-03-24 15:45:01.226393
9.6	0.048	250	250	-1504862.0	-1506239.0	-1507731.0	-1508196.0	-1805091.0	-1802247.0	-1802294.0	-1800929.0	-2.39461447	-0.257962584	15.7778857	6	12.0	19-03-24 15:45:09.836980
10.201	0.051	250	250	-1127683.0	-1128338.0	-1129514.0	-1130130.0	-1353107.0	-1350707.0	-1350835.0	-1349651.0	-1.79490526	-0.193395294	15.8455018	6	12.0	19-03-24 15:45:19.148311
10.801	0.054	250	250	-750479.3	-750381.4	-751263.5	-752051.4	-901080.3	-899078.1	-899297.9	-898328.3	-1.19515478	-0.128811792	15.6013513	6	12.0	19-03-24 15:45:27.142475
11.401	0.057	250	250	-373823.8	-372999.3	-373557.1	-374516.4	-449657.0	-448090.7	-448398.2	-447606.6	-0.596291687	-0.064309916	15.4179998	6	12.0	19-03-24 15:45:35.948522
12.001	0.061	250	250	3047.428	4608.868	4357.724	3235.248	1964.036	3118.604	2755.0	3340.972	0.00289627174	0.000200849492	15.2963778	6	12.0	19-03-24 15:45:45.663711
12.601	0.064	250	250	379680.6	381970.9	382023.6	380750.7	453370.6	454079.9	453623.6	454024.7	0.601732896	0.0646938254	15.0354744	6	12.0	19-03-24 15:45:54.581780
13.201	0.067	250	250	756507.1	759529.7	759896.1	758463.9	904958.5	905259.7	904726.4	904902.0	1.20086564	0.129206287	14.9343282	6	12.0	19-03-24 15:46:02.568000
13.8	0.07	250	250	1132839.0	1136600.0	1137270.0	1135672.0	1356002.0	1355876.0	1355265.0	1355254.0	1.79920531	0.193647786	15.0106472	6	12.0	19-03-24 15:46:10.454446
14.4	0.073	250	250	1509807.0	1514295.0	1515281.0	1513517.0	1807823.0	1807268.0	1806558.0	1806398.0	2.39870749	0.25820773	15.1483935	6	12.0	19-03-24 15:46:20.586316
14.999	0.076	250	250	1886438.0	1891679.0	1892971.0	1891043.0	2259229.0	2258283.0	2257513.0	2257122.0	2.99742214	0.322686206	15.2712484	6	12.0	19-03-24 15:46:29.856135
15.601	0.079	250	250	2263754.0	2269731.0	2271338.0	2269244.0	2711456.0	2710088.0	2709232.0	2708652.0	3.59733849	0.387289373	15.3280222	6	12.0	19-03-24 15:46:38.101466
16.201	0.082	250	250	2640600.0	2647332.0	2649232.0	2646983.0	3163177.0	3161389.0	3160438.0	3159642.0	4.1964711	0.451815855	15.1974194	6	12.0	19-03-24 15:46:45.992835
16.8	0.085	250	250	3017299.0	3024742.0	3026950.0	3024549.0	3614602.0	3612413.0	3611392.0	3610395.0	4.79534654	0.516300954	15.1102341	6	12.0	19-03-24 15:46:54.480551
17.4	0.088	250	250	3394100.0	3402304.0	3404798.0	3402224.0	4066137.0	4063519.0	4062412.0	4061217.0	5.39447844	0.580823036	14.9855178	6	12.0	19-03-24 15:47:02.367182
18.0	0.091	250	250	3771018.0	3779982.0	3782793.0	3780044.0	4517988.0	4514934.0	4513749.0	4512359.0	5.99382141	0.645372909	14.941774	6	12.0	19-03-24 15:47:10.559966
18.601	0.095	250	250	4148027.0	4157702.0	4160858.0	4157921.0	4969910.0	4966443.0	4965187.0	4963596.0	6.59299338	0.709913181	15.0199543	6	12.0	19-03-24 15:47:19.159514
19.2	0.098	250	250	4524328.0	4534742.0	4538210.0	4535134.0	5420849.0	5416993.0	5415619.0	5413836.0	7.19137135	0.774322716	15.0444552	6	12.0	19-03-24 15:47:27.148760
19.8	0.101	250	250	4901349.0	4912502.0	4916282.0	4913032.0	5872605.0	5868324.0	5866875.0	5864912.0	7.7907896	0.83886683	15.0032014	6	12.0	19-03-24 15:47:35.033053
20.401	0.104	250	250	5278190.0	5290047.0	5294108.0	5290742.0	6324171.0	6319501.0	6317978.0	6315803.0	8.38990641	0.903396863	14.9411454	6	12.0	19-03-24 15:47:43.225680
21.0	0.107	250	250	5654707.0	5667326.0	5671701.0	5668157.0	6775521.0	6770408.0	6768826.0	6766425.0	8.9883612	0.96785773	14.8272956	6	12.0	19-03-24 15:47:51.622263
21.6	0.11	250	250	6031142.0	6044523.0	6049191.0	6045476.0	7226775.0	7221270.0	7219533.0	7217016.0	9.58706196	1.03232132	14.6085767	6	12.0	19-03-24 15:48:00.019289
22.2	0.113	250	250	6407024.0	6421141.0	6426081.0	6422209.0	7677196.0	7671283.0	7669463.0	7666735.0	10.1844953	1.09665713	14.475484	6	12.0	19-03-24 15:48:08.516286
22.8	0.117	250	250	6783300.0	6798209.0	6803429.0	6799421.0	8128280.0	8121900.0	8120045.0	8117060.0	10.7827721	1.16108188	14.426458	6	12.0	19-03-24 15:48:16.710540
23.4	0.12	250	250	6842492.0	7488814.0	6863407.0	7490592.0	8388607.0	8388607.0	8388607.0	8388607.0	11.3799847	9.9e+37	14.3957443	6	12.0	19-03-24 15:48:24.902404
24.0	0.123	250	250	6833706.0	7489037.0	6854767.0	7490789.0	8388607.0	8388607.0	8388607.0	8388607.0	11.9652461	9.9e+37	14.3948136	6	12.0	19-03-24 15:48:33.188210
