# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC	temp	Delay	a	
0.102	0.0	250	250	-7439809.0	-7453386.0	-7460709.0	-7458020.0	-7443213.0	-7436944.0	-7435924.0	-7433288.0	-11.8856303	33.7923384	6.0	10.0	14-12-23 14:05:12.703799
0.5	0.002	250	250	-7224235.0	-7237120.0	-7243995.0	-7241033.0	-7245868.0	-7239854.0	-7238877.0	-7236264.0	-11.4873394	33.7703843	6.0	10.0	14-12-23 14:05:19.876937
1.0	0.004	250	250	-6912602.0	-6924845.0	-6931447.0	-6928660.0	-6933316.0	-6927518.0	-6926588.0	-6924028.0	-10.9914803	33.6450635	6.0	10.0	14-12-23 14:05:27.140243
1.499	0.007	250	250	-6599492.0	-6611119.0	-6617378.0	-6614802.0	-6619288.0	-6613708.0	-6612778.0	-6610340.0	-10.4935379	33.5017447	6.0	10.0	14-12-23 14:05:34.314014
2.0	0.009	250	250	-6285163.0	-6296146.0	-6302147.0	-6299744.0	-6304010.0	-6298621.0	-6297837.0	-6295446.0	-9.99376791	33.2721423	6.0	10.0	14-12-23 14:05:41.488271
2.499	0.012	250	250	-5971163.0	-5981522.0	-5987232.0	-5984990.0	-5989092.0	-5983930.0	-5983178.0	-5980887.0	-9.49461755	32.8199587	6.0	10.0	14-12-23 14:05:48.709545
3.0	0.015	250	250	-5656561.0	-5666319.0	-5671722.0	-5669646.0	-5673594.0	-5668645.0	-5667947.0	-5665767.0	-8.99443844	32.6095661	6.0	10.0	14-12-23 14:05:56.086906
3.5	0.017	250	250	-5342697.0	-5351831.0	-5356950.0	-5355057.0	-5358853.0	-5354106.0	-5353486.0	-5351389.0	-8.49551424	32.565955	6.0	10.0	14-12-23 14:06:03.249349
4.0	0.02	250	250	-5028274.0	-5036780.0	-5041598.0	-5039891.0	-5043493.0	-5038944.0	-5038397.0	-5036410.0	-7.99561329	32.5714435	6.0	10.0	14-12-23 14:06:10.453689
4.5	0.022	250	250	-4713797.0	-4721682.0	-4726216.0	-4724682.0	-4728095.0	-4723788.0	-4723315.0	-4721396.0	-7.49568921	32.6254138	6.0	10.0	14-12-23 14:06:17.821750
5.0	0.025	250	250	-4399274.0	-4406527.0	-4410770.0	-4409418.0	-4412657.0	-4408576.0	-4408131.0	-4406329.0	-6.99565333	32.6931053	6.0	10.0	14-12-23 14:06:24.994410
5.5	0.027	250	250	-4084955.0	-4091561.0	-4095513.0	-4094368.0	-4097412.0	-4093527.0	-4093167.0	-4091436.0	-6.4959964	32.6278611	6.0	10.0	14-12-23 14:06:32.167892
5.999	0.03	250	250	-3771016.0	-3777009.0	-3780661.0	-3779682.0	-3782562.0	-3778875.0	-3778557.0	-3776924.0	-5.99689256	32.6296906	6.0	10.0	14-12-23 14:06:39.342078
6.499	0.032	250	250	-3456634.0	-3462003.0	-3465381.0	-3464572.0	-3467257.0	-3463787.0	-3463555.0	-3462025.0	-5.49711403	32.5558928	6.0	10.0	14-12-23 14:06:46.615925
6.999	0.035	250	250	-3142496.0	-3147223.0	-3150314.0	-3149690.0	-3152211.0	-3148954.0	-3148767.0	-3147316.0	-4.99769622	32.4040442	6.0	10.0	14-12-23 14:06:53.881412
