# 
A1	f1	A2	f2	Delay	a	
10526316.263157895	8.0	10.0	1.0	0.5	0.001507537688442211	10-04-24 18:55:49.997520
10526316.263157895	8.0	10.0	1052632.5263157894	0.5	0.001507537688442211	10-04-24 18:55:50.519931
10526316.263157895	8.0	10.0	2105264.052631579	0.5	0.001507537688442211	10-04-24 18:55:51.043669
10526316.263157895	8.0	10.0	3157895.578947368	0.5	0.001507537688442211	10-04-24 18:55:51.566941
10526316.263157895	8.0	10.0	4210527.105263158	0.5	0.001507537688442211	10-04-24 18:55:52.092033
10526316.263157895	8.0	10.0	5263158.631578947	0.5	0.001507537688442211	10-04-24 18:55:52.615390
10526316.263157895	8.0	10.0	6315790.157894736	0.5	0.001507537688442211	10-04-24 18:55:53.138786
10526316.263157895	8.0	10.0	7368421.684210526	0.5	0.001507537688442211	10-04-24 18:55:53.663047
10526316.263157895	8.0	10.0	8421053.210526315	0.5	0.001507537688442211	10-04-24 18:55:54.187029
10526316.263157895	8.0	10.0	9473684.736842105	0.5	0.001507537688442211	10-04-24 18:55:54.710706
10526316.263157895	8.0	10.0	10526316.263157895	0.5	0.001507537688442211	10-04-24 18:55:55.233206
10526316.263157895	8.0	10.0	11578947.789473685	0.5	0.001507537688442211	10-04-24 18:55:55.757293
10526316.263157895	8.0	10.0	12631579.315789472	0.5	0.001507537688442211	10-04-24 18:55:56.283602
10526316.263157895	8.0	10.0	13684210.842105264	0.5	0.001507537688442211	10-04-24 18:55:56.807351
10526316.263157895	8.0	10.0	14736842.368421052	0.5	0.001507537688442211	10-04-24 18:55:57.331119
10526316.263157895	8.0	10.0	15789473.894736843	0.5	0.001507537688442211	10-04-24 18:55:57.854312
10526316.263157895	8.0	10.0	16842105.42105263	0.5	0.001507537688442211	10-04-24 18:55:58.378683
10526316.263157895	8.0	10.0	17894736.94736842	0.5	0.001507537688442211	10-04-24 18:55:58.902318
10526316.263157895	8.0	10.0	18947368.47368421	0.5	0.001507537688442211	10-04-24 18:55:59.425790
10526316.263157895	8.0	10.0	20000000.0	0.5	0.001507537688442211	10-04-24 18:55:59.948869
