# 
Scope_Frequency	base_freq	A2r	f2	scope_rms	scope_dBm	scope_pkpk	scope_thd	Pmax	lin_Pmax	base_P	base_dB	base_V	thd	lin_thd	Delay	a	b	
10000000.0	10000000.0	25500.0	10000000.0	0.08152672879893594	-8.763699704931216	0.2305924111267368	0.013716918212550154	-7.799999999999997	0.00016595869074375618	0.00016595869074375618	-7.799999999999997	0.09109299938627452	-30.11701133602979	0.031199629245519122	0.5	10000000.0	0	04-06-24 13:48:42.451747
10000000.0	10000000.0	25505.0	10000000.0	0.08042684405897871	-8.881679496031133	0.22748146729414734	0.014726156858301863	-7.799999999999997	0.00016595869074375618	0.00016595869074375618	-7.799999999999997	0.09109299938627452	-29.98395789193731	0.031681235179413764	0.5	10000000.0	0	04-06-24 13:48:52.059615
10000000.0	10000000.0	25510.0	10000000.0	0.0799146580327929	-8.937171135703279	0.2260327864447675	0.014836539339577176	-8.199999999999989	0.0001513561248436212	0.0001513561248436212	-8.199999999999989	0.08699313905234746	-29.241587299143266	0.03450806719553514	0.5	10000000.0	0	04-06-24 13:49:01.597510
10000000.0	10000000.0	25515.0	10000000.0	0.07788349242370368	-9.160791688111683	0.2202877825411679	0.01604411888579888	-8.199999999999989	0.0001513561248436212	0.0001513561248436212	-8.199999999999989	0.08699313905234746	-29.656646531163886	0.03289786192046181	0.5	10000000.0	0	04-06-24 13:49:11.135404
10000000.0	10000000.0	25520.0	10000000.0	0.07661717474747982	-9.30317737603682	0.21670609527719079	0.014350728827452277	-8.199999999999989	0.0001513561248436212	0.0001513561248436212	-8.199999999999989	0.08699313905234746	-29.615270537541136	0.03305494760655083	0.5	10000000.0	0	04-06-24 13:49:20.672959
10000000.0	10000000.0	25525.0	10000000.0	0.07568914046237342	-9.409028576366216	0.2140812179325014	0.012373806647085123	-8.599999999999994	0.00013803842646028865	0.00013803842646028865	-8.599999999999994	0.08307780282972362	-29.67725099262711	0.03281991488101032	0.5	10000000.0	0	04-06-24 13:49:31.248147
10000000.0	10000000.0	25530.0	10000000.0	0.07501195695644917	-9.487090128509353	0.2121658537359145	0.014531227788362265	-8.599999999999994	0.00013803842646028865	0.00013803842646028865	-8.599999999999994	0.08307780282972362	-28.845558967951877	0.03611786343873767	0.5	10000000.0	0	04-06-24 13:49:40.717491
10000000.0	10000000.0	25535.0	10000000.0	0.07463286273110861	-9.531098035425282	0.21109361334612664	0.014666644615533513	-8.599999999999994	0.00013803842646028865	0.00013803842646028865	-8.599999999999994	0.08307780282972362	-29.206060738036932	0.034649499287628546	0.5	10000000.0	0	04-06-24 13:49:50.186137
10000000.0	10000000.0	25540.0	10000000.0	0.0732747011565193	-9.690618925603617	0.2072521523087702	0.015372021587659636	-8.999999999999986	0.00012589254117941715	0.00012589254117941715	-8.999999999999986	0.07933868576533681	-28.658339985777353	0.03690481229056904	0.5	10000000.0	0	04-06-24 13:49:59.724794
10000000.0	10000000.0	25545.0	10000000.0	0.07235225237868129	-9.800658931935274	0.2046430731643442	0.015822550957900278	-8.999999999999986	0.00012589254117941715	0.00012589254117941715	-8.999999999999986	0.07933868576533681	-28.745266596901068	0.036537318428681034	0.5	10000000.0	0	04-06-24 13:50:09.400950
