# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	Delay	a	
0.106	0.0	250	250	-7458083.0	-7471018.0	-7477381.0	-7475378.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.9089449	9.9e+37	20.4108329	6	17.0	19-03-24 16:14:21.133528
0.601	0.002	250	250	-7154915.0	-7167383.0	-7173615.0	-7171557.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3783023	9.9e+37	20.4854765	6	17.0	19-03-24 16:14:30.701131
1.201	0.005	250	250	-6779421.0	-6791138.0	-6797063.0	-6795181.0	-8125990.0	-8117215.0	-8116249.0	-8112085.0	-10.7810699	-1.16098537	20.5610417	6	17.0	19-03-24 16:14:40.937231
1.801	0.008	250	250	-6403288.0	-6414247.0	-6419871.0	-6418151.0	-7675358.0	-7667026.0	-7666079.0	-7662168.0	-10.1829714	-1.09658268	20.6218624	6	17.0	19-03-24 16:14:50.464440
2.401	0.011	250	250	-6026001.0	-6036212.0	-6041545.0	-6039980.0	-7223334.0	-7215423.0	-7214556.0	-7210853.0	-9.58311023	-1.03201561	20.7567045	6	17.0	19-03-24 16:15:00.519149
3.001	0.014	250	250	-5649398.0	-5658888.0	-5663926.0	-5662488.0	-6771827.0	-6764322.0	-6763529.0	-6760044.0	-8.98426765	-0.967497764	20.7508761	6	17.0	19-03-24 16:15:10.538995
3.601	0.018	250	250	-5272884.0	-5281614.0	-5286343.0	-5285063.0	-6320571.0	-6313504.0	-6312806.0	-6309476.0	-8.38562626	-0.903015224	20.8089323	6	17.0	19-03-24 16:15:20.182280
4.201	0.021	250	250	-4895897.0	-4903925.0	-4908287.0	-4907218.0	-5868276.0	-5861600.0	-5860954.0	-5857856.0	-7.78624703	-0.838367793	20.9308729	6	17.0	19-03-24 16:15:32.242561
4.8	0.024	250	250	-4519349.0	-4526648.0	-4530691.0	-4529770.0	-5417014.0	-5410780.0	-5410233.0	-5407335.0	-7.18754854	-0.773969265	20.9944582	6	17.0	19-03-24 16:15:40.760329
5.401	0.027	250	250	-4142278.0	-4148839.0	-4152574.0	-4151810.0	-4965414.0	-4959585.0	-4959097.0	-4956376.0	-6.58795259	-0.709447937	20.9987667	6	17.0	19-03-24 16:15:50.370437
6.0	0.03	250	250	-3765623.0	-3771454.0	-3774874.0	-3774282.0	-4514321.0	-4508925.0	-4508524.0	-4505984.0	-5.98914094	-0.644996489	21.0393139	6	17.0	19-03-24 16:16:00.202444
6.601	0.033	250	250	-3388480.0	-3393577.0	-3396678.0	-3396254.0	-4062418.0	-4057450.0	-4057122.0	-4054803.0	-5.38949632	-0.580434596	21.1139575	6	17.0	19-03-24 16:16:12.353811
7.2	0.036	250	250	-3011898.0	-3016256.0	-3019027.0	-3018778.0	-3611145.0	-3606605.0	-3606358.0	-3604225.0	-4.79081228	-0.515966533	21.2441919	6	17.0	19-03-24 16:16:24.063755
7.801	0.039	250	250	-2634504.0	-2638120.0	-2640552.0	-2640494.0	-3158824.0	-3154697.0	-3154533.0	-3152611.0	-4.19073915	-0.451362675	21.2524856	6	17.0	19-03-24 16:16:32.866967
8.4	0.042	250	250	-2258053.0	-2260925.0	-2263076.0	-2263160.0	-2707737.0	-2704027.0	-2703949.0	-2702214.0	-3.59217464	-0.386910098	21.26723	6	17.0	19-03-24 16:16:42.699308
9.0	0.045	250	250	-1881631.0	-1883760.0	-1885584.0	-1885861.0	-2256562.0	-2253289.0	-2253276.0	-2251749.0	-2.99357297	-0.322451858	21.2782884	6	17.0	19-03-24 16:16:53.358537
9.6	0.048	250	250	-1504637.0	-1506037.0	-1507542.0	-1507979.0	-1804879.0	-1802036.0	-1802102.0	-1800759.0	-2.39433016	-0.257924082	21.3133064	6	17.0	19-03-24 16:17:03.811372
10.2	0.051	250	250	-1127479.0	-1128137.0	-1129329.0	-1129938.0	-1352888.0	-1350479.0	-1350619.0	-1349446.0	-1.79467888	-0.193374559	21.3685979	6	17.0	19-03-24 16:17:16.798499
