# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp_pt100	time	Delay	a	
0.013	0.0	250	250	-7453802.0	-7466804.0	-7473373.0	-7471079.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.9665337	9.9e+37	21.3279862	1714151764.3635662	60.0	201.0019800198002	26-04-24 19:16:04.363636
0.6	0.002	250	250	-7156995.0	-7169499.0	-7176008.0	-7173614.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3818983	9.9e+37	21.7322733	1714151830.84226	60.0	201.0019800198002	26-04-24 19:17:10.842514
1.2	0.005	250	250	-6780149.0	-6791948.0	-6798053.0	-6795873.0	-8126449.0	-8117530.0	-8116583.0	-8112627.0	-10.7826422	-1.16110048	22.1418307	1714151897.3176198	60.0	201.0019800198002	26-04-24 19:18:17.317681
1.8	0.008	250	250	-6403658.0	-6414721.0	-6420486.0	-6418454.0	-7676965.0	-7668445.0	-7667538.0	-7663758.0	-10.1840036	-1.09688835	22.6746196	1714151963.8025653	60.0	201.0019800198002	26-04-24 19:19:23.802628
2.4	0.011	250	250	-6026082.0	-6036376.0	-6041896.0	-6040014.0	-7225240.0	-7217156.0	-7216317.0	-7212755.0	-9.58355091	-1.03231909	22.6335105	1714152030.2789583	60.0	201.0019800198002	26-04-24 19:20:30.279019
3.0	0.014	250	250	-5649265.0	-5658857.0	-5664013.0	-5662313.0	-6774099.0	-6766433.0	-6765717.0	-6762313.0	-8.98449411	-0.967899037	22.3993134	1714152096.753182	60.0	201.0019800198002	26-04-24 19:21:36.753243
3.6	0.017	250	250	-5272671.0	-5281457.0	-5286267.0	-5284823.0	-6323060.0	-6315834.0	-6315160.0	-6311859.0	-8.38560177	-0.90345426	21.9280444	1714152163.2338114	60.0	201.0019800198002	26-04-24 19:22:43.233873
4.2	0.021	250	250	-4895642.0	-4903720.0	-4908194.0	-4906889.0	-5871268.0	-5864476.0	-5863887.0	-5860789.0	-7.78612864	-0.838890379	21.3479179	1714152229.7133305	60.0	201.0019800198002	26-04-24 19:23:49.713390
4.799	0.024	250	250	-4519038.0	-4526352.0	-4530539.0	-4529435.0	-5419327.0	-5412968.0	-5412437.0	-5409537.0	-7.18734161	-0.774323099	21.4949139	1714152296.1928399	60.0	201.0019800198002	26-04-24 19:24:56.192903
5.4	0.027	250	250	-4141971.0	-4148558.0	-4152422.0	-4151494.0	-4967197.0	-4961280.0	-4960813.0	-4958139.0	-6.58779767	-0.709719613	21.8980511	1714152362.668137	60.0	201.0019800198002	26-04-24 19:26:02.668199
