# 
A1	f1	A2	f2	Amax	Delay	a	
0	0	1.0	13666666.666666666	0.0012589254117941681	0.1	0	10-04-24 19:52:56.293731
0	0	2.0	13666666.666666666	0.0027542287033381677	0.1	0	10-04-24 19:53:02.791530
0	0	3.0	13666666.666666666	0.004168693834703358	0.1	0	10-04-24 19:53:09.289135
0	0	4.0	13666666.666666666	0.005754399373371571	0.1	0	10-04-24 19:53:15.786994
0	0	5.0	13666666.666666666	0.007244359600749903	0.1	0	10-04-24 19:53:22.284612
0	0	6.0	13666666.666666666	0.009120108393559102	0.1	0	10-04-24 19:53:28.782468
0	0	7.0	13666666.666666666	0.010471285480509003	0.1	0	10-04-24 19:53:35.280010
0	0	8.0	13666666.666666666	0.012589254117941671	0.1	0	10-04-24 19:53:41.777847
0	0	9.0	13666666.666666666	0.01445439770745928	0.1	0	10-04-24 19:53:48.275424
0	0	10.0	13666666.666666666	0.015848931924611134	0.1	0	10-04-24 19:53:54.773148
0	0	11.0	13666666.666666666	0.01819700858609984	0.1	0	10-04-24 19:54:01.270997
0	0	12.0	13666666.666666666	0.01905460717963249	0.1	0	10-04-24 19:54:07.768901
0	0	13.0	13666666.666666666	0.02089296130854041	0.1	0	10-04-24 19:54:14.266402
0	0	14.0	13666666.666666666	0.02290867652767774	0.1	0	10-04-24 19:54:20.764178
0	0	15.0	13666666.666666666	0.02398832919019493	0.1	0	10-04-24 19:54:27.264271
