# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	temp_pt100	time	VDC10	ch1a	ch2a	ch3a	ch4a	VDC1	ch1b	ch2b	ch3b	ch4b	Delay	a	
0.009	0.0	250	250	22.2950554	1714460475.0306866	-11.9717929	-7453503.0	-7466575.0	-7473092.0	-7470620.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	1.0	30-04-24 09:01:21.456540
0.599	0.002	250	250	22.4892934	1714460501.4971626	-11.3830636	-7157773.0	-7170392.0	-7176758.0	-7174245.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	1.0	30-04-24 09:01:47.924690
1.2	0.005	250	250	22.6504716	1714460527.979899	-10.7834857	-6780664.0	-6792549.0	-6798575.0	-6796247.0	-1.1616477	-8130387.0	-8121438.0	-8120412.0	-8116470.0	20	1.0	30-04-24 09:02:14.419122
1.799	0.008	250	250	22.7405474	1714460554.478953	-10.1845721	-6404013.0	-6415128.0	-6420896.0	-6418746.0	-1.09710126	-7678602.0	-7670155.0	-7669211.0	-7665414.0	20	1.0	30-04-24 09:02:40.920874
2.4	0.012	250	250	22.6428056	1714460580.9792886	-9.58406006	-6026309.0	-6036712.0	-6042139.0	-6040180.0	-1.03243526	-7226076.0	-7217962.0	-7217212.0	-7213560.0	20	1.0	30-04-24 09:03:07.426444
3.0	0.015	250	250	22.4658162	1714460607.4805691	-8.98487751	-5649492.0	-5659132.0	-5664231.0	-5662460.0	-0.967877506	-6774138.0	-6766586.0	-6765766.0	-6762345.0	20	1.0	30-04-24 09:03:33.920447
3.6	0.018	250	250	22.3472802	1714460633.9779458	-8.38595068	-5272802.0	-5281705.0	-5286474.0	-5284924.0	-0.903345785	-6322531.0	-6315353.0	-6314606.0	-6311388.0	20	1.0	30-04-24 09:04:00.429093
4.2	0.021	250	250	22.3324273	1714460660.476639	-7.786526	-4895823.0	-4903997.0	-4908405.0	-4907062.0	-0.838788585	-5870589.0	-5863818.0	-5863192.0	-5860178.0	20	1.0	30-04-24 09:04:26.918101
4.799	0.024	250	250	22.1914683	1714460686.978069	-7.18758326	-4519169.0	-4526575.0	-4530662.0	-4529496.0	-0.774261901	-5419026.0	-5412668.0	-5412120.0	-5409289.0	20	1.0	30-04-24 09:04:53.422149
5.4	0.027	250	250	22.0245405	1714460713.477435	-6.58787861	-4142007.0	-4148660.0	-4152438.0	-4151465.0	-0.709663987	-4966862.0	-4960880.0	-4960474.0	-4957782.0	20	1.0	30-04-24 09:05:19.919795
5.999	0.03	250	250	21.8137248	1714460739.978068	-5.98911685	-3765433.0	-3771328.0	-3774804.0	-3774002.0	-0.645157933	-4515316.0	-4509850.0	-4509393.0	-4506922.0	20	1.0	30-04-24 09:05:46.427474
6.599	0.033	250	250	21.5609376	1714460766.476738	-5.38948843	-3388318.0	-3393489.0	-3396630.0	-3396026.0	-0.580550149	-4063015.0	-4058044.0	-4057713.0	-4055417.0	20	1.0	30-04-24 09:06:12.917839
7.199	0.036	250	250	21.4025383	1714460792.9773688	-4.79086254	-3011801.0	-3016225.0	-3019035.0	-3018640.0	-0.516060596	-3611606.0	-3607044.0	-3606810.0	-3604687.0	20	1.0	30-04-24 09:06:39.414953
7.8	0.039	250	250	21.1962264	1714460819.4737327	-4.19056947	-2634278.0	-2637936.0	-2640444.0	-2640248.0	-0.451419498	-3159183.0	-3155013.0	-3154857.0	-3152936.0	20	1.0	30-04-24 09:07:05.913639
8.399	0.042	250	250	21.1956514	1714460845.977936	-3.59191758	-2257759.0	-2260682.0	-2262853.0	-2262843.0	-0.386919291	-2707695.0	-2703943.0	-2703856.0	-2702139.0	20	1.0	30-04-24 09:07:32.420765
8.999	0.045	250	250	21.2500802	1714460872.4749205	-2.99336812	-1881298.0	-1883482.0	-1885334.0	-1885507.0	-0.322435894	-2256316.0	-2253010.0	-2252991.0	-2251471.0	20	1.0	30-04-24 09:07:58.917469
9.599	0.048	250	250	21.3798277	1714460898.9741719	-2.39406431	-1504354.0	-1505791.0	-1507331.0	-1507694.0	-0.257870744	-1804357.0	-1801482.0	-1801537.0	-1800214.0	20	1.0	30-04-24 09:08:25.416098
10.199	0.051	250	250	21.5264405	1714460925.4570057	-1.79450999	-1127276.0	-1127957.0	-1129179.0	-1129727.0	-0.193285606	-1352279.0	-1349806.0	-1349950.0	-1348830.0	20	1.0	30-04-24 09:08:51.899779
10.799	0.055	250	250	21.6859897	1714460951.937651	-1.19467125	-750021.1	-749961.8	-750861.5	-751608.3	-0.128673164	-899980.8	-897949.7	-898193.4	-897227.2	20	1.0	30-04-24 09:09:18.378788
11.399	0.058	250	250	21.8715075	1714460978.4152422	-0.595678611	-373318.6	-372512.1	-373083.3	-374029.2	-0.0641443943	-448310.7	-446734.3	-447050.3	-446264.1	20	1.0	30-04-24 09:09:44.858920
