# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	temp_pt100	time	VDC10	ch1a	ch2a	ch3a	ch4a	VDC1	ch1b	ch2b	ch3b	ch4b	Delay	a	
11.999	0.061	250	250	22.0300984	1714461004.89424	0.00360929741	3592.252	5146.932	4890.832	3767.348	0.000405190318	3460.508	4614.324	4213.512	4816.428	20	1.0	30-04-24 09:10:11.336252
12.599	0.064	250	250	22.1932889	1714461031.384304	0.602608254	380311.2	382597.6	382667.2	381354.3	0.0649144075	455038.3	455752.3	455271.6	455684.1	20	1.0	30-04-24 09:10:37.825968
13.199	0.067	250	250	22.4072669	1714461057.8628058	1.20198335	757298.9	760325.3	760716.3	759216.5	0.129474277	906943.2	907203.2	906665.5	906885.9	20	1.0	30-04-24 09:11:04.304928
13.798	0.07	250	250	22.5440096	1714461084.3458319	1.80074846	1133877.0	1137635.0	1138366.0	1136672.0	0.193940944	1358215.0	1358052.0	1357420.0	1357483.0	20	1.0	30-04-24 09:11:30.785825
14.398	0.073	250	250	22.7246404	1714461110.8232648	2.3998619	1510711.0	1515219.0	1516246.0	1514373.0	0.258490682	1810010.0	1809443.0	1808692.0	1808557.0	20	1.0	30-04-24 09:11:57.264101
14.998	0.076	250	250	22.7919098	1714461137.3012762	2.99866367	1887305.0	1892564.0	1893922.0	1891849.0	0.322958837	2261336.0	2260270.0	2259499.0	2259166.0	20	1.0	30-04-24 09:12:23.743352
15.599	0.079	250	250	22.7898016	1714461163.7990112	3.59880415	2264755.0	2270765.0	2272453.0	2270188.0	0.387581675	2713630.0	2712175.0	2711307.0	2710754.0	20	1.0	30-04-24 09:12:50.242217
16.199	0.082	250	250	22.844422	1714461190.2822704	4.19799082	2641629.0	2648363.0	2650390.0	2647929.0	0.452110537	3165342.0	3163496.0	3162523.0	3161773.0	20	1.0	30-04-24 09:13:16.722715
16.798	0.086	250	250	22.5212032	1714461216.760267	4.79693516	3018316.0	3025802.0	3028142.0	3025492.0	0.516579237	3616594.0	3614321.0	3613265.0	3612378.0	20	1.0	30-04-24 09:13:43.199907
17.399	0.089	250	250	22.3535089	1714461243.2376683	5.39621878	3395272.0	3403500.0	3406138.0	3403314.0	0.581103958	4068285.0	4065507.0	4064435.0	4063321.0	20	1.0	30-04-24 09:14:09.678310
17.999	0.092	250	250	22.063254	1714461269.7163875	5.99537329	3772132.0	3781097.0	3784078.0	3781049.0	0.645611402	4519841.0	4516649.0	4515489.0	4514153.0	20	1.0	30-04-24 09:14:36.156901
18.599	0.095	250	250	21.7487552	1714461296.2098248	6.59455264	4148999.0	4158708.0	4162012.0	4158807.0	0.710107154	4971303.0	4967722.0	4966444.0	4965022.0	20	1.0	30-04-24 09:15:02.651363
19.198	0.098	250	250	21.4379937	1714461322.6893442	7.19307297	4525457.0	4535924.0	4539539.0	4536149.0	0.774553487	5422432.0	5418400.0	5417045.0	5415409.0	20	1.0	30-04-24 09:15:29.130961
19.798	0.101	250	250	21.2413601	1714461349.1673272	7.79275239	4902631.0	4913842.0	4917785.0	4914209.0	0.839088088	5874162.0	5869649.0	5868314.0	5866456.0	20	1.0	30-04-24 09:15:55.608964
20.399	0.104	250	250	21.3319151	1714461375.647104	8.39209022	5279580.0	5291541.0	5295826.0	5292067.0	0.903588003	6325769.0	6320857.0	6319349.0	6317388.0	20	1.0	30-04-24 09:16:22.088882
20.998	0.108	250	250	21.3081504	1714461402.126834	8.9908544	5656196.0	5668905.0	5673445.0	5669528.0	0.968022382	6776729.0	6771435.0	6769876.0	6767655.0	20	1.0	30-04-24 09:16:48.569339
21.598	0.111	250	250	21.5374604	1714461428.612129	9.58948564	6032697.0	6046142.0	6050995.0	6046902.0	1.03236729	7227263.0	7221517.0	7219863.0	7217465.0	20	1.0	30-04-24 09:17:15.051973
22.198	0.114	250	250	21.5540382	1714461455.090903	10.1874958	6408850.0	6423065.0	6428289.0	6423956.0	1.09672461	7677773.0	7671605.0	7669881.0	7667312.0	20	1.0	30-04-24 09:17:41.532990
22.798	0.117	250	250	21.7273862	1714461481.57055	10.7863698	6785493.0	6800464.0	6805987.0	6801479.0	1.16116102	8128849.0	8122256.0	8120443.0	8117700.0	20	1.0	30-04-24 09:18:08.013189
23.398	0.12	250	250	21.9397351	1714461508.0520854	11.3845579	6855953.0	7485800.0	6877008.0	7487315.0	9.9e+37	8388607.0	8388607.0	8388607.0	8388607.0	20	1.0	30-04-24 09:18:34.479618
23.998	0.124	250	250	22.0227199	1714461534.5172932	11.9711383	6847622.0	7485937.0	6868793.0	7487484.0	9.9e+37	8388607.0	8388607.0	8388607.0	8388607.0	20	1.0	30-04-24 09:19:00.948747
