# 
A1	f1	A2	f2	Amax	Delay	a	
0	0	1.0	5222222.222222222	0.003981071705534975	0.1	0	10-04-24 19:39:56.568675
0	0	2.0	5222222.222222222	0.009120108393559102	0.1	0	10-04-24 19:40:03.066498
0	0	3.0	5222222.222222222	0.01445439770745928	0.1	0	10-04-24 19:40:09.564259
0	0	4.0	5222222.222222222	0.01995262314968883	0.1	0	10-04-24 19:40:16.062000
0	0	5.0	5222222.222222222	0.025118864315095843	0.1	0	10-04-24 19:40:22.559755
0	0	6.0	5222222.222222222	0.03162277660168385	0.1	0	10-04-24 19:40:29.057558
0	0	7.0	5222222.222222222	0.036307805477010145	0.1	0	10-04-24 19:40:35.555273
0	0	8.0	5222222.222222222	0.04365158322401665	0.1	0	10-04-24 19:40:42.053137
0	0	9.0	5222222.222222222	0.04786300923226388	0.1	0	10-04-24 19:40:48.550806
0	0	10.0	5222222.222222222	0.054954087385762525	0.1	0	10-04-24 19:40:55.048666
0	0	11.0	5222222.222222222	0.06025595860743583	0.1	0	10-04-24 19:41:01.546593
0	0	12.0	5222222.222222222	0.057543993733715715	0.1	0	10-04-24 19:41:08.045161
0	0	13.0	5222222.222222222	0.06309573444801943	0.1	0	10-04-24 19:41:14.543807
0	0	14.0	5222222.222222222	0.06918309709189374	0.1	0	10-04-24 19:41:21.041645
0	0	15.0	5222222.222222222	0.07244359600749903	0.1	0	10-04-24 19:41:27.540106
