# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	temp_pt100	time	VDC10	ch1a	ch2a	ch3a	ch4a	VDC1	ch1b	ch2b	ch3b	ch4b	Delay	a	
0.022	0.0	250	250	21.3159122	1714472419.5775466	-11.9544649	-7453936.0	-7467066.0	-7473541.0	-7471147.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	1101.010890108901	30-04-24 12:20:26.011522
0.6	0.003	250	250	21.3416892	1714472446.0688362	-11.3803258	-7156065.0	-7168639.0	-7175006.0	-7172572.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	1101.010890108901	30-04-24 12:20:52.496903
1.2	0.006	250	250	21.4139415	1714472472.540198	-10.7816305	-6779506.0	-6791339.0	-6797411.0	-6795153.0	-1.16095597	-8125570.0	-8116609.0	-8115633.0	-8111594.0	20	1101.010890108901	30-04-24 12:21:18.980165
1.799	0.009	250	250	21.627632	1714472499.0196116	-10.1831147	-6403126.0	-6414240.0	-6419973.0	-6417868.0	-1.0965822	-7674956.0	-7666427.0	-7665531.0	-7661747.0	20	1101.010890108901	30-04-24 12:21:45.462788
2.4	0.012	250	250	21.7683994	1714472525.511827	-9.58302875	-6025705.0	-6036103.0	-6041493.0	-6039579.0	-1.03202101	-7223063.0	-7214972.0	-7214160.0	-7210531.0	20	1101.010890108901	30-04-24 12:22:11.954628
3.0	0.015	250	250	22.0177369	1714472551.9925995	-8.9840111	-5648963.0	-5658581.0	-5663688.0	-5661934.0	-0.967575182	-6772021.0	-6764344.0	-6763604.0	-6760171.0	20	1101.010890108901	30-04-24 12:22:38.434869
3.599	0.018	250	250	22.1067587	1714472578.472268	-8.38527556	-5272425.0	-5281310.0	-5286085.0	-5284520.0	-0.903168592	-6321205.0	-6313966.0	-6313316.0	-6310067.0	20	1101.010890108901	30-04-24 12:23:04.916912
4.199	0.021	250	250	22.2697576	1714472604.9545324	-7.78601729	-4895529.0	-4903656.0	-4908098.0	-4906761.0	-0.838672902	-5869711.0	-5862960.0	-5862346.0	-5859300.0	20	1101.010890108901	30-04-24 12:23:31.396095
4.799	0.024	250	250	22.4623665	1714472631.4338455	-7.18718399	-4518928.0	-4526289.0	-4530454.0	-4529271.0	-0.774215495	-5418592.0	-5412225.0	-5411722.0	-5408841.0	20	1101.010890108901	30-04-24 12:23:57.875400
5.399	0.027	250	250	22.6619706	1714472657.9119925	-6.58761258	-4141845.0	-4148456.0	-4152282.0	-4151297.0	-0.709642941	-4966609.0	-4960692.0	-4960230.0	-4957589.0	20	1101.010890108901	30-04-24 12:24:24.354981
5.998	0.03	250	250	22.7766735	1714472684.3922033	-5.98878901	-3765239.0	-3771127.0	-3774641.0	-3773831.0	-0.645184423	-4515418.0	-4509913.0	-4509524.0	-4507078.0	20	1101.010890108901	30-04-24 12:24:50.836739
6.599	0.033	250	250	22.7277068	1714472710.880033	-5.38921734	-3388144.0	-3393290.0	-3396468.0	-3395851.0	-0.580603019	-4063447.0	-4058377.0	-4058065.0	-4055827.0	20	1101.010890108901	30-04-24 12:25:17.322451
7.199	0.036	250	250	22.4981093	1714472737.3610091	-4.79052309	-3011605.0	-3016002.0	-3018873.0	-3018459.0	-0.516137636	-3612179.0	-3607543.0	-3607310.0	-3605240.0	20	1101.010890108901	30-04-24 12:25:43.802594
7.799	0.039	250	250	22.497726	1714472763.8424425	-4.19039595	-2634171.0	-2637822.0	-2640352.0	-2640131.0	-0.45147445	-3159550.0	-3155367.0	-3155214.0	-3153314.0	20	1101.010890108901	30-04-24 12:26:10.287821
8.399	0.043	250	250	22.3573419	1714472790.3319378	-3.59178817	-2257668.0	-2260574.0	-2262772.0	-2262744.0	-0.386981239	-2708131.0	-2704377.0	-2704282.0	-2702583.0	20	1101.010890108901	30-04-24 12:26:36.775534
8.998	0.046	250	250	22.166937	1714472816.8133783	-2.99325711	-1881221.0	-1883385.0	-1885258.0	-1885431.0	-0.322499146	-2256762.0	-2253433.0	-2253457.0	-2251880.0	20	1101.010890108901	30-04-24 12:27:03.257329
9.598	0.049	250	250	21.877832	1714472843.3017309	-2.39413335	-1504423.0	-1505845.0	-1507382.0	-1507748.0	-0.257938862	-1804838.0	-1801995.0	-1802057.0	-1800719.0	20	1101.010890108901	30-04-24 12:27:29.744652
10.198	0.052	250	250	21.641335	1714472869.7808356	-1.79455036	-1127314.0	-1127997.0	-1129201.0	-1129764.0	-0.193350388	-1352792.0	-1350324.0	-1350476.0	-1349309.0	20	1101.010890108901	30-04-24 12:27:56.226142
10.799	0.055	250	250	21.3238657	1714472896.263424	-1.19471741	-750070.1	-750001.7	-750888.7	-751642.3	-0.128720005	-900353.2	-898331.8	-898567.7	-897591.9	20	1101.010890108901	30-04-24 12:28:22.705359
11.399	0.058	250	250	21.2493136	1714472922.7429624	-0.595717937	-373337.3	-372528.2	-373103.6	-374030.2	-0.0641731528	-448560.5	-446975.4	-447258.1	-446484.5	20	1101.010890108901	30-04-24 12:28:49.185365
11.999	0.061	250	250	21.3603752	1714472949.2241971	0.00357281702	3563.492	5115.632	4860.264	3743.276	0.000388567957	3348.788	4493.304	4088.244	4707.264	20	1101.010890108901	30-04-24 12:29:15.664320
12.598	0.064	250	250	21.3458097	1714472975.7023017	0.602321056	380131.7	382424.4	382480.8	381189.1	0.0649057179	454981.5	455695.9	455226.9	455643.4	20	1101.010890108901	30-04-24 12:29:42.147034
13.198	0.067	250	250	21.5163788	1714473002.18565	1.20187175	757206.1	760229.5	760621.1	759131.7	0.129499308	907101.4	907347.4	906834.5	907042.9	20	1101.010890108901	30-04-24 12:30:08.630908
13.798	0.07	250	250	21.6971054	1714473028.6744356	1.80054606	1133728.0	1137487.0	1138205.0	1136529.0	0.193990707	1358556.0	1358360.0	1357739.0	1357793.0	20	1101.010890108901	30-04-24 12:30:35.116252
14.398	0.073	250	250	21.8479345	1714473055.1543574	2.39969954	1510590.0	1515094.0	1516128.0	1514265.0	0.258530273	1810351.0	1809726.0	1809040.0	1808890.0	20	1101.010890108901	30-04-24 12:31:01.595205
14.997	0.076	250	250	21.9858271	1714473081.6327915	2.9985018	1887196.0	1892454.0	1893820.0	1891758.0	0.323028188	2261846.0	2260782.0	2260009.0	2259687.0	20	1101.010890108901	30-04-24 12:31:28.075399
15.598	0.08	250	250	22.0530965	1714473108.112899	3.59832112	2264456.0	2270449.0	2272141.0	2269888.0	0.387626927	2714024.0	2712561.0	2711678.0	2711177.0	20	1101.010890108901	30-04-24 12:31:54.558844
16.198	0.083	250	250	22.3601208	1714473134.6085804	4.19765124	2641397.0	2648167.0	2650179.0	2647720.0	0.45219645	3166053.0	3164136.0	3163189.0	3162517.0	20	1101.010890108901	30-04-24 12:32:21.052414
16.798	0.086	250	250	22.4481843	1714473161.0906148	4.79636454	3017998.0	3025488.0	3027828.0	3025193.0	0.516671434	3617378.0	3615029.0	3613990.0	3613128.0	20	1101.010890108901	30-04-24 12:32:47.530412
17.398	0.089	250	250	22.6445304	1714473187.5702057	5.39551968	3394815.0	3403061.0	3405733.0	3402898.0	0.581208392	4069060.0	4066320.0	4065224.0	4064123.0	20	1101.010890108901	30-04-24 12:33:14.012308
17.998	0.092	250	250	22.7353728	1714473214.0499258	5.99470516	3771680.0	3780665.0	3783659.0	3780638.0	0.64572225	4520711.0	4517466.0	4516303.0	4515053.0	20	1101.010890108901	30-04-24 12:33:40.491586
18.598	0.095	250	250	22.6653245	1714473240.5299466	6.59395185	4148589.0	4158303.0	4161622.0	4158422.0	0.710249474	4972379.0	4968745.0	4967470.0	4966033.0	20	1101.010890108901	30-04-24 12:34:06.972871
19.197	0.098	250	250	22.5538796	1714473267.031428	7.19246722	4525016.0	4535505.0	4539159.0	4535737.0	0.77470151	5423530.0	5419438.0	5418121.0	5416492.0	20	1101.010890108901	30-04-24 12:34:33.473897
19.798	0.102	250	250	22.2945763	1714473293.5114408	7.79206348	4902136.0	4913374.0	4917303.0	4913736.0	0.839245975	5875356.0	5870823.0	5869435.0	5867644.0	20	1101.010890108901	30-04-24 12:34:59.952404
20.398	0.105	250	250	22.3369311	1714473319.988933	8.39116348	5278949.0	5290874.0	5295191.0	5291406.0	0.903739721	6326833.0	6321882.0	6320443.0	6318421.0	20	1101.010890108901	30-04-24 12:35:26.433680
20.998	0.108	250	250	22.158696	1714473346.4724085	8.98987284	5655486.0	5668179.0	5672828.0	5668843.0	0.968186373	6777990.0	6772615.0	6771028.0	6768879.0	20	1101.010890108901	30-04-24 12:35:52.914927
21.597	0.111	250	250	22.0724532	1714473372.9515395	9.58857933	6032077.0	6045479.0	6050471.0	6046291.0	1.03261841	7229004.0	7223221.0	7221570.0	7219221.0	20	1101.010890108901	30-04-24 12:36:19.394300
22.197	0.114	250	250	21.8961346	1714473399.4428685	10.186461	6408169.0	6422311.0	6427619.0	6423242.0	1.09698943	7679625.0	7673400.0	7671706.0	7669102.0	20	1101.010890108901	30-04-24 12:36:45.883021
22.797	0.117	250	250	21.6186244	1714473425.9208698	10.7852154	6784747.0	6799654.0	6805244.0	6800716.0	1.16144501	8130773.0	8124183.0	8122378.0	8119617.0	20	1101.010890108901	30-04-24 12:37:12.363748
23.397	0.121	250	250	21.4674121	1714473452.401831	11.3831254	6856036.0	7485703.0	6877166.0	7487286.0	9.9e+37	8388607.0	8388607.0	8388607.0	8388607.0	20	1101.010890108901	30-04-24 12:37:38.833061
23.997	0.124	250	250	21.4091503	1714473478.8718884	11.9698217	6847337.0	7485956.0	6868447.0	7487523.0	9.9e+37	8388607.0	8388607.0	8388607.0	8388607.0	20	1101.010890108901	30-04-24 12:38:05.302511
