# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	Delay	a	
0.097	0.0	250	250	-7439985.0	-7453490.0	-7460573.0	-7458510.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.8760311	9.9e+37	24.4675118	6	157.0	26-03-24 04:01:14.776446
0.601	0.002	250	250	-7153752.0	-7166291.0	-7172710.0	-7170350.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3764162	9.9e+37	24.4195925	6	157.0	26-03-24 04:01:22.598668
1.201	0.005	250	250	-6778767.0	-6790558.0	-6796663.0	-6794488.0	-8124332.0	-8115377.0	-8114472.0	-8110387.0	-10.7799253	-1.16072898	24.3974758	6	157.0	26-03-24 04:01:30.639885
1.8	0.008	250	250	-6402739.0	-6413819.0	-6419581.0	-6417606.0	-7673752.0	-7665242.0	-7664384.0	-7660526.0	-10.1821006	-1.09634329	24.3698301	6	157.0	26-03-24 04:01:38.473004
2.401	0.011	250	250	-6025624.0	-6035974.0	-6041420.0	-6039614.0	-7221230.0	-7213142.0	-7212379.0	-7208653.0	-9.58242779	-1.03168241	24.3163815	6	157.0	26-03-24 04:01:46.286027
3.001	0.014	250	250	-5648973.0	-5658541.0	-5663657.0	-5662051.0	-6769432.0	-6761758.0	-6761094.0	-6757556.0	-8.98357618	-0.967118533	24.2868927	6	157.0	26-03-24 04:01:54.347337
3.601	0.018	250	250	-5272461.0	-5281319.0	-5286097.0	-5284664.0	-6317813.0	-6310594.0	-6309962.0	-6306677.0	-8.38488084	-0.902624491	24.2297581	6	157.0	26-03-24 04:02:02.173738
4.201	0.021	250	250	-4895603.0	-4903706.0	-4908175.0	-4906920.0	-5866140.0	-5859380.0	-5858812.0	-5855726.0	-7.78570669	-0.838093013	24.1938185	6	157.0	26-03-24 04:02:10.247458
4.8	0.024	250	250	-4519054.0	-4526417.0	-4530563.0	-4529492.0	-5415231.0	-5408889.0	-5408415.0	-5405491.0	-7.1869727	-0.773684446	24.1846033	6	157.0	26-03-24 04:02:18.061061
5.4	0.027	250	250	-4141962.0	-4148610.0	-4152399.0	-4151513.0	-4963639.0	-4957721.0	-4957321.0	-4954613.0	-6.58742832	-0.709175798	24.0952152	6	157.0	26-03-24 04:02:25.916866
6.0	0.03	250	250	-3765305.0	-3771182.0	-3774671.0	-3773956.0	-4512527.0	-4507061.0	-4506732.0	-4504236.0	-5.98860859	-0.644732738	24.0859999	6	157.0	26-03-24 04:02:33.941538
6.6	0.033	250	250	-3388229.0	-3393382.0	-3396540.0	-3396015.0	-4060746.0	-4055705.0	-4055443.0	-4053098.0	-5.38903891	-0.58015693	24.0592757	6	157.0	26-03-24 04:02:42.012356
7.2	0.036	250	250	-3011659.0	-3016047.0	-3018864.0	-3018546.0	-3609276.0	-3604656.0	-3604456.0	-3602296.0	-4.79031633	-0.515694689	24.0251792	6	157.0	26-03-24 04:02:49.859919
7.801	0.039	250	250	-2634286.0	-2637926.0	-2640435.0	-2640280.0	-3157242.0	-3153065.0	-3152931.0	-3150996.0	-4.19029044	-0.4511231	24.0844561	6	157.0	26-03-24 04:02:57.728843
8.4	0.042	250	250	-2257846.0	-2260741.0	-2262935.0	-2262967.0	-2706309.0	-2702549.0	-2702504.0	-2700754.0	-3.59179297	-0.386704016	24.0835345	6	157.0	26-03-24 04:03:05.761004
9.0	0.045	250	250	-1881390.0	-1883555.0	-1885419.0	-1885633.0	-2255313.0	-2251971.0	-2252000.0	-2250460.0	-2.99323219	-0.322263716	24.0491389	6	157.0	26-03-24 04:03:13.624866
9.6	0.048	250	250	-1504501.0	-1505919.0	-1507466.0	-1507854.0	-1803713.0	-1800820.0	-1800909.0	-1799525.0	-2.39400213	-0.257760188	24.1016659	6	157.0	26-03-24 04:03:21.439695
10.2	0.051	250	250	-1127393.0	-1128056.0	-1129291.0	-1129865.0	-1351828.0	-1349355.0	-1349522.0	-1348343.0	-1.79444913	-0.193204358	24.0506828	6	157.0	26-03-24 04:03:29.545477
10.801	0.054	250	250	-750136.1	-750062.8	-750967.8	-751724.5	-899840.0	-897810.3	-898055.5	-897087.3	-1.19467648	-0.12864115	24.1514283	6	157.0	26-03-24 04:03:37.406037
11.4	0.058	250	250	-373474.2	-372660.0	-373240.8	-374182.1	-448481.2	-446880.6	-447201.2	-446414.5	-0.595801897	-0.0641587229	24.2521739	6	157.0	26-03-24 04:03:45.228062
12.001	0.061	250	250	3401.068	4961.156	4709.976	3583.688	3140.332	4292.556	3897.612	4504.436	0.0034161697	0.000356964164	24.1621875	6	157.0	26-03-24 04:03:53.266804
12.6	0.064	250	250	380064.5	382352.0	382425.7	381129.3	454491.1	455214.1	454746.7	455183.0	0.602364825	0.0648430094	24.2730698	6	157.0	26-03-24 04:04:01.554127
13.2	0.067	250	250	757087.8	760119.0	760512.1	759037.8	906293.8	906579.8	906042.7	906260.2	1.20173286	0.1293777	24.3071663	6	157.0	26-03-24 04:04:09.389818
13.799	0.07	250	250	1133588.0	1137355.0	1138067.0	1136414.0	1357524.0	1357369.0	1356781.0	1356794.0	1.80033823	0.193839708	24.3191461	6	157.0	26-03-24 04:04:17.193798
